file_id	type	file_name
dg.4DFC/8e706050-2fce-46c0-8dce-a75db795a806	file	PBBJAU_C_0D9QL1_eIDT0151_S5_L001_R2_001.fastq.gz
dg.4DFC/53742953-b004-489a-a38c-ae3aba1d53b4	file	PBBJAU_D_0D9QL0_eIDT0151_S6_L002_R1_001.fastq.gz
dg.4DFC/749ca1c1-ffcc-43b0-8967-2481f423eb4b	file	PBBJAU_D_0D9QL0_eIDT0151_S6_L002_R2_001.fastq.gz
dg.4DFC/98881d0f-3a58-4a50-80f8-d65b0c615984	file	PBBJAU_C_0D9QL1_eIDT0151_S5_L002_R1_001.fastq.gz
dg.4DFC/fd9115dc-ccfe-47cc-8f9d-b7fa9b700fef	file	PBBJAU_D_0D9QL0_eIDT0151_S6_L001_R1_001.fastq.gz
dg.4DFC/2a70c1cc-9b2e-48ad-9a37-296a78bcbf27	file	PBBJAU_C_0D9QL1_eIDT0151_S5_L001_R1_001.fastq.gz
dg.4DFC/83ed4dce-c9e0-4d6e-855d-3f39acb169db	file	PBBJAU_D_0D9QL0_eIDT0151_S6_L001_R2_001.fastq.gz
dg.4DFC/4559f894-8cb5-4007-bdd7-f65950917a4f	file	PBBJAU_C_0D9QL1_eIDT0151_S5_L002_R2_001.fastq.gz
dg.4DFC/512e2786-be51-4c2c-a0a5-740328f96280	file	PBBJAU_methylation.clinical_report.json
dg.4DFC/28af973c-090e-452b-a1af-de3f065e0c5b	file	PBBJAU_archer_fusion.clinical_report.json
dg.4DFC/d731ad04-2108-462f-9d94-0460d3b3a571	file	PBBJAU_tumor_normal.clinical_report.json
dg.4DFC/9316e064-577e-4612-a4c5-1bcb4093ef65	file	PBBJAU.json
dg.4DFC/51e1e52b-e672-4815-bb6d-e1d0a57fe89e	file	IGM_PBBJAU-0D9QKZ_20220919_merged_bam.bai
dg.4DFC/364f3266-7c7d-4c0d-b0eb-0812fa9ed110	file	IGM_PBBJAU-0D9QL0_20220927_Redacted.pdf
dg.4DFC/6d75772d-1015-4542-99f5-6d6a242d548b	file	IGM_PBBJAU-0D9QL0_20220923_cnv_panel_of_normals.json
dg.4DFC/6ace3f9d-ebe9-4394-aa1e-4b86d62fa76c	file	IGM_PBBJAU-0D9QKZ_20220919_bam.bai
dg.4DFC/50308965-9163-4bf5-beed-0d942d554400	file	IGM_PBBJAU-0D9QKZ_20220919.full_results.txt
dg.4DFC/6caa36df-2c05-4ca5-9c03-fa506d07b5f2	file	IGM_PBBJAU-0D9QKZ_20220919_Redacted.pdf
dg.4DFC/31101e71-dbb7-4ed3-a4ea-be888b56ae66	file	IGM_PBBJAU-0D9QL1_20220923_Redacted.pdf
dg.4DFC/1899b905-c274-483b-b23c-333be284cf30	file	IGM_PBBJAU-0D9QKZ_20220919.archer_version.txt
dg.4DFC/028a09c1-e728-4d62-9645-9fd58cdfdbd1	file	IGM_PBBJAU-0D9QL0_20220902a_tumor.aln.cram
dg.4DFC/d69aea48-19c3-4a32-8762-b3abcfe5107c	file	IGM_PBBJAU-0D9QKZ_20220919_merged_bam.bam
dg.4DFC/fc470388-6f76-407b-ac34-44f9942ac35a	file	IGM_PBBJAU-0D9QL0_20220927.report.html
dg.4DFC/03365dcb-298a-460c-9439-29ec25f5fcdd	file	IGM_PBBJAU-0D9QL1_20220902a_normal.aln.cram
dg.4DFC/9fe61abc-1fc4-44d7-af10-fb2c3c33639f	file	IGM_PBBJAU-0D9QKZ_20220919_bam.bam
dg.4DFC/b6315eee-7dce-46ec-813a-f14068afabff	file	IGM_PBBJAU-0D9QL0_20220923_cnv_tumor_normal.json
dg.4DFC/971db68a-c942-4657-a0d7-ef9965ca9344	file	IGM_PBBJAU-0D9QL1_20220923_cnv_germline.json
dg.4DFC/aaf43059-ba32-421c-812b-6ba287b4b03c	file	IGM_PBBJAU-0D9QL0_20220927_rawdata.json
dg.4DFC/5b1ce216-233f-4749-9ad2-75e39841b4b2	file	IGM_PBBJAU-0D9QL1_20220902a_normal.aln.cram.crai
dg.4DFC/260fd3e6-7e6a-47c5-8842-01c00b6b2014	file	IGM_PBBJAU-0D9QL1_20220923.germline.vcf.gz
dg.4DFC/046acec5-d200-4e6c-9d3f-7afa69e67b6f	file	IGM_PBBJAU-0D9QL0_20220923.somatic.vcf.gz
dg.4DFC/bf86fa69-411c-4abc-9efe-6c9312ef3bd6	file	IGM_PBBJAU-0D9QL0_20220902a_tumor.aln.cram.crai
dg.4DFC/76ad4222-761e-40a6-b38d-e96810b0897f	file	PBBPGX.json
dg.4DFC/db3cc532-a214-4a14-a8f4-3457c34ebd65	file	PBBPJD.json
dg.4DFC/4f5f187d-38c7-4b61-97f3-a2d301eeb087	file	PBBRBZ.json
dg.4DFC/ec7df21d-82d2-4737-a959-a17d052a43e3	file	PBBRNG_D_0DFKHD_eIDT-0244_FFPE_S8_L001_R2_001.fastq.gz
dg.4DFC/1f88ccbd-189c-481c-ae4d-2702b77c0753	file	PBBRNG_C_0DFKHE_eIDT-0244_S7_L002_R2_001.fastq.gz
dg.4DFC/b508a3d7-8b45-4e58-ba80-5d1643d6981c	file	PBBRNG_C_0DFKHE_eIDT-0244_S7_L004_R2_001.fastq.gz
dg.4DFC/5f75d809-069b-4f76-8e82-fa73bbba9087	file	PBBRNG_C_0DFKHE_eIDT-0244_S7_L003_R2_001.fastq.gz
dg.4DFC/52aa9364-2992-46c2-bb7e-2a3e40cfce5b	file	PBBRNG_D_0DFKHD_eIDT-0244_FFPE_S8_L002_R1_001.fastq.gz
dg.4DFC/91b0ece9-f8a4-42cb-9e80-1da5e70cf1b7	file	PBBRNG_C_0DFKHE_eIDT-0244_S7_L003_R1_001.fastq.gz
dg.4DFC/44701400-0ac2-4502-ad15-6698f8ad25ed	file	PBBRNG_D_0DFKHD_eIDT-0244_FFPE_S8_L001_R1_001.fastq.gz
dg.4DFC/83400b27-6670-44a9-8c4c-0264670ebbf0	file	PBBRNG_D_0DFKHD_eIDT-0244_FFPE_S8_L002_R2_001.fastq.gz
dg.4DFC/a38b942c-8e63-436b-adff-669eed91f434	file	PBBRNG_D_0DFKHD_eIDT-0244_FFPE_S8_L003_R1_001.fastq.gz
dg.4DFC/a7e7dd7d-dff4-4ca4-a43b-f8e923350962	file	PBBRNG_C_0DFKHE_eIDT-0244_S7_L004_R1_001.fastq.gz
dg.4DFC/69c3e399-64c8-4ab6-a40b-35a4a5c853cc	file	PBBRNG_D_0DFKHD_eIDT-0244_FFPE_S8_L004_R1_001.fastq.gz
dg.4DFC/1c88f742-6178-420c-b933-7b5f523ba995	file	PBBRNG_C_0DFKHE_eIDT-0244_S7_L002_R1_001.fastq.gz
dg.4DFC/9dea9963-9795-4d54-9bac-1ab202499e57	file	PBBRNG_D_0DFKHD_eIDT-0244_FFPE_S8_L004_R2_001.fastq.gz
dg.4DFC/17c8a7fd-eba8-4cd8-9e6a-9845dd6310c5	file	PBBRNG_C_0DFKHE_eIDT-0244_S7_L001_R1_001.fastq.gz
dg.4DFC/ed4d977f-3c57-4e63-b195-63f70f3a129c	file	PBBRNG_D_0DFKHD_eIDT-0244_FFPE_S8_L003_R2_001.fastq.gz
dg.4DFC/6e4e6ddb-6476-4f70-a552-a8d0ea956a06	file	PBBRNG_C_0DFKHE_eIDT-0244_S7_L001_R2_001.fastq.gz
dg.4DFC/afa98df7-ed97-4e2d-afbf-32531896f73a	file	PBBRNG_methylation.clinical_report.json
dg.4DFC/0e81aee1-dae6-46fc-9353-949979ed82f0	file	PBBRNG_archer_fusion.clinical_report.json
dg.4DFC/88da3b79-40f7-4240-8e3d-abe3f2048a59	file	PBBRNG_tumor_normal.clinical_report.json
dg.4DFC/6cabe895-35fd-4de4-b89c-e3f6dadd8253	file	IGM_PBBRNG-0DFKHD_20221129.somatic.vcf.gz
dg.4DFC/fd1a4a08-4b0b-4d13-8286-4a08c6d71b8f	file	IGM_PBBRNG-0DFKHC_20221129.full_results.txt
dg.4DFC/76abf9ec-b081-4823-800e-6afeaf67e937	file	IGM_PBBRNG-0DFKHC_20221129.archer_version.txt
dg.4DFC/42fed82a-0653-4698-a728-96697edf0ce5	file	IGM_PBBRNG-0DFKHD_20221129_cnv_panel_of_normals.json
dg.4DFC/4d012801-5a10-44a1-81b2-ce9555f17cd2	file	IGM_PBBRNG-0DFKHC_20221129_merged_bam.bai
dg.4DFC/f174af50-86d6-4e4d-85bc-f1a9e85107e1	file	IGM_PBBRNG-0DFKHC_20221129_bam.bai
dg.4DFC/a54a2926-8159-47f9-a14e-a4eddfae6a26	file	IGM_PBBRNG-0DFKHD_20221205_Redacted.pdf
dg.4DFC/655b9342-0392-4a77-9a28-7c9dc7d122d2	file	IGM_PBBRNG-0DFKHE_20221129.germline.vcf.gz
dg.4DFC/34739cde-c0b4-46f9-a1dd-f451077b5aba	file	IGM_PBBRNG-0DFKHC_20221129_merged_bam.bam
dg.4DFC/e4e2615c-4a34-4cf9-ae74-f88d169721d0	file	IGM_PBBRNG-0DFKHD_20221129_cnv_tumor_normal.json
dg.4DFC/7cec9702-ad07-48e2-a973-325d628a268d	file	IGM_PBBRNG-0DFKHC_20221129_bam.bam
dg.4DFC/9eb19adb-5942-46cc-9484-540cf113d959	file	IGM_PBBRNG-0DFKHD_20221129_tumor.aln.cram.crai
dg.4DFC/21411889-a1c1-4148-ad69-60a467e6b616	file	206954850035_R04C01_Grn.idat
dg.4DFC/33f51dd5-1422-4713-92c5-55b7a45d0c11	file	IGM_PBBRNG-0DFKHD_20221205_rawdata.json
dg.4DFC/94f6bba9-7e5e-4c06-8d66-cba355e68774	file	IGM_PBBRNG-0DFKHC_20221129_Redacted.pdf
dg.4DFC/760d4bbc-64cc-4394-af90-7a664642e499	file	IGM_PBBRNG-0DFKHD_20221205.report.html
dg.4DFC/276393e9-8edc-4bc4-8ceb-1e337c239255	file	IGM_PBBRNG-0DFKHE_20221129_normal.aln.cram.crai
dg.4DFC/a7deb817-f36b-40f4-8711-8ffb40588182	file	IGM_PBBRNG-0DFKHE_20221129_Redacted.pdf
dg.4DFC/a74031bc-ce0a-49b1-8581-48defa999d48	file	IGM_PBBRNG-0DFKHE_20221129_normal.aln.cram
dg.4DFC/f73b3efe-02f2-4064-9f81-beadf8618aa1	file	IGM_PBBRNG-0DFKHD_20221129_tumor.aln.cram
dg.4DFC/3798640c-27c2-4d82-9d86-61b3848caee6	file	IGM_PBBRNG-0DFKHE_20221129_cnv_germline.json
dg.4DFC/7b0aa61f-c065-4ca1-9f95-9e663c630522	file	206954850035_R04C01_Red.idat
dg.4DFC/15f9aafa-dfa8-4745-a21e-7854b71529c6	file	PBBRNG.json
dg.4DFC/0af9686d-1045-4f48-9442-87643dfd64c9	file	PBBRYC.json
dg.4DFC/0bc17203-33f3-4dca-9f03-17261f2e9ede	file	PBBWZX_C_0DJKKA_324_S26_L002_R2_001.fastq.gz
dg.4DFC/bdc6ca6f-b55f-4354-8cbb-5cdd2aef2c40	file	PBBWZX.json
dg.4DFC/9672f0a1-bd60-4c78-9c8d-c7f4fb514b58	file	PBBWZX_C_0DJKKA_324_S26_L001_R2_001.fastq.gz
dg.4DFC/9af25f24-3cb3-46bf-994c-dd71e680a780	file	IGM_PBBWZX-0DJKKA_20230323.germline.vcf.gz
dg.4DFC/b9d0c22f-6b22-495b-8bb8-b2db1618ee35	file	IGM_PBBWZX-0DJKKJ_20230321_merged_bam.bam
dg.4DFC/79342b20-3b6f-4df2-b287-ceeb97c3a3a1	file	IGM_PBBWZX-0DJKKJ_20230321.full_results.txt
dg.4DFC/6bbc651e-fedf-4587-ab6d-41fbf706cb2f	file	IGM_PBBWZX-0DJKKA_20230323_cnv_germline.json
dg.4DFC/73cd2387-7554-4b3a-9d11-9f48ee933337	file	IGM_PBBWZX-0DJKKA_20230323_normal.aln.cram
dg.4DFC/e419af23-8738-4cf0-9cdd-bef710fe2e3b	file	IGM_PBBWZX-0DJKL5_20230323_cnv_panel_of_normals.json
dg.4DFC/03afd360-577e-4f6d-bb96-c2425c6e50c3	file	207269880147_R01C01_Grn.idat
dg.4DFC/c61bb0f6-ff24-4f51-809b-b4757c19de47	file	IGM_PBBWZX-0DJKKJ_20230321_Redacted.pdf
dg.4DFC/86516277-d262-4f5b-8c17-d64f275365b5	file	IGM_PBBWZX-0DJKKJ_20230321.archer_version.txt
dg.4DFC/9fffceb8-fefc-46e5-b8a2-8d04f9680c81	file	IGM_PBBWZX-0DJKL5_20230329_Redacted.pdf
dg.4DFC/ad69c0e5-4b06-4141-a554-8df2e273652a	file	207269880147_R01C01_Red.idat
dg.4DFC/70f202bf-b61b-4066-a251-d0bba9c626b0	file	IGM_PBBWZX-0DJKKJ_20230321_bam.bai
dg.4DFC/00d347ea-190a-4d0d-b856-a0f97aa64f67	file	IGM_PBBWZX-0DJKL5_20230323.somatic.vcf.gz
dg.4DFC/47a75aa0-e657-4043-93db-ea22ac36d58d	file	IGM_PBBWZX-0DJKL5_20230323_tumor.aln.cram
dg.4DFC/d657985b-d711-4f69-b650-00fd5d63f1ee	file	IGM_PBBWZX-0DJKL5_20230323_tumor.aln.cram.crai
dg.4DFC/ba2305b9-a2ba-4ec4-9ccf-53c7d31a0bee	file	IGM_PBBWZX-0DJKKJ_20230321_merged_bam.bai
dg.4DFC/a9bc7dbe-6c6c-4ef7-bda6-4e9cfbebf72c	file	IGM_PBBWZX-0DJKKA_20230323_normal.aln.cram.crai
dg.4DFC/969effe1-3843-4269-bd44-1e3bfe407a18	file	IGM_PBBWZX-0DJKL5_20230329_rawdata.v11.json
dg.4DFC/66c4788c-81c4-4369-9a6b-c2a03212efa8	file	IGM_PBBWZX-0DJKKJ_20230321_bam.bam
dg.4DFC/9b5dc1ce-840b-48f5-ad78-980d7acb3553	file	IGM_PBBWZX-0DJKL5_20230329.report.v11.html
dg.4DFC/dd006c2f-3b9e-4269-ae77-1754a02ce930	file	IGM_PBBWZX-0DJKKA_20230323_Redacted.pdf
dg.4DFC/7d50c805-0545-4b5d-b167-778d96bbef8a	file	IGM_PBBWZX-0DJKL5_20230323_cnv_tumor_normal.json
dg.4DFC/b90b9454-62eb-41ef-8349-b69cb90a1dcf	file	IGM_PBBWZX-0DJKL5_20230329_rawdata.sts.v12_5.json
dg.4DFC/5e1b679a-0b46-4d41-b762-f9d8321ad90a	file	IGM_PBBWZX-0DJKL5_20230329.sts.report.v12_5.html
dg.4DFC/9b95322a-799f-4f21-a55e-893372efb4eb	file	IGM_PBBWZX-0DJKL5_20230329_rawdata.mnp.v12_5.json
dg.4DFC/d1f24185-7476-4b52-9dce-1246f04caa8b	file	IGM_PBBWZX-0DJKL5_20230329.mnp.report.v12_5.html
dg.4DFC/36a17b5c-212d-4ad7-8011-f36ba0128188	file	PBBWZX_tumor_normal.clinical_report.json
dg.4DFC/fc379790-b204-4325-920d-419eb6aa588f	file	PBBWZX_methylation.clinical_report.json
dg.4DFC/418699b1-375b-4ea9-8adc-7ec6c723bb5b	file	PBBWZX_archer_fusion.clinical_report.json
dg.4DFC/e12a6def-3837-44a1-a65b-4d59643d5a63	file	PBBWZX.json
dg.4DFC/44c5dea1-eb8c-4e6d-9bd3-4c8332341625	file	PBBWZX_D_0DJKL5_324_FFPE_S27_L002_R2_001.fastq.gz
dg.4DFC/ec8389d5-106c-4d74-a166-500254b1bee0	file	PBBWZX_C_0DJKKA_324_S26_L003_R2_001.fastq.gz
dg.4DFC/23e114d9-ced4-4686-98f3-1b1070b400fc	file	PBBWZX_D_0DJKL5_324_FFPE_S27_L001_R2_001.fastq.gz
dg.4DFC/0af2f3ac-f591-4f2f-a9a8-3fbe2debca21	file	PBBWZX_D_0DJKL5_324_FFPE_S27_L003_R2_001.fastq.gz
dg.4DFC/08faccea-c347-4afc-986e-72ffdaa73325	file	PBBWZX_D_0DJKL5_324_FFPE_S27_L003_R1_001.fastq.gz
dg.4DFC/f2f904f3-bd76-4e78-b03e-f05bd40668e3	file	PBBWZX_D_0DJKL5_324_FFPE_S27_L004_R1_001.fastq.gz
dg.4DFC/9d61d90a-0be8-4a90-ab6f-7a5a10f3eb61	file	PBBWZX_C_0DJKKA_324_S26_L001_R1_001.fastq.gz
dg.4DFC/122fd620-0913-4296-b6fb-cfb2d40ee77b	file	PBBWZX_D_0DJKL5_324_FFPE_S27_L001_R1_001.fastq.gz
dg.4DFC/0d28b892-c9e3-46b9-991d-ac64723e21bf	file	PBBWZX_C_0DJKKA_324_S26_L004_R2_001.fastq.gz
dg.4DFC/648ecc00-922b-4aa7-a843-94f315b71c5e	file	PBBWZX_C_0DJKKA_324_S26_L003_R1_001.fastq.gz
dg.4DFC/c26cc15f-9175-4886-9673-c7bd40ee4124	file	PBBWZX_C_0DJKKA_324_S26_L004_R1_001.fastq.gz
dg.4DFC/14215c52-588e-4a9c-b748-2dc75cd7a839	file	PBBWZX_C_0DJKKA_324_S26_L002_R1_001.fastq.gz
dg.4DFC/c934d060-4abb-4107-b5d9-3d2fc622f4ae	file	PBBWZX_D_0DJKL5_324_FFPE_S27_L002_R1_001.fastq.gz
dg.4DFC/1da2bda8-6497-44e7-bd5e-5314fbb6f82d	file	PBBWZX_D_0DJKL5_324_FFPE_S27_L004_R2_001.fastq.gz
dg.4DFC/7ac474d2-65d3-404d-a292-c80a79f42c95	file	PBBYJV.json
dg.4DFC/3ada7ad0-a4e7-4118-9f3a-a6129dd3ea33	file	PBBYVS.json
dg.4DFC/0ce5b9ca-f87b-4342-b381-31aa7222bdfb	file	PBCAVY.json
dg.4DFC/1e9200f3-1a69-429d-9fc8-a2f91fc229cb	file	PBCCET.json
dg.4DFC/a0cf12d0-a4c7-44c6-8197-8db02a5046bc	file	PBCIIX.json
dg.4DFC/65bd8404-34f3-4d62-9da7-ae5736670e1b	file	PBCJZY.json
dg.4DFC/b6084bff-eba4-406b-8d9e-682afe2c054e	file	OR-0054973_D_0DTNWE_SDGC-NEB-0007_S6_L002_R2_001.fastq.gz
dg.4DFC/799b3bc8-1867-4482-8d46-41b033ffdb87	file	OR-0054973_C_0DTNXC_SDGC-NEB-0007_S5_L001_R2_001.fastq.gz
dg.4DFC/010bc751-5380-403d-8493-0872b0ec013d	file	IGM_PBCJZY-0DTNXC_20240122.germline.vcf.gz
dg.4DFC/1e3ba821-1cfa-4d3d-a664-51e92780762d	file	IGM_PBCJZY-0DTNXC_20240122_cnv_germline.json
dg.4DFC/2fd3228c-d936-41d5-94f7-25fb1536a0ed	file	IGM_PBCJZY-0DTNWE_20240122.mnp.report.v12_5.html
