library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	sequence_alignment_software	type	genomic_info_id	file.file_id
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/a9cfc756-d599-4fbb-b2ee-babd74e8b416_Not Applicable	dg.4DFC/a9cfc756-d599-4fbb-b2ee-babd74e8b416
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/62f4960a-b374-4bc2-9e42-0beed0e3cc30_Not Applicable	dg.4DFC/62f4960a-b374-4bc2-9e42-0beed0e3cc30
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/2bc29bec-ede1-4baf-b8b2-377ec76f460a_Not Applicable	dg.4DFC/2bc29bec-ede1-4baf-b8b2-377ec76f460a
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/55dd844e-7981-4fce-beaf-55e04f13c7d6_Not Applicable	dg.4DFC/55dd844e-7981-4fce-beaf-55e04f13c7d6
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/dd5a51a6-5977-4d31-8b6e-a08689c26949_Not Applicable	dg.4DFC/dd5a51a6-5977-4d31-8b6e-a08689c26949
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/db63190c-f97c-4efb-aeb5-65379b1fb289_Not Applicable	dg.4DFC/db63190c-f97c-4efb-aeb5-65379b1fb289
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/59d6e800-51c5-467c-8012-a2005004a99d_Not Applicable	dg.4DFC/59d6e800-51c5-467c-8012-a2005004a99d
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/fde4c779-e845-404c-9692-392049a807be_Not Applicable	dg.4DFC/fde4c779-e845-404c-9692-392049a807be
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/68189350-c359-499c-b597-e143b373d62e_Not Applicable	dg.4DFC/68189350-c359-499c-b597-e143b373d62e
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/35a1029f-63f9-4c92-b344-21ef94ccaa1e_Not Applicable	dg.4DFC/35a1029f-63f9-4c92-b344-21ef94ccaa1e
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/58ebcf57-abdb-47c0-8f39-5c43171863e7_Not Applicable	dg.4DFC/58ebcf57-abdb-47c0-8f39-5c43171863e7
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/5fabd827-fe62-40ec-a668-a07a133b0cc2_Not Applicable	dg.4DFC/5fabd827-fe62-40ec-a668-a07a133b0cc2
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/8cca7cc3-3762-4ab7-b1bc-53b7acdcdfb3_Not Applicable	dg.4DFC/8cca7cc3-3762-4ab7-b1bc-53b7acdcdfb3
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/b5dc5a0b-5828-4eec-91b1-c814a5f8f1ff_Not Applicable	dg.4DFC/b5dc5a0b-5828-4eec-91b1-c814a5f8f1ff
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/e2139e72-b94e-4c21-9313-edcc01f00990_Not Applicable	dg.4DFC/e2139e72-b94e-4c21-9313-edcc01f00990
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/930161c1-f806-4cb9-91fc-17eadcbbcb4a_Not Applicable	dg.4DFC/930161c1-f806-4cb9-91fc-17eadcbbcb4a
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/937f7d08-2d3c-46f7-979f-db23b2f73279_Not Applicable	dg.4DFC/937f7d08-2d3c-46f7-979f-db23b2f73279
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/8115d91b-2e14-4cfc-af5c-ff992e767a74_Not Applicable	dg.4DFC/8115d91b-2e14-4cfc-af5c-ff992e767a74
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/e7b96380-bb20-430c-8890-86624f2e0226_Not Applicable	dg.4DFC/e7b96380-bb20-430c-8890-86624f2e0226
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/98db17e5-1d9c-462c-8bf6-7cfd398cd3a6_Not Applicable	dg.4DFC/98db17e5-1d9c-462c-8bf6-7cfd398cd3a6
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/6fca0aa7-b6b6-4f50-9778-b860d62f1e0e_Not Applicable	dg.4DFC/6fca0aa7-b6b6-4f50-9778-b860d62f1e0e
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/419a2f26-4703-440c-984d-485a0df61c49_Not Applicable	dg.4DFC/419a2f26-4703-440c-984d-485a0df61c49
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/fc1cd5d2-9365-471e-ac09-a8d7893772dd_Not Applicable	dg.4DFC/fc1cd5d2-9365-471e-ac09-a8d7893772dd
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/3f79151c-2a72-4e28-9d94-eaf923813aaa_Not Applicable	dg.4DFC/3f79151c-2a72-4e28-9d94-eaf923813aaa
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/7b062715-eefd-42f3-b804-b19cca8cbdfc_Not Applicable	dg.4DFC/7b062715-eefd-42f3-b804-b19cca8cbdfc
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/dd92a174-704c-41b6-b735-39eaedc2489d_Not Applicable	dg.4DFC/dd92a174-704c-41b6-b735-39eaedc2489d
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/249364af-99ad-4ab2-92e6-d46483da8100_Not Applicable	dg.4DFC/249364af-99ad-4ab2-92e6-d46483da8100
