"type"	"id"	"reference_file_id"	"file_category"	"file_name"	"file_type"	"file_description"	"file_size"	"md5sum"	"reference_file_url"	"dcf_indexd_guid"	"study.id"
"reference_file"	"c33f7673-a8dc-5beb-afce-79ff39732711"	"f8556093-5a2b-4daa-ad46-52600960e732"	"programmatic source code"	"c3dc_etl.py"	"py"	"Python script implementation of ETL process"	"75957"	"b2872e00d5c07bd80e56e7e6c015d7e2"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/etl/target/c3dc_etl.py"	"43411b53-ac8b-4cd1-822c-47f7cbaf5845"	"b7f75995-b119-556f-8542-d9fa18d17768"
"reference_file"	"6c927ba9-e9b0-5d82-99c0-dd2e23b7c466"	"3857a0a6-1130-4d40-a220-7b79ea542832"	"output schema"	"schema.json"	"json"	"JSON schema representation of YAML C3DC model schema"	"161683"	"02b9c0979f87de1212fbe544d0ab1952"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/schema/schema.json"	"e992b811-dbd8-4097-b77a-e42eff480789"	"b7f75995-b119-556f-8542-d9fa18d17768"
"reference_file"	"df1eed48-054b-5628-b4cc-e3630c4b2ce7"	"c86a95d2-c51b-4633-a092-cc79ffad682a"	"transformation/mapping"	"C3DC Mappings.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing tabular source-to-destination mappings and transformations. Transformed by mapping unpivoter script into JSON format for input into ETL script."	"210058"	"9d1f2ac589ae3f820f7b6b93289aeac6"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/mapping_unpivoter/C3DC%20Mappings.xlsx"	"fb8753e9-f80c-428a-9057-62c6fe8890c6"	"b7f75995-b119-556f-8542-d9fa18d17768"
"reference_file"	"c34e3a1f-3d87-5c34-a600-799db1f848e4"	"d34a9b92-0c3d-4968-965d-c1f4e46145b8"	"transformation/mapping"	"phs000467.json"	"json"	"JSON file containing source-to-destination mappings and transformations. The self-referential properties 'file_size' and 'md5sum' are set to the values calculated when both fields are set to 0 and blank ('') respectively"	"89397"	"3d434b02df9688f2fbd3b8ba0df6f3bc"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/etl/target/transformations/phs000467.json"	"bc9163e0-cc19-4d22-829a-c9c88a1c42e5"	"b7f75995-b119-556f-8542-d9fa18d17768"
"reference_file"	"dfa5de0e-04bc-5c81-9e4e-856163441afa"	"c2acf6b5-630f-4084-ae09-2635268a7698"	"input source data"	"TARGET_NBL_ClinicalData_Discovery_20220125.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing input source data"	"110084"	"ad84b191296f5ce1398d85a31d687e28"	"s3://cds-447-target-c3dc/target-nbl/TARGET_NBL_ClinicalData_Discovery_20220125.xlsx"	"dg.4DFC/92192aee-a4e7-11ee-b42e-1ed67ff2713c"	"b7f75995-b119-556f-8542-d9fa18d17768"
"reference_file"	"dbe21e37-a512-509d-a2e9-e87f42053749"	"466fd9bb-dbd9-403f-9127-87dfb099fc5e"	"input source data"	"TARGET_NBL_ClinicalData_Validation_20220125.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing input source data"	"100504"	"46e1736e3b0199243b4491aed123b18d"	"s3://cds-447-target-c3dc/target-nbl/TARGET_NBL_ClinicalData_Validation_20220125.xlsx"	"dg.4DFC/92192b84-a4e7-11ee-b42f-1ed67ff2713c"	"b7f75995-b119-556f-8542-d9fa18d17768"
"reference_file"	"aa9b706a-35ca-5779-89ff-20c99327e1e4"	"32513ed6-c71f-43b8-8870-7c0bbed5feb3"	"programmatic source code"	"c3dc_etl.py"	"py"	"Python script implementation of ETL process"	"75957"	"b2872e00d5c07bd80e56e7e6c015d7e2"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/etl/target/c3dc_etl.py"	"2235589b-34e9-4961-88b4-130584549d54"	"b7f75995-b119-556f-8542-d9fa18d17768"
"reference_file"	"f320d309-7ef0-5f55-80db-5081b0d7b735"	"d2d86c6b-692d-4961-aeaa-a0f533c0d974"	"output schema"	"schema.json"	"json"	"JSON schema representation of YAML C3DC model schema"	"161683"	"02b9c0979f87de1212fbe544d0ab1952"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/schema/schema.json"	"cde2dc41-8277-4463-856f-d3132da73a8e"	"b7f75995-b119-556f-8542-d9fa18d17768"
"reference_file"	"3477d3cb-2ba4-56a9-9648-42c87f12ae8d"	"a1073473-1562-4de1-8909-b5ce60b5217e"	"transformation/mapping"	"C3DC Mappings.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing tabular source-to-destination mappings and transformations. Transformed by mapping unpivoter script into JSON format for input into ETL script."	"210058"	"9d1f2ac589ae3f820f7b6b93289aeac6"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/mapping_unpivoter/C3DC%20Mappings.xlsx"	"3651ab5d-3932-4fb4-b3b0-881b40755ebe"	"b7f75995-b119-556f-8542-d9fa18d17768"
"reference_file"	"211549a2-5dae-52e4-b277-a73fb9116a57"	"68c537c8-c18d-48eb-8930-3bd311dcdb76"	"transformation/mapping"	"phs000467.json"	"json"	"JSON file containing source-to-destination mappings and transformations. The self-referential properties 'file_size' and 'md5sum' are set to the values calculated when both fields are set to 0 and blank ('') respectively"	"89397"	"3d434b02df9688f2fbd3b8ba0df6f3bc"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/etl/target/transformations/phs000467.json"	"e52fb9eb-4109-4e96-8def-682a3105a6f7"	"b7f75995-b119-556f-8542-d9fa18d17768"
"reference_file"	"98f20077-9615-5478-b317-60238dfbabfb"	"e8278d12-1270-4558-9e60-961447f8ad4b"	"input source data"	"TARGET_NBL_ClinicalData_Discovery_20220125.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing input source data"	"110084"	"ad84b191296f5ce1398d85a31d687e28"	"s3://cds-447-target-c3dc/target-nbl/TARGET_NBL_ClinicalData_Discovery_20220125.xlsx"	"dg.4DFC/92192aee-a4e7-11ee-b42e-1ed67ff2713c"	"b7f75995-b119-556f-8542-d9fa18d17768"
"reference_file"	"d11a1c7b-200e-5582-b7a4-a370a2b221db"	"99dae1b6-a125-44bd-95d0-253b97427956"	"input source data"	"TARGET_NBL_ClinicalData_Validation_20220125.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing input source data"	"100504"	"46e1736e3b0199243b4491aed123b18d"	"s3://cds-447-target-c3dc/target-nbl/TARGET_NBL_ClinicalData_Validation_20220125.xlsx"	"dg.4DFC/92192b84-a4e7-11ee-b42f-1ed67ff2713c"	"b7f75995-b119-556f-8542-d9fa18d17768"
