library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	sequence_alignment_software	type	genomic_info_id	file.file_id
0D97VZ	42681273540	330097056	150.0	156.4202005	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/f9f76a36-afc5-44bc-a9bb-8f97b94c8461_0D97VZ	dg.4DFC/f9f76a36-afc5-44bc-a9bb-8f97b94c8461
0D97VZ					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/60d8bc1b-d3bf-41b0-a827-e273bc25f243_0D97VZ	dg.4DFC/60d8bc1b-d3bf-41b0-a827-e273bc25f243
0D97VZ					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/b6a93bdc-dfc3-43c1-8d8d-b258e4102fe4_0D97VZ	dg.4DFC/b6a93bdc-dfc3-43c1-8d8d-b258e4102fe4
0D97VZ					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/1fe346df-4df0-441a-88ad-dfafd73b7ecf_0D97VZ	dg.4DFC/1fe346df-4df0-441a-88ad-dfafd73b7ecf
0D97VZ					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/ed37a483-034e-4569-9394-0398df465da5_0D97VZ	dg.4DFC/ed37a483-034e-4569-9394-0398df465da5
0D97VX	528500000	3500000	151.0	49.09448819	GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Other	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq	ArcherDX	genomic_info	dg.4DFC/0609bf85-ce9c-4d15-bf77-29ea9e69d50e_0D97VX	dg.4DFC/0609bf85-ce9c-4d15-bf77-29ea9e69d50e
0D97VX					GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Other	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/c7edf028-49e8-4ec9-b329-d7c0f45e9d5a_0D97VX	dg.4DFC/c7edf028-49e8-4ec9-b329-d7c0f45e9d5a
0D97VX	528500000	3500000	151.0	49.09448819	GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Other	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq	ArcherDX	genomic_info	dg.4DFC/d6e23a29-d4be-4d97-9137-f2c213ca6597_0D97VX	dg.4DFC/d6e23a29-d4be-4d97-9137-f2c213ca6597
0D97VX					GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Other	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/ffb96be5-2631-4e09-8e03-673e909d05ba_0D97VX	dg.4DFC/ffb96be5-2631-4e09-8e03-673e909d05ba
0D97VY	191000000000	1586518908	150.0	216.7941126	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/cd17309d-2cb8-4632-8c5e-e0e8284aeb0a_0D97VY	dg.4DFC/cd17309d-2cb8-4632-8c5e-e0e8284aeb0a
0D97VY					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/05f8056f-4255-4ede-ba61-5465f5f099e6_0D97VY	dg.4DFC/05f8056f-4255-4ede-ba61-5465f5f099e6
0D97VX					GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Other	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/79c201c9-6d1f-448e-995a-fede5d72d439_0D97VX	dg.4DFC/79c201c9-6d1f-448e-995a-fede5d72d439
0D97VX					GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Other	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/ea6bf68c-a5a9-4069-baec-bf814d87b102_0D97VX	dg.4DFC/ea6bf68c-a5a9-4069-baec-bf814d87b102
0D97VX					GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Other	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/f86caac0-73f8-4f93-8c55-dbb61c55b558_0D97VX	dg.4DFC/f86caac0-73f8-4f93-8c55-dbb61c55b558
0D97VY					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/74c00cfa-3e98-4875-ba49-c0e33cf7db1c_0D97VY	dg.4DFC/74c00cfa-3e98-4875-ba49-c0e33cf7db1c
0D97VY					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/6c7ba101-232c-4b7e-a8e5-cfb3d223e946_0D97VY	dg.4DFC/6c7ba101-232c-4b7e-a8e5-cfb3d223e946
0D97VY					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/c8e9dbad-87d3-4289-adf5-0bb6b7968a9d_0D97VY	dg.4DFC/c8e9dbad-87d3-4289-adf5-0bb6b7968a9d
0D88RQ	49257907884	368907028	150.0	236.4183411	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/9e91c839-8ee2-470e-a902-63f510dcc30d_0D88RQ	dg.4DFC/9e91c839-8ee2-470e-a902-63f510dcc30d
0D88RQ					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/533a6aed-3d27-47c4-ba02-8f7969ba3c8f_0D88RQ	dg.4DFC/533a6aed-3d27-47c4-ba02-8f7969ba3c8f
0D88RQ					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/b2571324-ee27-455e-9722-3d678ca91cdb_0D88RQ	dg.4DFC/b2571324-ee27-455e-9722-3d678ca91cdb
0D88RQ					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/43db3a7e-5994-4550-b347-2716863399dd_0D88RQ	dg.4DFC/43db3a7e-5994-4550-b347-2716863399dd
0D88RQ					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/8837ef26-260f-4d8e-b01b-292179e0b5ee_0D88RQ	dg.4DFC/8837ef26-260f-4d8e-b01b-292179e0b5ee
0D88RM	528500000	3500000	151.0	69.16010499	GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Other	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq	ArcherDX	genomic_info	dg.4DFC/33ef6242-fce0-4c95-a0cb-39363ebbf417_0D88RM	dg.4DFC/33ef6242-fce0-4c95-a0cb-39363ebbf417
0D88RM					GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Other	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/cbf114c0-67a7-45b0-9eb7-5fcf89068539_0D88RM	dg.4DFC/cbf114c0-67a7-45b0-9eb7-5fcf89068539
0D88RM	528500000	3500000	151.0	69.16010499	GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Other	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq	ArcherDX	genomic_info	dg.4DFC/012c83c0-0b75-43ac-8e35-3aea0e8b75ef_0D88RM	dg.4DFC/012c83c0-0b75-43ac-8e35-3aea0e8b75ef
0D88RM					GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Other	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/66612069-d089-48bb-81e0-95766b3d5235_0D88RM	dg.4DFC/66612069-d089-48bb-81e0-95766b3d5235
0D88RN	70073110844	600691536	150.0	163.0998385	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/09876755-a7ec-4ca8-93f6-9f931b38eb64_0D88RN	dg.4DFC/09876755-a7ec-4ca8-93f6-9f931b38eb64
0D88RN					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/569ac4a1-79f4-46a3-b2fa-067ef6c2420d_0D88RN	dg.4DFC/569ac4a1-79f4-46a3-b2fa-067ef6c2420d
0D88RM					GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Other	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/52248c48-a70c-40ef-81db-6e011c48aaf8_0D88RM	dg.4DFC/52248c48-a70c-40ef-81db-6e011c48aaf8
0D88RM					GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Other	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/ec96476d-b3ae-43ee-8f53-a6afeb324c46_0D88RM	dg.4DFC/ec96476d-b3ae-43ee-8f53-a6afeb324c46
0D88RM					GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Other	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/7f0f4da1-84a5-4ead-b150-cd48470d92fa_0D88RM	dg.4DFC/7f0f4da1-84a5-4ead-b150-cd48470d92fa
0D88RN					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/d7b060c6-aec0-40fd-8229-8a878eb2183b_0D88RN	dg.4DFC/d7b060c6-aec0-40fd-8229-8a878eb2183b
0D88RN					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/ddb8a793-4ae6-4cd9-8431-f1cd66de08c1_0D88RN	dg.4DFC/ddb8a793-4ae6-4cd9-8431-f1cd66de08c1
0D88RN					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/41b05bac-e78b-4a22-8e14-05ede331e14c_0D88RN	dg.4DFC/41b05bac-e78b-4a22-8e14-05ede331e14c
0D8E2P	46989019316	342680050	150.0	249.3358239	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/27589fd0-b8f8-4b35-8956-404d3cb472e3_0D8E2P	dg.4DFC/27589fd0-b8f8-4b35-8956-404d3cb472e3
0D8E2P					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/62c13829-0a88-4182-8d44-2b21ee3b468b_0D8E2P	dg.4DFC/62c13829-0a88-4182-8d44-2b21ee3b468b
0D8E2P					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/6be48615-f250-41bf-9a48-af02f912f26c_0D8E2P	dg.4DFC/6be48615-f250-41bf-9a48-af02f912f26c
0D8E2P					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/5db2a123-fa5a-4327-acf9-fe6bbf07de66_0D8E2P	dg.4DFC/5db2a123-fa5a-4327-acf9-fe6bbf07de66
0D8E2P					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/9bcfc67f-8bff-48f9-8781-eac66f2804e8_0D8E2P	dg.4DFC/9bcfc67f-8bff-48f9-8781-eac66f2804e8
0D8E25	512060026	3391126	151.0	210.7414698	GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Other	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq	ArcherDX	genomic_info	dg.4DFC/766f4dd1-3228-4111-9c9d-281734dd2e54_0D8E25	dg.4DFC/766f4dd1-3228-4111-9c9d-281734dd2e54
