library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	sequence_alignment_software	type	genomic_info_id	file.file_id
0DF2AQ	1057000000	7000000	151.0	131.5104987	GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq	ArcherDX	genomic_info	dg.4DFC/45ff2bcc-03ba-4bf1-8488-6d89a639abc4_0DF2AQ	dg.4DFC/45ff2bcc-03ba-4bf1-8488-6d89a639abc4
0DF2AQ	1057000000	7000000	151.0	131.5104987	GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq	ArcherDX	genomic_info	dg.4DFC/03482595-712c-4157-b87f-a5b4fa13637d_0DF2AQ	dg.4DFC/03482595-712c-4157-b87f-a5b4fa13637d
0DF2AQ					GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/8afdd5d9-fe1b-40b5-9a69-4ec1b75ccb25_0DF2AQ	dg.4DFC/8afdd5d9-fe1b-40b5-9a69-4ec1b75ccb25
0DF2AQ					GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/a1f5b127-38ba-4217-85fc-0344946aa2d7_0DF2AQ	dg.4DFC/a1f5b127-38ba-4217-85fc-0344946aa2d7
0DF2AQ					GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/de85184a-76f5-4438-9cfb-823cfbd848b1_0DF2AQ	dg.4DFC/de85184a-76f5-4438-9cfb-823cfbd848b1
0DF2AQ					GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/11e44110-2a31-40a8-a801-5e7b1b72ad0d_0DF2AQ	dg.4DFC/11e44110-2a31-40a8-a801-5e7b1b72ad0d
0DF2AQ					GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/68868dd7-8ffb-4b59-a855-146a7f7e62d1_0DF2AQ	dg.4DFC/68868dd7-8ffb-4b59-a855-146a7f7e62d1
0DER1Z	158000000000	1308601584	150.0	129.4018423	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/f26beaf9-c944-45bd-8510-4f11c3ba275f_0DER1Z	dg.4DFC/f26beaf9-c944-45bd-8510-4f11c3ba275f
0DER20	63543811913	461988356	150.0	204.2241257	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/977ee800-fc36-4b00-b215-f7c5cc043413_0DER20	dg.4DFC/977ee800-fc36-4b00-b215-f7c5cc043413
0DER11	1057000000	7000000	151.0	78.6824147	GRCh37	Anchored Multiplex PCR (AMP™) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq	ArcherDX	genomic_info	dg.4DFC/0601feb3-2263-4b61-95b7-d7bd206ca795_0DER11	dg.4DFC/0601feb3-2263-4b61-95b7-d7bd206ca795
