type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	sample.sample_id	file_type	file_description
file	010285_0103_sorted.bam	d894c42b-4af0-5aae-9925-2c8765a46f7c	23493159088	5f0d04a908eb4af1ef59bd06a8d43600	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010285_0103_sorted.bam	bam	NCATS-COP01-CCB010285 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	010285_0103_sorted.bam.bai	860795f4-3df8-51e9-9d90-94f72d8001bf	4606968	714c3e514223f692682d81e7c03e3b74	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010285_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010285 0103	Index File	tumor sample binary alignment file indexing 
file	030255_0103_sorted.bam	143c1a5c-9208-59b8-b86c-8b2aa6bc4155	24048265435	68b13d8b0fee463c987fe4501385b568	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030255_0103_sorted.bam	bam	NCATS-COP01-CCB030255 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	030255_0103_sorted.bam.bai	eb7c3b27-74a8-5f35-a40b-47d76aacbe72	5027696	668970d62f9036679a011d68d2d37e70	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030255_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030255 0103	Index File	tumor sample binary alignment file indexing 
file	040254_0103_sorted.bam	532c6708-a2dd-5a1b-8690-ac8aafcf6d03	18434964397	1acf27672d62d95d8ef36022f0544445	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040254_0103_sorted.bam	bam	NCATS-COP01-CCB040254 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	040254_0103_sorted.bam.bai	f1ae44a4-2d09-58a3-a922-33242eb697c2	4287936	b3c8c319b30c20e7b89f6fdf1b164773	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040254_0103_sorted.bam.bai	bai	NCATS-COP01-CCB040254 0103	Index File	tumor sample binary alignment file indexing 
file	040254_0200_sorted.bam	020d7306-6e24-5752-b70c-2e6e80e8d191	23622427027	b3d28be9e562b6ec4d5cd96ecfd0fb4d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040254_0200_sorted.bam	bam	NCATS-COP01-CCB040254 0200	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1
file	040254_0200_sorted.bam.bai	eadfae80-d3f9-5b0e-aa61-ff2a1cb31a4a	4624304	dc5377aa5ca5f5c2d1ba9ddf2ff382e3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040254_0200_sorted.bam.bai	bai	NCATS-COP01-CCB040254 0200	Index File	normal sample binary alignment file indexing 
file	040382_0103_sorted.bam	aea4c84c-03ce-5972-8a1d-4dceeabaa9fb	21853353091	dc61ef4d510fdc1c9c3b31ea07fc0623	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040382_0103_sorted.bam	bam	NCATS-COP01-CCB040382 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	040382_0103_sorted.bam.bai	e55fd86c-d3ad-583a-83d7-5ac1e9368933	4565320	56acc3b9be2ef8ca754d9317f0db366d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040382_0103_sorted.bam.bai	bai	NCATS-COP01-CCB040382 0103	Index File	tumor sample binary alignment file indexing 
file	040382_0200_sorted.bam	c464bf34-0031-5f91-bad9-94b80895fb72	21876404387	49275817e16f9fc7de22f4fba7edb3c8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040382_0200_sorted.bam	bam	NCATS-COP01-CCB040382 0200	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1
file	040382_0200_sorted.bam.bai	4b524171-669b-55bc-a9ce-d2e7c56f6f22	4267960	8c2d0e695fe423991b0b3b14df179974	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040382_0200_sorted.bam.bai	bai	NCATS-COP01-CCB040382 0200	Index File	normal sample binary alignment file indexing 
file	050216_0103_sorted.bam	b57f818b-8015-5747-a60d-e7d80f834e98	21951534014	5bcb19906cc84b91cdcb163a57049183	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050216_0103_sorted.bam	bam	NCATS-COP01-CCB050216 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	050216_0103_sorted.bam.bai	c523da3c-4375-5de7-904e-db2b90e4060e	4952176	da53e92193de429a95669ebd9a744d49	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050216_0103_sorted.bam.bai	bai	NCATS-COP01-CCB050216 0103	Index File	tumor sample binary alignment file indexing 
file	050227_0103_sorted.bam	a0bfc87e-8f37-5848-a248-9e030eb5367b	22105426896	a9a9652029047f130298378a9a9ea620	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050227_0103_sorted.bam	bam	NCATS-COP01-CCB050227 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	050227_0103_sorted.bam.bai	ca719c39-b2d0-5e91-8a10-df46e5ea3912	4593416	93430cbcc1e41dc3dddac99914df56ed	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050227_0103_sorted.bam.bai	bai	NCATS-COP01-CCB050227 0103	Index File	tumor sample binary alignment file indexing 
file	050297_0103_sorted.bam	8d8d9ab3-35bc-5e85-9d00-9a60a586d4bf	23752298994	96372d86e3723faca46a16041c9309ad	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050297_0103_sorted.bam	bam	NCATS-COP01-CCB050297 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	050297_0103_sorted.bam.bai	b68b36a6-468c-5586-a105-21a1bd6cf997	4989024	b4dc99467f7ebc4412cdd173a0dd6eb0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050297_0103_sorted.bam.bai	bai	NCATS-COP01-CCB050297 0103	Index File	tumor sample binary alignment file indexing 
file	050297_0200_sorted.bam	78922911-a794-51c3-be00-e61a992e10bb	21689486561	31d7f1fb83e488623f27e869c501bd61	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050297_0200_sorted.bam	bam	NCATS-COP01-CCB050297 0200	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1
file	050297_0200_sorted.bam.bai	ea9f1a17-775a-56d0-bd76-31ade8bf113e	4362480	c8f1f8f642674fb162985e1b1c84673d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050297_0200_sorted.bam.bai	bai	NCATS-COP01-CCB050297 0200	Index File	normal sample binary alignment file indexing 
file	050327_0103_sorted.bam	41eebd7a-e10c-5a05-9c5c-0d19728fb183	22048563115	d00bb1cac3f3895356aea02eb3fe6895	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050327_0103_sorted.bam	bam	NCATS-COP01-CCB050327 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	050327_0103_sorted.bam.bai	804dca14-911d-50c9-96e4-d6306fc2059e	4796376	9af1bc4efd479c8216393d7d97fceb19	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050327_0103_sorted.bam.bai	bai	NCATS-COP01-CCB050327 0103	Index File	tumor sample binary alignment file indexing 
file	060051_0103_sorted.bam	fabb9598-bdb9-5439-b8e8-79a1dfe0fa01	22313060813	a75349c9e57f5122f1c8f0e0e8cf38ec	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060051_0103_sorted.bam	bam	NCATS-COP01-CCB060051 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	060051_0103_sorted.bam.bai	19ffe08e-a2cd-596b-b23c-b6de747efc6b	4950048	53ee060c9c47df17bee14c3fae230031	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060051_0103_sorted.bam.bai	bai	NCATS-COP01-CCB060051 0103	Index File	tumor sample binary alignment file indexing 
file	070007_0103_sorted.bam	8701e8f7-6473-5b45-a767-3f8c00961f47	23410311182	ca1a4fdf049bb2a5fae61536eaf83133	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070007_0103_sorted.bam	bam	NCATS-COP01-CCB070007 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	070007_0103_sorted.bam.bai	84cdfa32-8983-58e6-9b08-d77324240dc2	4724592	5900617865aaada0cd3d21b3686b089b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070007_0103_sorted.bam.bai	bai	NCATS-COP01-CCB070007 0103	Index File	tumor sample binary alignment file indexing 
file	070020_0103_sorted.bam	6393ea4b-51d2-590b-a828-0cf705995a07	26269340451	710868ac955185e657f57f9455a6cdae	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070020_0103_sorted.bam	bam	NCATS-COP01-CCB070020 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	070020_0103_sorted.bam.bai	4f2edc65-1205-5559-aaf7-6583ba20a3a8	5193864	aa14e424e4e2da8e2f10adced70377b0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070020_0103_sorted.bam.bai	bai	NCATS-COP01-CCB070020 0103	Index File	tumor sample binary alignment file indexing 
file	070034_0103_sorted.bam	3f1945aa-22eb-550f-b126-73bd38cf5398	22396537915	1ca8562644ea8d2e4134a8a933d0c200	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070034_0103_sorted.bam	bam	NCATS-COP01-CCB070034 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	070034_0103_sorted.bam.bai	7b800eb9-b56a-5a8e-8e37-5b96720899d0	4857912	44580e1412ff1ba5529311ee154a8add	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070034_0103_sorted.bam.bai	bai	NCATS-COP01-CCB070034 0103	Index File	tumor sample binary alignment file indexing 
