id	sample.id	UMI_barcode_offset	UMI_barcode_read	UMI_barcode_size	acl	authz	avg_read_length	cDNA_read	cDNA_read_offset	cDNA_read_size	cell_barcode_offset	cell_barcode_read	cell_barcode_size	checksum_algorithm	checksum_value	coverage	crdc_id	custom_assembly_fasta_file_for_alignment	data_category	dcf_indexd_guid	design_description	dissociation_method	end_bias	file_access	file_description	file_mapping_level	file_name	file_size	file_type	file_url	instrument_model	library_construction_method	library_id	library_layout	library_selection	library_source_material	library_source_molecule	library_strand	library_strategy	md5sum	number_of_bp	number_of_reads	platform	protocols_link	reference_genome_assembly	reverse_transcription_primer	sequence_alignment_software	sequencing_file_id	single_cell_entity	spike_in	total_number_of_input_cells	type
0009e0d4-208a-596d-af25-c568592a793d	3deafb7f-dd84-5657-baf4-f5cae4fdf87c				['phs002504']	['/programs/phs002504']	149.0									1097.779702			Sequencing	dg.4DFC/fe0f7aa2-97a3-4340-bf8c-7d9a48c0c2c6	Whole exome sequencing was performed utilizing the Illumina platform as described previously. In brief, DNA was fragmented by sonication (Covaris Inc., Woburn, MA) to 150 bp and further purified using Agencourt AMPure XP beads. Fifty ng of size-selected DNA was then ligated to specific adaptors during library preparation (Illumina TruSeq, Illumina Inc., San Diego, CA). Each library was made with sample-specific barcodes and quantified by quantitative PCR (Kapa Biosystems, Inc., Woburn, MA), and two libraries were pooled to a total of 500 ng for exome enrichment using the Agilent SureSelect hybrid capture kit (Whole Exome_v1.1; Agilent Technologies, Santa Clara, CA). Several captures were pooled further and sequenced in one or more lanes to a final equivalent of two exomes per lane on a HiSeq 2500 system (Illumina Inc., San Diego, CA). :: PMID: 26457647			Controlled	PCR AMPLICON	Sample	SJJMML014837_D1.bam.bai	691688	bam_index	s3://cds-256-phs002504-sequencefiles-p30-fy20/SJJMML014837_D1.bam.bai	Illumina MiSeq		SJJMML1597D.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	d32ea4c360d6d85cadd96a5a56afc4de	54570629	363817	Illumina		GRCh37			SJJMML014837_D1.bam.bai				sequencing_file
0069e057-50b1-5cd9-8d96-1515a5510233	f834b512-9ef6-5795-a9a7-790324353d7a				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/b3521f16-1760-44aa-9a37-38deaa0d015b	WGA			Controlled	Random WGA	Sample	UPN2811_HM4711_WGS_L02_3_1.fq.gz	375242411	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN2811_HM4711_WGS_L02_3_1.fq.gz	Other		HM4711FB.WGA	Paired end	Random	Not Reported	Genomic		WGA	af0939acfb6129f06b19ce7191d5ebe1	100	10	BGISEQ					UPN2811_HM4711_WGS_L02_3_1.fq.gz				sequencing_file
00fffa62-c6e7-5e44-8ac9-5dde9a0dd4dd	61e2f522-6a4f-50e3-9d70-38c3d2a2adbf				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/3aef8831-23a4-4139-aef8-7b956d82e687	Total RNA was extracted from PB or BM samples using the Qiagen AllPrep kit and was used to prepare mRNA libraries. Target coverage was 40e6 paired end reads per sample. Libraries were prepared for 75-bp strand-specific paired-end sequencing using the ribodepletion v2.0 protocol by the British Columbia Genome Sciences Center (BCGSC, Vancouver, BC). Libraries were sequenced on the Illumina HiSeq 2000/2500.			Controlled	RNAseq	Sample	UPN2423_HM3856_RNAseq_r2_val_2.fq.gz	3718199207	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v3/UPN2423_HM3856_RNAseq_r2_val_2.fq.gz	Illumina HiSeq 2500		HM3856_RNAseq	Paired end	rRNA Depletion	Bulk Cells	Transcriptomic		RNA-Seq	5a6b2fb00f2a913e384827e0a4831dec	75	10	Illumina					UPN2423_HM3856_RNAseq_r2_val_2				sequencing_file
0100f6d7-b325-5880-bec1-c879a9385800	67a60e69-a7d1-58d4-88d7-df5bb8c1de16				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/01a607b8-5591-4366-aefa-514f21981db5	WGA			Controlled	Random WGA	Sample	UPN3080_HM5469_WGS_43_L04_127_1.fq.gz	260609590	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN3080_HM5469_WGS_43_L04_127_1.fq.gz	Other		HM5469.WGA	Paired end	Random	Not Reported	Genomic		WGA	c8e283eb917ec5a1e7ad16782b5cc675	100	10	BGISEQ					UPN3080_HM5469_WGS_43_L04_127_1.fq.gz				sequencing_file
01e75904-7681-5ac2-a634-775789b349c7	41cb9877-56ad-5135-9df7-d4acb96e8dea				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/c4bc0484-2a82-466a-b287-dae2c957d779	Briefly, ribosomal RNA was removed from total RNA using QIAseq FastSelect rRNA HMR Kit (Qiagen, Catalog# 334387). After the depletion of rRNA, cDNA library preparation was carried out including RNA fragmentation, cDNA synthesis, ligation of index adaptors, and amplification, following the KAPA RNA Hyper Prep Kit Technical Data Sheet, KR0961 – v3.15 (Roche Corporate, Catalog #KK8541). Each resulting indexed library was quantified and its quality accessed by Agilent TapeStation, and multiple libraries were pooled in equal molarity. The library pool was then sequenced in 100b paired-end read format on a NovaSeq 6000 (Illumina, Inc.).			Controlled	RNAseq	Sample	UPN3074_HM5435_RNAseq_S43_R1_001.fastq.gz	1398459313	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN3074_HM5435_RNAseq_S43_R1_001.fastq.gz	Illumina NovaSeq 6000		HM5435_RNAseq	Paired end	rRNA Depletion	Bulk Cells	Transcriptomic		RNA-Seq	5972cb643a1a0ee56e136f6c58ad8a9a	119	10	Illumina					UPN3074_HM5435_RNAseq_S43_R1_001				sequencing_file
01f2f354-2241-5d27-b85d-16c476f1148a	61e02754-d446-5352-9d62-3c66017f0aa0				['phs002504']	['/programs/phs002504']	149.0									511.9645745			Sequencing	dg.4DFC/e328a277-f17c-44ab-992a-520f87859a01	Whole exome sequencing was performed utilizing the Illumina platform as described previously. In brief, DNA was fragmented by sonication (Covaris Inc., Woburn, MA) to 150 bp and further purified using Agencourt AMPure XP beads. Fifty ng of size-selected DNA was then ligated to specific adaptors during library preparation (Illumina TruSeq, Illumina Inc., San Diego, CA). Each library was made with sample-specific barcodes and quantified by quantitative PCR (Kapa Biosystems, Inc., Woburn, MA), and two libraries were pooled to a total of 500 ng for exome enrichment using the Agilent SureSelect hybrid capture kit (Whole Exome_v1.1; Agilent Technologies, Santa Clara, CA). Several captures were pooled further and sequenced in one or more lanes to a final equivalent of two exomes per lane on a HiSeq 2500 system (Illumina Inc., San Diego, CA). :: PMID: 26457647			Controlled	PCR AMPLICON	Sample	SJJMML014777_D1.bam	14231277	bam	s3://cds-256-phs002504-sequencefiles-p30-fy20/SJJMML014777_D1.bam	Illumina MiSeq		SJJMML227D.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	ff5ef08f8af8379db6e6406b5997f9c0	25449759	169671	Illumina		GRCh37			SJJMML014777_D1.bam				sequencing_file
0218081e-f461-51ea-a03a-95b3a8391946	ebacadcb-6947-5a83-a621-38f4681dd3d7				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/85c03334-5474-4d75-968a-07ae60cdc54a	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	scRNA	Sample	UPN3050_HM5376_scRNA_S1_L002_R1_001.fastq.gz	3318928850	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN3050_HM5376_scRNA_S1_L002_R1_001.fastq.gz	Illumina NovaSeq 6000		HM5376_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	86b5f8777f5a69398de6f884358741c5	119	10	Illumina					UPN3050_HM5376_scRNA_S1_L002_R1_001				sequencing_file
0221b6c2-2a30-5568-bb95-57d397013b28	5ddce6ae-8004-58f0-8227-4073e893425a				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/d48058db-242a-4878-aad3-28905911359d	DNA samples (32 from the technical cohort and 47 from the independent validation cohort) were sequenced using a custom amplicon panel (Paragon Genomics, Hayward, CA, USA), targeting 26 genes that are recurrently mutated in JMML (Supplementary Methods Table 1). Ten nanograms of genomic DNA were used for each library and were processed according to the manufacturer’s protocol. Library quality was assessed using the Bioanalyzer High Sensitivity DNA Analysis kit (Agilent, Santa Clara, CA, USA) and quantified using the Qubit HS assay (Thermo Fisher Scientific, Waltham, MA, USA). Dual-index libraries were sequenced on an Illumina MiSeq instrument using the 150 bp PE mode. Mean on-target sequencing depth was 1519x (median = 1297x). :: PMID: 33139265			Controlled	Hybrid Selection Bisulfite-Seq	Sample	UPN3003_HM5133_na_bm_Mseq_R2_001.fastq.gz	2419053400	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN3003_HM5133_na_bm_Mseq_R2_001.fastq.gz	Illumina NovaSeq 6000		HM5133.Bisulfite-Seq	Paired end	Hybrid Selection	Not Reported	Genomic		Bisulfite-Seq	3ae62543e86c3924cc197d99cd1878ee	150	10	Illumina					UPN3003_HM5133_na_bm_Mseq_R2_001.fastq.gz				sequencing_file
02b4d923-5cdc-5586-9ae4-908bf9826576	2e4c22b4-06a4-5079-8651-ffd65b23c321				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/354baf5b-73a0-40e9-9fe8-f7a0b11fa906	Single cell gene expression analysis was conducted using a 10X Chromium single cell system (10X Genomics, Inc) and a NovaSeq 6000 sequencer (Illumina, Inc). Five to ten thousand targeted cell recovery per sample with viability of >75% was applied to a single cell master mix with lysis buffer and reverse transcription reagents, following the Chromium NextGEM Single Cell 3’ Reagent Kits User Guide, CG000204 Rev D (10X Genomics, Inc). The quality of cDNA and library was examined by Bioanalyzer and Qubit. The resulting libraries were pooled in equal molarity and sequenced in a custom program for 28b plus 91b paired-end sequencing on Illumina NovaSeq 6000.			Controlled	scRNA	Sample	UPN2951_HM5541_scRNA_S22_L002_R2_001.fastq.gz	6705094036	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2951_HM5541_scRNA_S22_L002_R2_001.fastq.gz	Illumina NovaSeq 6000		HM5541_scRNA	Paired end	Unspecified	Single-cells	Transcriptomic		Other	dd40fcd88e6b329a11ab7135c2bdcdd6	119	10	Illumina					UPN2951_HM5541_scRNA_S22_L002_R2_001				sequencing_file
02b8acca-9770-5bd8-87b1-988c238f217f	d7c630d0-b1c7-52da-8f75-372b7d14d2da				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/bd7ec0dd-4959-4c34-8565-4a2e7c45b1ea	Total RNA was extracted from PB or BM samples using the Qiagen AllPrep kit and was used to prepare mRNA libraries. Target coverage was 40e6 paired end reads per sample. Libraries were prepared for 75-bp strand-specific paired-end sequencing using the ribodepletion v2.0 protocol by the British Columbia Genome Sciences Center (BCGSC, Vancouver, BC). Libraries were sequenced on the Illumina HiSeq 2000/2500.			Controlled	RNAseq	Sample	UPN2739_HM4563_RNAseq_r1_val_1.fq.gz	4006538421	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v3/UPN2739_HM4563_RNAseq_r1_val_1.fq.gz	Illumina HiSeq 2500		HM4563_RNAseq	Paired end	rRNA Depletion	Bulk Cells	Transcriptomic		RNA-Seq	91a2887f6a868df37b6f41cb0f7a0b70	75	10	Illumina					UPN2739_HM4563_RNAseq_r1_val_1				sequencing_file
