id	sample.id	acl	authz	crdc_id	data_category	dcf_indexd_guid	file_access	file_description	file_mapping_level	file_name	file_size	file_type	file_url	md5sum	methylation_array_file_id	methylation_platform	reporter_label	type
01a90512-5e5a-5250-996c-895571865af4	7b1e6d36-d5b7-563f-8965-31555cb39b5b	['phs002504']	['/programs/phs002504']		Methylation Array	dg.4DFC/72434ce3-39fb-460b-adc2-146a75970e49	Controlled		Sample	9761749080_R04C01_Red.idat	8095236	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749080_R04C01_Red.idat	19d02cfff92527223c2c75b37eaa25b0	9761749080_R04C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file
070543ee-8bb7-5925-8a00-eea9596076a7	9fb5a36c-26e6-51d8-b9db-0147781cc378	['phs002504']	['/programs/phs002504']		Methylation Array	dg.4DFC/54ead7f4-7a6c-4d8b-8e60-c6756296e8e8	Controlled		Sample	9761749076_R05C01_Red.idat	8095231	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749076_R05C01_Red.idat	f6a6ee538e5eeb8c518e7de0a180c963	9761749076_R05C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file
08139c57-f9ac-57f8-a7a5-2ccce984dac2	06725ed8-1e95-503a-a661-d29d03d05f97	['phs002504']	['/programs/phs002504']		Methylation Array	dg.4DFC/19fe2a85-ceef-4028-91ac-127dca43d375	Controlled		Sample	9482801024_R03C01_Red.idat	8095252	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R03C01_Red.idat	03ce0d29432c275d2830eaead6727cbb	9482801024_R03C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file
088a4721-3860-5b6d-ade1-c9bb5031434a	d163be55-8953-527d-8eee-18df0dfb4a29	['phs002504']	['/programs/phs002504']		Methylation Array	dg.4DFC/c38d4817-326a-4de2-8a2b-835b343ec438	Controlled	Illumina Red Meth array	Sample	207018680019_R04C01_Red.idat	13677975	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/207018680019_R04C01_Red.idat	249d92ea9f80ab92d2e7a5ee6aefeb52	207018680019_R04C01R	Illumina	Red	methylation_array_file
0aef582e-65ab-526e-b43e-93415ca0e555	2e9df1e6-dfc2-52e1-a9bf-8b90db2a5d51	['phs002504']	['/programs/phs002504']		Methylation Array	dg.4DFC/99913597-c052-4358-bdc5-bdc10d31015d	Controlled		Sample	9761749087_R03C01_Red.idat	8095248	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R03C01_Red.idat	6133d3fc74e3bb360bcccabecb1a3ca2	9761749087_R03C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file
100b6fc2-dcf5-5fbe-89aa-f8c5c4e45c12	fc41efd8-7d0a-5dad-bd94-e95dddc535d7	['phs002504']	['/programs/phs002504']		Methylation Array	dg.4DFC/a9732284-a795-4a63-a839-17058e86e7ee	Controlled		Sample	9482801024_R06C01_Grn.idat	8095252	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R06C01_Grn.idat	8ac0818615282abe77b8f702130d25ef	9482801024_R06C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file
104b1a6d-e488-55c5-9f43-98adeb67914f	5b61f188-b412-5f57-893f-aed5556daa95	['phs002504']	['/programs/phs002504']		Methylation Array	dg.4DFC/2a8d5354-4013-4769-b092-e951434eba9a	Controlled		Sample	9761749087_R02C02_Red.idat	8095245	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R02C02_Red.idat	8a12f7e1c2c362902aadcaaf3a57639b	9761749087_R02C02_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file
13741a9b-b701-5541-b321-5bad8e320b34	39fb2953-e774-586c-9c44-c65a5ba259a0	['phs002504']	['/programs/phs002504']		Methylation Array	dg.4DFC/93cf4716-3d7c-4255-afce-d3ca82c99d04	Controlled		Sample	9482801069_R01C01_Grn.idat	8095251	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R01C01_Grn.idat	d6f63d796b5bbbe14436d2172420ab24	9482801069_R01C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file
1509f550-7341-5a9b-9946-2417fa47e321	aff5f945-ce7d-5cca-9505-f22d3670a738	['phs002504']	['/programs/phs002504']		Methylation Array	dg.4DFC/20794169-9272-4955-bf12-35a19294d047	Controlled		Sample	9482801024_R04C02_Red.idat	8095249	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R04C02_Red.idat	053f08f3ce132825650f410337a2cf47	9482801024_R04C02_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file
19fc3821-554c-55cf-862b-921942dd4512	9fb5a36c-26e6-51d8-b9db-0147781cc378	['phs002504']	['/programs/phs002504']		Methylation Array	dg.4DFC/50a2a525-a05d-4db8-a662-610f37aa8a03	Controlled		Sample	9761749076_R05C01_Grn.idat	8095231	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749076_R05C01_Grn.idat	e223a5f047cca2ea49adbb75a1400373	9761749076_R05C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file
1d45ce6c-2b5f-5def-b08c-e5fe39e562da	d163be55-8953-527d-8eee-18df0dfb4a29	['phs002504']	['/programs/phs002504']		Methylation Array	dg.4DFC/b876d638-d51d-46c9-970c-37c420db5939	Controlled	Illumina Grn Meth array	Sample	207018680019_R04C01_Grn.idat	13677975	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/207018680019_R04C01_Grn.idat	6044593c9db96d1e552d7614b1246ecd	207018680019_R04C01G	Illumina	Grn	methylation_array_file
20b0873b-e0d0-54ce-98a3-f7789c08e3e3	acc26b9c-dfee-5094-8bcf-224b179a5acb	['phs002504']	['/programs/phs002504']		Methylation Array	dg.4DFC/f17311b8-7e1e-4483-b280-5c8e9e032d5b	Controlled		Sample	9482801024_R02C02_Red.idat	8095252	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R02C02_Red.idat	0442a03c878fb42ef3107968b6822f12	9482801024_R02C02_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file
237ad60c-b035-5429-99e1-ecef8a8f3cf0	fc41efd8-7d0a-5dad-bd94-e95dddc535d7	['phs002504']	['/programs/phs002504']		Methylation Array	dg.4DFC/f7e5ec3f-c8a1-42d8-a419-7ba9a670c181	Controlled		Sample	9482801024_R06C01_Red.idat	8095252	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801024_R06C01_Red.idat	8dea030deb7875bafcffc5e646d976ef	9482801024_R06C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file
2463a101-f060-57b9-a92a-681a1ae6b9fe	93179673-93ee-5906-9f40-405b95541f14	['phs002504']	['/programs/phs002504']		Methylation Array	dg.4DFC/2e27dc30-eabc-4ab5-9091-cb805db67e5d	Controlled		Sample	9761749087_R01C02_Grn.idat	8095247	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R01C02_Grn.idat	7ee0a8c4078873d97eb31dea5accf8e5	9761749087_R01C02_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file
28496d95-af1f-5adf-b8f2-68493a31b914	2ec97e8f-d681-5121-aa15-02d7325f02da	['phs002504']	['/programs/phs002504']		Methylation Array	dg.4DFC/16130566-3668-4e56-a5ac-cd7cfa23e557	Controlled		Sample	9482801069_R03C01_Grn.idat	8095238	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9482801069_R03C01_Grn.idat	1392294c62bd8b87eb9da7324eb99287	9482801069_R03C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file
