library_id	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
TWGD-CPT0189650015-XBa1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05cdcfe0-4687-11ee-9c45-7bf3614b7806_TWGD-CPT0189650015-XBa1	dg.4DFC/05cdcfe0-4687-11ee-9c45-7bf3614b7806
TWGD-CPT0189650015-XBa1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05ceba9a-4687-11ee-8dfe-abb365a8498f_TWGD-CPT0189650015-XBa1	dg.4DFC/05ceba9a-4687-11ee-8dfe-abb365a8498f
TWGD-CPT0189650015-XBa1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05cee15a-4687-11ee-9448-67934bc616e0_TWGD-CPT0189650015-XBa1	dg.4DFC/05cee15a-4687-11ee-9448-67934bc616e0
TWGD-CPT0189650015-XBa1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05cf0838-4687-11ee-9114-9351edef495a_TWGD-CPT0189650015-XBa1	dg.4DFC/05cf0838-4687-11ee-9114-9351edef495a
TWCE-CPT0224600013-XBA1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05cf2dc2-4687-11ee-ae85-2f1d435dfe41_TWCE-CPT0224600013-XBA1	dg.4DFC/05cf2dc2-4687-11ee-ae85-2f1d435dfe41
TWCE-CPT0224600013-XBA1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05cf543c-4687-11ee-843c-9b9eb88fc027_TWCE-CPT0224600013-XBA1	dg.4DFC/05cf543c-4687-11ee-843c-9b9eb88fc027
TWCE-CPT0224600013-XBA1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05cf7976-4687-11ee-9df3-97c9b0759845_TWCE-CPT0224600013-XBA1	dg.4DFC/05cf7976-4687-11ee-9df3-97c9b0759845
TWGD-CPT0228220004-XBA1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05cf9fa0-4687-11ee-99bd-c3dca282c716_TWGD-CPT0228220004-XBA1	dg.4DFC/05cf9fa0-4687-11ee-99bd-c3dca282c716
TWGD-CPT0228220004-XBA1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05cfc4d0-4687-11ee-a70e-83d84f4f9625_TWGD-CPT0228220004-XBA1	dg.4DFC/05cfc4d0-4687-11ee-a70e-83d84f4f9625
TWGD-CPT0228220004-XBA1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05cfebe0-4687-11ee-8563-6f1a7aef02d1_TWGD-CPT0228220004-XBA1	dg.4DFC/05cfebe0-4687-11ee-8563-6f1a7aef02d1
TWGD-CPT00087680014-XBA1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05d01322-4687-11ee-9bf7-13e750f531a7_TWGD-CPT00087680014-XBA1	dg.4DFC/05d01322-4687-11ee-9bf7-13e750f531a7
TWGD-CPT00087680014-XBA1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05d03a96-4687-11ee-be96-473de18d559a_TWGD-CPT00087680014-XBA1	dg.4DFC/05d03a96-4687-11ee-be96-473de18d559a
TWGD-CPT00087680014-XBA1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05d0607a-4687-11ee-bff4-5bfee1222537_TWGD-CPT00087680014-XBA1	dg.4DFC/05d0607a-4687-11ee-bff4-5bfee1222537
TWHG-CPT0087730014-XBa1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05d086c2-4687-11ee-8191-fb6e5ecde36b_TWHG-CPT0087730014-XBa1	dg.4DFC/05d086c2-4687-11ee-8191-fb6e5ecde36b
TWHG-CPT0087730014-XBa1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05d0ac56-4687-11ee-ac3d-d75208f087eb_TWHG-CPT0087730014-XBa1	dg.4DFC/05d0ac56-4687-11ee-ac3d-d75208f087eb
TWHG-CPT0087730014-XBa1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05d0d280-4687-11ee-80c2-2b0de1d00bb9_TWHG-CPT0087730014-XBa1	dg.4DFC/05d0d280-4687-11ee-80c2-2b0de1d00bb9
TWHG-CPT0087730014-XBa1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05d0f882-4687-11ee-a004-ff4607ea2303_TWHG-CPT0087730014-XBa1	dg.4DFC/05d0f882-4687-11ee-a004-ff4607ea2303
TWGD-CPT0125220004-XBa1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05d11f7e-4687-11ee-b826-87e60af86700_TWGD-CPT0125220004-XBa1	dg.4DFC/05d11f7e-4687-11ee-b826-87e60af86700
TWGD-CPT0125220004-XBa1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05d14512-4687-11ee-aba4-133f26539eb2_TWGD-CPT0125220004-XBa1	dg.4DFC/05d14512-4687-11ee-aba4-133f26539eb2
TWGD-CPT0125220004-XBa1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/05d16a88-4687-11ee-8891-b790ab0bacbf_TWGD-CPT0125220004-XBa1	dg.4DFC/05d16a88-4687-11ee-8891-b790ab0bacbf
