library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	sequence_alignment_software	type	genomic_info_id	file.file_id
0DNFTV	62915068908	444857572	150.0	308.305994544282	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/9ef39bbe-9c58-45e9-bd2f-d585b5e8a97c_0DNFTV	dg.4DFC/9ef39bbe-9c58-45e9-bd2f-d585b5e8a97c
0DNFTV					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/610d6ff7-407b-43dd-b626-53dd107e49ff_0DNFTV	dg.4DFC/610d6ff7-407b-43dd-b626-53dd107e49ff
0DNFU5	165847032012	1231417782	150.0	265.723952346179	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/af291102-7b7a-48f7-8896-df01e893e0b2_0DNFU5	dg.4DFC/af291102-7b7a-48f7-8896-df01e893e0b2
0DNFU5					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/5134ceb8-6d40-4b5d-b2ba-29a08f9e33d3_0DNFU5	dg.4DFC/5134ceb8-6d40-4b5d-b2ba-29a08f9e33d3
0DNFTV					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/4822e5bc-3fcd-4f31-93e9-2412bb9a34f3_0DNFTV	dg.4DFC/4822e5bc-3fcd-4f31-93e9-2412bb9a34f3
0DNFU5					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/37e2c0c9-15c7-4631-95c7-b521aadfa6b8_0DNFU5	dg.4DFC/37e2c0c9-15c7-4631-95c7-b521aadfa6b8
0DNFTV					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/8c1e1411-c5ed-4f2c-82e3-494c2095b83f_0DNFTV	dg.4DFC/8c1e1411-c5ed-4f2c-82e3-494c2095b83f
0DNFTV					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/7e8ecaef-7859-462e-b3d4-546a6b6a82e2_0DNFTV	dg.4DFC/7e8ecaef-7859-462e-b3d4-546a6b6a82e2
0DNFU5					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/d9f660c9-9a51-441d-b58f-0b9bcf971ff2_0DNFU5	dg.4DFC/d9f660c9-9a51-441d-b58f-0b9bcf971ff2
0DNFU5					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/e7c6f030-01cb-4803-8472-08c35a09502b_0DNFU5	dg.4DFC/e7c6f030-01cb-4803-8472-08c35a09502b
0DNP4D	1057000000	7000000	151.0	140.977491961	GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq	ArcherDX	genomic_info	dg.4DFC/4c0c40bb-ed26-457a-8bab-76d9cf82bfee_0DNP4D	dg.4DFC/4c0c40bb-ed26-457a-8bab-76d9cf82bfee
0DNP4D					GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/c6e491f3-c183-44f3-8cf5-ffa2f0a3bb15_0DNP4D	dg.4DFC/c6e491f3-c183-44f3-8cf5-ffa2f0a3bb15
