type	sample.sample_id	file_name	file_type	file_description	uuid	file_size	md5sum	file_status	file_location	file_format	acl
file	GLIOMA01-i_81E2-T6-A2-J02	CGP-S02-81E2-462117FD-T6-A2-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: FFPE prepared matched normal tissue sample	e041576e-3595-5c8b-b0b3-272bc7cb6aa8	18132322540	2ad9d5a65c201812c22919eed5081a0c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S02-81E2-462117FD-T6-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_5E9A-T1-A1-J05	CGP-S03-5E9A-305F1E05-T1-A1-J05.bam	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample	912d125b-e0f1-5dea-8475-c7cb4056ef30	858045020	3db53022e1b4a59d8c99f3768b4886f7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-5E9A-305F1E05-T1-A1-J05.bam	bam	['Open']
file	GLIOMA01-i_D0EE-T1-A2-J01	CGP-S03-D0EE-DCA6AF4A-T1-A2-J01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: FFPE prepared tumor tissue sample	bcd6ffc6-ef07-5d41-a219-82c000e2e444	150288628458	ba5eac64cfaa318f744be55aab554a23	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-D0EE-DCA6AF4A-T1-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_B70F-T1-A1-J02	CGP-S03-B70F-0C6237FD-T1-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample	fb53bb43-49e2-5167-9cae-b2ef1cebcd73	18238177869	ef62a527eb86bcdaefcdce5c72abc474	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-B70F-0C6237FD-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_FC65-T6-A1-J02	CGP-S03-FC65-83D38397-T6-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared matched normal tissue sample	049b58df-fd0b-50eb-a158-cdb7fc4b6714	18388840731	a241ddd3316795b75595be3cda1f767e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-FC65-83D38397-T6-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_2C4F-T1-A1-J02	CGP-S03-2C4F-3EE05E68-T1-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample	8faad52f-9bad-56cd-ab07-0a67b03fb87b	6885485137	69f358310817d769940c7efef153164e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-2C4F-3EE05E68-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_42D9-T6-A1-J02	CGP-S04-42D9-C3828B78-T6-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared matched normal tissue sample	0a890a54-92d9-577a-b192-2595ce7621e5	20379789410	caa23acc74066f1f8febafe5d72c971f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-42D9-C3828B78-T6-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_E952-T6-A1-M01	CGP-S03-E952-6180F2A5-T6-A1-M01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: Snap Frozen prepared matched normal tissue sample	b9a58e27-191d-5c6f-ba5d-4c311b1b1e9f	162727873154	6fd2fefe33a2a4ba1e2047f96783476b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-E952-6180F2A5-T6-A1-M01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_FECA-T1-A2-J02	CGP-S01-FECA-E58504AF-T1-A2-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: FFPE prepared tumor tissue sample	41e8da5e-bf57-5003-bff8-a9c31fed6280	32697493051	21bc24aeaeec2a5bbcc88b41a3f27e4a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S01-FECA-E58504AF-T1-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_5CE5-T1-A1-J01	CGP-S04-5CE5-1654B4F1-T1-A1-J01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: Snap Frozen prepared tumor tissue sample	63796a32-71a7-58b8-be3d-2edb5fe3b3e7	140273839567	85a3969e77d821ad50a0cb4c618c1383	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-5CE5-1654B4F1-T1-A1-J01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_6E45-T1-A1-M03	STAR_S03-6E45-A1-M03u-T1_Aligned.out.bam	RNA Sequence File	RNA-seq: Snap Frozen prepared tumor tissue sample	f557bd87-b784-59a8-aafc-a37fb66071dc	7416959176	280fbc1c607ff710794cef8ce4ce2f59	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/STAR_S03-6E45-A1-M03u-T1_Aligned.out.bam	bam	['Open']
file	GLIOMA01-i_63FE-T1-A1-J02	CGP-S03-63FE-C593177F-T1-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample	97f997ae-9746-57ef-a48a-fb126ee1a4bc	23698977448	f045b4cd5b425dc2f9d731484e77685c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-63FE-C593177F-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_E952-T1-A1-J02	CGP-S03-E952-763D0F6C-T1-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample	4b5405e6-b874-5a34-8e25-44dfe83d4a06	11148800652	dfe16672b91758c039cdd7634a03e172	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-E952-763D0F6C-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_3F8C-T1-A1-J03	STAR_S04-3F8C-A1-J03u-T1_Aligned.out.bam	RNA Sequence File	RNA-seq: Snap Frozen prepared tumor tissue sample	4979d8c5-0d3d-5947-bb10-34181ec731eb	10393106971	0e1b373971cc9bfe7e68a7f990426a73	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/STAR_S04-3F8C-A1-J03u-T1_Aligned.out.bam	bam	['Open']
file	GLIOMA01-i_6B06-T1-A1-J02	CGP-S04-6B06-B626A404-T1-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample	c184f68c-70b5-511a-b3cf-56b7fd608f04	20208548124	914f8b8d938be3a60dd057727160f9a4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-6B06-B626A404-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_D7EC-T6-A2-J01	CGP-S01-D7EC-849CAB94-T6-A2-J01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: FFPE prepared matched normal tissue sample	49d73ca8-a230-5099-967a-fe38809abcda	177100638273	2df03d8a937f73cf74fe766dde9b6b36	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S01-D7EC-849CAB94-T6-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_2C25-T1-A2-J02	CGP-S02-2C25-98F919E2-T1-A2-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: FFPE prepared tumor tissue sample	1f7ecedb-73f2-524c-b06a-5757875298c3	23408462344	2103e043f4704870127f58461f67024f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S02-2C25-98F919E2-T1-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_C04D-T1-A1-M01	CGP-S03-C04D-E5F12B05-T1-A1-M01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: Snap Frozen prepared tumor tissue sample	6a1b1150-de77-568c-a1d3-e3fa614771f6	143146421793	f15c3b732690271e95972e8130ec693a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-C04D-E5F12B05-T1-A1-M01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_D756-T1-A1-J05	CGP-S04-D756-E20ABBDA-T1-A1-J05.bam	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample	4df62b21-8f77-5abc-a183-353e25b58bfe	1107497610	d3429351331a2a069cae21d7144d21b2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-D756-E20ABBDA-T1-A1-J05.bam	bam	['Open']
file	GLIOMA01-i_6B06-T1-A1-J01	CGP-S04-6B06-B626A404-T1-A1-J01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: Snap Frozen prepared tumor tissue sample	707cce85-ec2a-56c2-957a-9ea7083db81f	139496736055	98466b2ddaab7773eb224149fbaeb853	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-6B06-B626A404-T1-A1-J01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_FC65-T1-A2-J02	CGP-S03-FC65-4EE052E6-T1-A2-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: FFPE prepared tumor tissue sample	35c557f4-a5ca-5147-86f8-ae08522c1aa2	15629075373	76dc6c0cc1b6c1a388cd3452e472fab6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-FC65-4EE052E6-T1-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_E7AB-T6-A2-J05	CGP-S03-E7AB-A354D732-T6-A2-J05.bam	DNA Methylation Analysis File	RRBS: FFPE prepared matched normal tissue sample	9ca10ddb-731c-5cb5-9121-de4334b3e214	453760268	51d9031c0b1ce46a245d294c990f31ef	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-E7AB-A354D732-T6-A2-J05.bam	bam	['Open']
file	GLIOMA01-i_5CE5-T1-A1-J03	STAR_S04-5CE5-A1-J03u-T1_Aligned.out.bam	RNA Sequence File	RNA-seq: Snap Frozen prepared tumor tissue sample	264ec15d-620d-5d59-9af8-2f28867d2439	10583353564	f947d794482d04b1e8d05f08a6ce8e3b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/STAR_S04-5CE5-A1-J03u-T1_Aligned.out.bam	bam	['Open']
file	GLIOMA01-i_6D02-T1-A2-J01	CGP-S01-6D02-6221563F-T1-A2-J01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: FFPE prepared tumor tissue sample	076572fd-b5c8-547d-b51b-5832a7b945ba	155642001200	c5db5f63b944746e6dad9ee436fb0eb9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S01-6D02-6221563F-T1-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_6D5C-T6-A2-J01	CGP-S03-6D5C-FABF41BE-T6-A2-J01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: FFPE prepared matched normal tissue sample	a7d94564-3562-521a-a336-c81809aafe81	148198287961	5b933479a653d602f7a317dba1dc02b5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-6D5C-FABF41BE-T6-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_3688-T1-A1-J05	CGP-S03-3688-C036E957-T1-A1-J05.bam	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample	fcc7320f-6d80-5b8f-bb1e-81cc3d9734bd	1268815869	4ca3ea4ee30f80592683ca56b9b26c68	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-3688-C036E957-T1-A1-J05.bam	bam	['Open']
file	GLIOMA01-i_22C7-T1-A1-J03	STAR_S04-22C7-A1-J03u-T1_Aligned.out.bam	RNA Sequence File	RNA-seq: Snap Frozen prepared tumor tissue sample	3a862600-eb2d-5bff-a316-58852db4006b	15980374588	bc499460ed566e2e35bef36dd1966397	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/STAR_S04-22C7-A1-J03u-T1_Aligned.out.bam	bam	['Open']
file	GLIOMA01-i_750B-T6-A1-J02	CGP-S03-750B-98E17492-T6-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared matched normal tissue sample	b0bbb75c-4fd0-5428-9a46-0a09a5883410	17803590245	bb1ac1db2d3d674dcc1f9cad821afddb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-750B-98E17492-T6-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_6454-T6-A2-J01	CGP-S03-6454-16FE1024-T6-A2-J01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: FFPE prepared matched normal tissue sample	23e71b1b-d91b-56ac-96a6-a1fe9b8191e6	155014777316	55822411d22125922a645903da9b141d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-6454-16FE1024-T6-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_2C4F-T1-A1-M01	CGP-S03-2C4F-3EE05E68-T1-A1-M01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: Snap Frozen prepared tumor tissue sample	bb8a7818-09da-5a08-9bcd-c57d77789b26	151551595365	a6ec0af7b0582e13b6144507a5abf89a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-2C4F-3EE05E68-T1-A1-M01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_5CE5-T6-A1-J02	CGP-S04-5CE5-4F495E23-T6-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared matched normal tissue sample	e2c0566a-14fc-51c7-a170-7fea08f7a575	23254917959	681d0af390420b6a58df0bedc492f417	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-5CE5-4F495E23-T6-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_03A6-T1-A1-M01	CGP-S03-03A6-10D91B9A-T1-A1-M01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: Snap Frozen prepared tumor tissue sample	1edf8505-9cca-5a7c-9909-cb79adb435cd	161306424258	124ecea9e470c2dd561b8f1198b745dc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-03A6-10D91B9A-T1-A1-M01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_B2DC-T6-A2-J02	CGP-S01-B2DC-1C48BAD4-T6-A2-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: FFPE prepared matched normal tissue sample	ace40eb5-a1e6-5d19-8f9a-9ae454c6e415	22584132880	ee94c12db5320b95f6ca2bdc9ff81e3c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S01-B2DC-1C48BAD4-T6-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_DCD0-T6-A2-J01	CGP-S01-DCD0-2F7F224E-T6-A2-J01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: FFPE prepared matched normal tissue sample	dedd9307-4b15-5115-8312-597c7f3c529d	157457228118	04312ac0374edc22a30d2468a5a2c405	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S01-DCD0-2F7F224E-T6-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_0FF0-T1-A1-J03	STAR_S04-0FF0-A1-J03u-T1_Aligned.out.bam	RNA Sequence File	RNA-seq: Snap Frozen prepared tumor tissue sample	c2239511-0c57-55e9-afd9-1616e8c00689	15215054700	dafde1a036fb9756b2e58745810a1c29	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/STAR_S04-0FF0-A1-J03u-T1_Aligned.out.bam	bam	['Open']
file	GLIOMA01-i_0FF0-T6-A1-J01	CGP-S04-0FF0-05BC68F3-T6-A1-J01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: Snap Frozen prepared matched normal tissue sample	4220cdb7-9b94-51f5-9fa0-d5322930e2ed	115459950569	6014aabb36d54de76223981c5eadaa3c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-0FF0-05BC68F3-T6-A1-J01.aln.dup.realn.recal.rp.bam	bam	['Open']
