type	cytogenomic_file_id	file_name	data_category	file_type	file_description	file_size	md5sum	file_mapping_level	file_access	acl	authz	file_url	dcf_indexd_guid	cytogenomic_platform	crdc_id	id	sample.id
cytogenomic_file	6919-RBL-0056.pdx.samp_6919-RBL-0056.BAF.PCFed.txt	6919-RBL-0056.BAF.PCFed.txt	Copy Number Variation	txt	Allele-Specific Piecewise Constant Fitting (ASPCF) corrected B allele frequency (BAF)	1422883	9db7b25e6ae3b1ed7da8fa83ee368452	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/6919-RBL-0056.BAF.PCFed.txt	dg.4DFC/acb863cb-bf52-44fd-979e-2fa3dd049b47	Illumina iScan		007113ba-9a25-54ba-9b6a-ea014d395c66	5e29634f-62c9-5da8-aab8-be6893adbbde
cytogenomic_file	6919-RBL-0066.pdx.samp_6919-RBL-0066.segments_raw.txt	6919-RBL-0066.segments_raw.txt	Copy Number Variation	txt	ASCAT CNV segments files containing the copy number segments of each sample without any rounding applied	3955	6e65b5f7c9ca53b4f6e6c487ce4127d0	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/6919-RBL-0066.segments_raw.txt	dg.4DFC/fefb6c32-4485-4ddb-bcc4-a2dcb6fae7a5	Illumina iScan		008c36e2-74c6-52c0-befd-f336d18dfd40	2b6fb1be-3d28-5125-9d05-bebce7e45af1
cytogenomic_file	6919-RBL-0064.pdx.samp_After_correction_6919-RBL-0064.tumour.png	After_correction_6919-RBL-0064.tumour.png	Copy Number Variation	png	Plot showing BAF and LogR post correction for logR of the tumour sample with genomic GC content, replication timing used	753078	c383f33458cf7d6c9434b043d9a593c8	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/After_correction_6919-RBL-0064.tumour.png	dg.4DFC/8dca791a-19ca-444d-8fed-f01dc183d962	Illumina iScan		0099c97f-b0ff-55f9-866f-e4cc96b62250	8dcaab71-5105-5f0e-9c0c-e98f2decc859
cytogenomic_file	6919-RBL-0075.pdx.samp_bcftools_convert_filtered.LRR	bcftools_convert_filtered.LRR	Copy Number Variation	txt	Raw LogR ratio file with failed samples removed	118231564	992decf4a15a7f32ef20c6e4b34cc66b	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/bcftools_convert_filtered.LRR	dg.4DFC/87c3b803-6fc2-429e-aebb-cf74907e8386	Illumina iScan		00d1f91d-87cd-5f13-a4f9-cd37ffa0d3f8	a29c390e-3d56-5337-8e7c-f0bbea58dc2c
cytogenomic_file	6919-RBL-0044.pdx.samp_6919-RBL-0044_segmentsgenomeplot.copydiffploidy.png	6919-RBL-0044_segmentsgenomeplot.copydiffploidy.png	Copy Number Variation	png	Plot showing ASCAT CNV profile showing copy change from ploidy and regions of loss of heterozygosity	44335	42ede40ed5897cf71d4f6521866c544c	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/6919-RBL-0044_segmentsgenomeplot.copydiffploidy.png	dg.4DFC/497a60bf-c068-4741-af84-57948725c919	Illumina iScan		00f75c7e-8b88-5021-945b-9ebac0fb9aa6	c5526858-430b-55eb-89f9-8d4389bf08f8
cytogenomic_file	6919-RBL-0079.pdx.samp_tumorSep6919-RBL-0079.png	tumorSep6919-RBL-0079.png	Copy Number Variation	png	Plot showing tumor separated BAF	376850	fa14684754b72e0e863d8e9ad4c14f68	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/tumorSep6919-RBL-0079.png	dg.4DFC/8d5e2de9-6cb9-4882-8a67-9098cdf02dc8	Illumina iScan		01c5b46e-d5f4-50ea-935a-2d6411970784	a409d91c-0185-5021-9597-f9f23b93ccd5
cytogenomic_file	6919-RBL-0070.pdx.samp_Before_correction_6919-RBL-0070.tumour.png	Before_correction_6919-RBL-0070.tumour.png	Copy Number Variation	png	Plot showing BAF and LogR pre correction for logR of the tumour sample with genomic GC content, replication timing used	728442	e0929256636b1b369c186603d39979e3	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/Before_correction_6919-RBL-0070.tumour.png	dg.4DFC/67df986f-3edd-4361-9348-20ae7fa7eb1e	Illumina iScan		02007132-53e3-54c5-84f1-59271fa750ae	e03309bf-1330-53b7-9d5a-ac6e91b12f16
cytogenomic_file	6919-RBL-0059.pdx.samp_ASCAT.nonaberrantarrays.txt	ASCAT.nonaberrantarrays.txt	Copy Number Variation	txt	Non aberrant array information	252	56361c5ccb99d8d1b99c10b0a36a6554	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/ASCAT.nonaberrantarrays.txt	dg.4DFC/d5f679a2-2411-4dd3-8a22-e8205c1826cf	Illumina iScan		033ce04e-dd55-50df-9966-8e6ebce890d6	2afbc87c-6c1c-5bfe-8ded-0d80438452e0
cytogenomic_file	6919-RBL-0056.pdx.samp_ASCAT_objects.Rdata	ASCAT_objects.Rdata	Copy Number Variation	rdata	R data object with all data and results from ASCAT	199822657	5bdfb88487ad937468b34e77baa1577a	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/ASCAT_objects.Rdata	dg.4DFC/beffa03b-8bed-4c29-a1b7-911e284d30bc	Illumina iScan		035667de-2983-5703-bec8-bd0a251c9495	5e29634f-62c9-5da8-aab8-be6893adbbde
cytogenomic_file	6919-RBL-0078.pdx.samp_6919-RBL-0078.ASPCF.png	6919-RBL-0078.ASPCF.png	Copy Number Variation	png	Plot showing B allele frequency and LogR ratior following Allele-Specific Piecewise Constant Fitting (ASPCF) correction	459373	786ec9eb2fc26a06d151edeeb0b07a62	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/6919-RBL-0078.ASPCF.png	dg.4DFC/2602a8a8-d5a4-4ded-af8e-964bec245412	Illumina iScan		035f317d-5e7b-5b0c-8bc9-6f26cee3cebf	bb9fdfc7-346d-5450-9709-fc4fae0bd018
cytogenomic_file	6919-RBL-0057.pdx.samp_6919-RBL-0057.ploidy.txt	6919-RBL-0057.ploidy.txt	Copy Number Variation	txt	ASCAT inferred sample ploidy	17	d440ca0d9fe34d511278a1310605634d	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/6919-RBL-0057.ploidy.txt	dg.4DFC/fc810989-261b-4fee-8fab-948f889476f5	Illumina iScan		039d3f82-8b1d-5ecb-bebb-b16533f411fc	bd97836e-8092-5415-82cc-605ba9e62797
cytogenomic_file	6919-RBL-0062.pdx.samp_6919-RBL-0062.ASCATprofile.png	6919-RBL-0062.ASCATprofile.png	Copy Number Variation	png	Plot showing ASCAT CNV profile. Containins the allele-specific copy-number of all assayed loci (copy-number on the Y-axis vs. the genomic location on the X-axis; for illustrative purposes only, both lines are slightly shifted such that they do not overlap; only probes heterozygous in the germline are shown). These ASCAT profiles allow accurate derivation of gains (which can be further subdivided into, e.g., duplications, triplications, and amplifications), losses (of one or more copies), copy-number-neutral events, and LOH.	58005	2cb0b52b8d9afe8dd5630c26183e1fc1	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/6919-RBL-0062.ASCATprofile.png	dg.4DFC/62e5a3ee-2997-457a-af20-2208d141d723	Illumina iScan		03a01187-8da2-5455-9547-5a46c35f9567	2453e941-567a-5112-969a-fafa2bad0480
cytogenomic_file	6919-RBL-0042.pdx.samp_tumorSep6919-RBL-0042.png	tumorSep6919-RBL-0042.png	Copy Number Variation	png	Plot showing tumor separated BAF	408208	db8520db6cf51e458301ea2dc45cc597	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/tumorSep6919-RBL-0042.png	dg.4DFC/27a9581b-b3ca-44a7-8a8c-b741e6bd9c5b	Illumina iScan		03b1c8ca-6634-51c2-a982-84346fddf635	f1d8a560-d011-5a9b-82a2-9ce235456a70
cytogenomic_file	6919-RBL-0067.pdx.samp_6919-RBL-0067.ASCATprofile.png	6919-RBL-0067.ASCATprofile.png	Copy Number Variation	png	Plot showing ASCAT CNV profile. Containins the allele-specific copy-number of all assayed loci (copy-number on the Y-axis vs. the genomic location on the X-axis; for illustrative purposes only, both lines are slightly shifted such that they do not overlap; only probes heterozygous in the germline are shown). These ASCAT profiles allow accurate derivation of gains (which can be further subdivided into, e.g., duplications, triplications, and amplifications), losses (of one or more copies), copy-number-neutral events, and LOH.	59646	fadbc6eabad45417bfafe0cff0bf5720	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/6919-RBL-0067.ASCATprofile.png	dg.4DFC/88c1ae30-0722-4eb5-81c7-1bb4de3bbafd	Illumina iScan		03d646d9-d919-557b-9f9a-4963c651c889	ea8a2862-e6c6-58bd-b802-27c82b7e6263
cytogenomic_file	6919-RBL-0051.pdx.samp_6919-RBL-0051.aberrantcellfraction.txt	6919-RBL-0051.aberrantcellfraction.txt	Copy Number Variation	txt	ASCAT inferred sample aberrant cell fraction	2	b026324c6904b2a9cb4b88d6d61c81d1	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/6919-RBL-0051.aberrantcellfraction.txt	dg.4DFC/88e4248d-42dd-4891-81e3-3f8adcc8d4de	Illumina iScan		03de1cf1-f3ee-56e5-8bf0-5cd3e6939fd1	9a87967f-4ddb-5cb6-ae18-d1ec173596f7
cytogenomic_file	6919-RBL-0063.pdx.samp_6919-RBL-0063.rawprofile.png	6919-RBL-0063.rawprofile.png	Copy Number Variation	png	Plot showing raw ASCAT CNV profile	61255	a37332a0c3f3d92d049825fd7c26ffff	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/6919-RBL-0063.rawprofile.png	dg.4DFC/a5409026-1246-4687-adc8-e9b7de537d49	Illumina iScan		03e1a5d6-3a7d-5365-8cdc-e1e27e7bbb95	57ed2105-4661-539d-97ff-0814756648a4
cytogenomic_file	6919-RBL-0051.pdx.samp_6919-RBL-0051.ploidy.txt	6919-RBL-0051.ploidy.txt	Copy Number Variation	txt	ASCAT inferred sample ploidy	16	ea1dc4d8a4587e19abd196270ee063c1	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/6919-RBL-0051.ploidy.txt	dg.4DFC/cdf1ea30-9016-4d1d-a1c7-e01faf9ec806	Illumina iScan		049e365e-61fb-596c-8db8-383ba8cff06d	9a87967f-4ddb-5cb6-ae18-d1ec173596f7
cytogenomic_file	6919-RBL-0047.pdx.samp_ASCAT_objects.Rdata	ASCAT_objects.Rdata	Copy Number Variation	rdata	R data object with all data and results from ASCAT	199822657	5bdfb88487ad937468b34e77baa1577a	Sample	Controlled	['phs003164']	['/programs/phs003164']	s3://cds-474-phs003164-pivot-ccia/cci/jax_lab_files/cnvarray/ASCAT_objects.Rdata	dg.4DFC/beffa03b-8bed-4c29-a1b7-911e284d30bc	Illumina iScan		04ede989-7479-5539-b888-b5a8adab95b6	464eb406-f4f1-5778-8ffd-df4bc5e3cd1b
