type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	acl	case.case_id	study.clinical_study_designation	sample.sample_id	diagnosis.diagnosis_record_id	file_type	file_description
file	OSA04-A-Tumor_1_SL325656.fastq.gz	8ab9a022-abab-5ffa-9b9d-c95b5b71a94f	1216661403	82daa0767e9a8108a506564473c8a641	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-A-Tumor_1_SL325656.fastq.gz	gz	['Open']			OSA04-A-Tumor		RNA Sequence File	Raw RNA sequence file for OSA04-A-Tumor (read 1)
file	OSA04-A-Tumor_2_SL325656.fastq.gz	8ee10715-3d3e-5384-bcfa-8739e9c20c51	1255901573	8b92473d76712d8324d742dd8821d9cb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-A-Tumor_2_SL325656.fastq.gz	gz	['Open']			OSA04-A-Tumor		RNA Sequence File	Raw RNA sequence file for OSA04-A-Tumor (read 2)
file	OSA04-A-Normal_1_SL325661.fastq.gz	821dfe10-18c6-5fba-be30-05c238f16555	1503367906	7b99d452e5253515ec262951252d521b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-A-Normal_1_SL325661.fastq.gz	gz	['Open']			OSA04-A-Normal		RNA Sequence File	Raw RNA sequence file for OSA04-A-Normal (read 1)
file	OSA04-A-Normal_2_SL325661.fastq.gz	ec650de0-6a73-57e3-866f-506e628ef4a8	1532670272	59e76cd8e20aaaf59e39d3648d74288c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-A-Normal_2_SL325661.fastq.gz	gz	['Open']			OSA04-A-Normal		RNA Sequence File	Raw RNA sequence file for OSA04-A-Normal (read 2)
file	OSA04-B-Tumor_1_SL325657.fastq.gz	545b4bb6-3b94-5719-a4c5-87114fa0365b	1586721511	4dc01670e54a07059278a6399c32f453	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-B-Tumor_1_SL325657.fastq.gz	gz	['Open']			OSA04-B-Tumor		RNA Sequence File	Raw RNA sequence file for OSA04-B-Tumor (read 1)
file	OSA04-B-Tumor_2_SL325657.fastq.gz	028e4f60-8216-5962-a5cf-097ecc9320be	1638826757	0999f4658148337a392d135d28a34b50	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-B-Tumor_2_SL325657.fastq.gz	gz	['Open']			OSA04-B-Tumor		RNA Sequence File	Raw RNA sequence file for OSA04-B-Tumor (read 2)
file	OSA04-B-Normal_1_SL325662.fastq.gz	e34db11e-2a35-5a7e-a99f-b80e650be9a1	1519660041	6e4d35136a3e6f12da147733fae14805	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-B-Normal_1_SL325662.fastq.gz	gz	['Open']			OSA04-B-Normal		RNA Sequence File	Raw RNA sequence file for OSA04-B-Normal (read 1)
file	OSA04-B-Normal_2_SL325662.fastq.gz	69b3ab15-689c-5b9c-b8fa-5c30e4f6854a	1562607850	affd31285be97e755aeebc7430149bd3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-B-Normal_2_SL325662.fastq.gz	gz	['Open']			OSA04-B-Normal		RNA Sequence File	Raw RNA sequence file for OSA04-B-Normal (read 2)
file	OSA04-C-Tumor_1_SL325658.fastq.gz	bc24145a-28c2-57e4-95ef-3117bba2f4dc	1003601064	55adc4436e2a2847a8ce912389636784	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-C-Tumor_1_SL325658.fastq.gz	gz	['Open']			OSA04-C-Tumor		RNA Sequence File	Raw RNA sequence file for OSA04-C-Tumor (read 1)
file	OSA04-C-Tumor_2_SL325658.fastq.gz	9f99e37e-115d-5083-a62d-ffb00e32af6a	1033192113	e62ea774d3ac566ff378891926f307a1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-C-Tumor_2_SL325658.fastq.gz	gz	['Open']			OSA04-C-Tumor		RNA Sequence File	Raw RNA sequence file for OSA04-C-Tumor (read 2)
file	OSA04-C-Normal_1_SL325663.fastq.gz	7fda259b-34e8-53bf-ba43-648d84fb7728	1554290671	3773570401caf42da49fbde810dced06	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-C-Normal_1_SL325663.fastq.gz	gz	['Open']			OSA04-C-Normal		RNA Sequence File	Raw RNA sequence file for OSA04-C-Normal (read 1)
file	OSA04-C-Normal_2_SL325663.fastq.gz	377552c8-4761-5af5-9449-e4f69873bc6f	1603266107	e2bdcbe86f96a11d713f7df7eda61e35	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-C-Normal_2_SL325663.fastq.gz	gz	['Open']			OSA04-C-Normal		RNA Sequence File	Raw RNA sequence file for OSA04-C-Normal (read 2)
file	OSA04-D-Tumor_1_SL325659.fastq.gz	3e469a3e-2f38-570d-aa0b-f146ae8dcd7a	1365694457	a5834dcbc69512288b8be13594d0846d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-D-Tumor_1_SL325659.fastq.gz	gz	['Open']			OSA04-D-Tumor		RNA Sequence File	Raw RNA sequence file for OSA04-D-Tumor (read 1)
file	OSA04-D-Tumor_2_SL325659.fastq.gz	f9e51e9b-8622-5d45-8e52-ac2b3e5c2149	1406005367	6743c1d3a9d4478485f5971ac36ee1d7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-D-Tumor_2_SL325659.fastq.gz	gz	['Open']			OSA04-D-Tumor		RNA Sequence File	Raw RNA sequence file for OSA04-D-Tumor (read 2)
