type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	sample.sample_id	file_type	file_description
file	010072_0103_sorted.bam	76deac0b-fbfc-5acc-a975-923415c4f804	19860107989	84ab92ab02f543f0b6ae187050e5ac35	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010072_0103_sorted.bam	bam	NCATS-COP01-CCB010072 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	010072_0103_sorted.bam.bai	fbdf9e04-3656-55b4-9b56-e988e89cc0a4	4597608	d564f90b93c2d3190609e1473e3cf97a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010072_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010072 0103	Index File	tumor sample binary alignment file indexing 
file	010091_0103_sorted.bam	672aead1-95b3-5f31-9e8c-441d8f6d5708	18765109011	171a1b3124cdf7278e50c459d064c3e0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010091_0103_sorted.bam	bam	NCATS-COP01-CCB010091 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	010091_0103_sorted.bam.bai	2aabbd36-b132-57c3-b095-a00f1b87bce8	4643144	6858322e8414f4be3242edaa9b5f8b86	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010091_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010091 0103	Index File	tumor sample binary alignment file indexing 
file	020018_0103_sorted.bam	8f7d04c4-6b35-5da4-b1cf-8f34cb7cbcb6	19379944416	f0201ee9bb713d9227b2bb4fc9d058d8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020018_0103_sorted.bam	bam	NCATS-COP01-CCB020018 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	020018_0103_sorted.bam.bai	2468a2b2-42c0-5b96-9c62-95ef2f51c766	4632240	2f3a02697cff15c6fa8d9c21e7b8cda1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020018_0103_sorted.bam.bai	bai	NCATS-COP01-CCB020018 0103	Index File	tumor sample binary alignment file indexing 
file	020026_0103_sorted.bam	2c3c5e5a-1613-59b3-a0d6-3a8185c1bb5d	17393044562	a2223bcaffafc558938d78bb78b6d84b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020026_0103_sorted.bam	bam	NCATS-COP01-CCB020026 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	020026_0103_sorted.bam.bai	877a7f7c-e5e0-5602-8386-e93b99d4be87	4246936	f84e8d9ee406d9ea0fbb93eaeb863540	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020026_0103_sorted.bam.bai	bai	NCATS-COP01-CCB020026 0103	Index File	tumor sample binary alignment file indexing 
file	020027_0103_sorted.bam	da57adc9-5d17-5620-bd57-224f2a74db63	17690943013	31cf6e4435e65bb27550a97754d941e2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020027_0103_sorted.bam	bam	NCATS-COP01-CCB020027 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	020027_0103_sorted.bam.bai	40178888-20eb-538c-85b1-a8572a01af41	4185736	9a0da0bc2d24cbd94e4bc12ceee8d698	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020027_0103_sorted.bam.bai	bai	NCATS-COP01-CCB020027 0103	Index File	tumor sample binary alignment file indexing 
file	030035_0103_sorted.bam	813e9d44-144d-548a-b7ea-a892a34358f4	16326199709	9ca65d13194df081ffb61888c58b36e7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030035_0103_sorted.bam	bam	NCATS-COP01-CCB030035 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	030035_0103_sorted.bam.bai	a20da58b-b2d3-5aa8-84c7-9cf94d3b6562	4236848	220b3e30dd0af3e823689b7c75628a1d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030035_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030035 0103	Index File	tumor sample binary alignment file indexing 
file	030064_0103_sorted.bam	41c3f1e7-ee0c-592a-ab9b-51bd94810108	18382122379	25b77021e6a7ff84d98037fbfa5e3932	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030064_0103_sorted.bam	bam	NCATS-COP01-CCB030064 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	030064_0103_sorted.bam.bai	e08c2930-b284-5dda-9db5-2b45e04a35b1	4788600	a4b5c178162a2399e3eb157ad46e2c2e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030064_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030064 0103	Index File	tumor sample binary alignment file indexing 
file	030077_0103_sorted.bam	0bdc9ee3-2ae7-577b-b4d4-04ae5453cb5a	21019522323	2547a7f27a82deff5ec5b7f39defd489	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030077_0103_sorted.bam	bam	NCATS-COP01-CCB030077 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
