type	sequencing_file_id	file_name	data_category	file_type	file_description	file_size	md5sum	file_mapping_level	file_access	acl	authz	file_url	dcf_indexd_guid	checksum_algorithm	checksum_value	library_id	library_selection	library_strategy	library_layout	library_source_material	library_source_molecule	number_of_bp	number_of_reads	design_description	platform	instrument_model	avg_read_length	coverage	reference_genome_assembly	custom_assembly_fasta_file_for_alignment	sequence_alignment_software	cDNA_read	cDNA_read_size	cDNA_read_offset	cell_barcode_offset	cell_barcode_read	cell_barcode_size	single_cell_entity	dissociation_method	end_bias	total_number_of_input_cells	library_construction_method	library_strand	protocols_link	reverse_transcription_primer	spike_in	UMI_barcode_offset	UMI_barcode_read	UMI_barcode_size	crdc_id	id	sample.id
sequencing_file	HD_2153_CD34_scATAC_S2_L002_R1_001.fastq.gz	HD_2153_CD34_scATAC_S2_L002_R1_001.fastq.gz	Sequencing	fastq		1999621569	afb03736876322a29b1ffedbbf193046	Sample	Controlled	['phs002371']	['/programs/phs002371']	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2153_CD34_scATAC/HD_2153_CD34_scATAC_S2_L002_R1_001.fastq.gz	dg.4DFC/c5829140-4cb3-11ee-93ee-4b819774ab0e			Not Available	Unspecified	ATAC-seq	Not Applicable	Single-cells	Genomic			Not Available	Illumina	Illumina NovaSeq 6000																									00dd1c5c-9fd3-50ae-a7ba-f9dbb126f3f9	95fe35ad-228b-522f-9e96-75ec93b20f67
sequencing_file	MLL_PAYKGI_scRNA_S1_L001_R2_001.fastq.gz	MLL_PAYKGI_scRNA_S1_L001_R2_001.fastq.gz	Sequencing	fastq		10302574695	697e5a6dc448308416e9e3af280736dd	Sample	Controlled	['phs002371']	['/programs/phs002371']	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYKGI_scRNA/MLL_PAYKGI_scRNA_S1_L001_R2_001.fastq.gz	dg.4DFC/c5a4137e-4cb3-11ee-9ec5-db4f0b772496			Not Available	Unspecified	RNA-Seq	Not Applicable	Single-cells	Transcriptomic			Not Available	Illumina	Illumina NovaSeq 6000																									00e81e8b-cb11-522e-8fa2-a0927e3bc811	46805c80-44bc-593f-8508-55e8b12d5591
sequencing_file	Other_1979_scATAC_S1_L002_R1_001.fastq.gz	Other_1979_scATAC_S1_L002_R1_001.fastq.gz	Sequencing	fastq		5456119330	db8e14608ebfb880129474f93ad9f67d	Sample	Controlled	['phs002371']	['/programs/phs002371']	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/Other_1979_scATAC/Other_1979_scATAC_S1_L002_R1_001.fastq.gz	dg.4DFC/c597da78-4cb3-11ee-8543-87b2458c0745			Not Available	Unspecified	ATAC-seq	Not Applicable	Single-cells	Genomic			Not Available	Illumina	Illumina NovaSeq 6000																									01c58104-060a-5003-95e8-673e87d160c6	29993a2f-2cbe-52e2-80e8-091746cb3a22
sequencing_file	MLL_PAYWKL_scATAC_S1_L002_R2_001.fastq.gz	MLL_PAYWKL_scATAC_S1_L002_R2_001.fastq.gz	Sequencing	fastq		3051507744	38927dc7cc3d580dac86aebd55bb338c	Sample	Controlled	['phs002371']	['/programs/phs002371']	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYWKL_scATAC/MLL_PAYWKL_scATAC_S1_L002_R2_001.fastq.gz	dg.4DFC/c58e9a94-4cb3-11ee-9cd6-ab7b05638021			Not Available	Unspecified	ATAC-seq	Not Applicable	Single-cells	Genomic			Not Available	Illumina	Illumina NovaSeq 6000																									0212a88f-6762-52d8-a530-09e55703e8ef	52770d2b-f43f-55bf-9a3b-46a1d4271826
sequencing_file	MLL_PAYWJZ_scATAC_S2_L002_R1_001.fastq.gz	MLL_PAYWJZ_scATAC_S2_L002_R1_001.fastq.gz	Sequencing	fastq		6257831469	4c04465d96f541164cf2e1f40f6c567e	Sample	Controlled	['phs002371']	['/programs/phs002371']	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYWJZ_scATAC/MLL_PAYWJZ_scATAC_S2_L002_R1_001.fastq.gz	dg.4DFC/c58d96bc-4cb3-11ee-a734-6bdf55b22e4d			Not Available	Unspecified	ATAC-seq	Not Applicable	Single-cells	Genomic			Not Available	Illumina	Illumina NovaSeq 6000																									0288b4fd-80c3-5a8c-8c2c-7374022ed071	b7f6216c-b603-5561-8d5f-55896601d5e3
sequencing_file	HD_2689_LinCD38CD34_scATAC_S8_L002_R1_001.fastq.gz	HD_2689_LinCD38CD34_scATAC_S8_L002_R1_001.fastq.gz	Sequencing	fastq		1579958705	51510e866cc4af01ea1d3c13729e96df	Sample	Controlled	['phs002371']	['/programs/phs002371']	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2689_LinCD38CD34_scATAC/HD_2689_LinCD38CD34_scATAC_S8_L002_R1_001.fastq.gz	dg.4DFC/c585f47a-4cb3-11ee-bf34-eb7fa09f133f			Not Available	Unspecified	ATAC-seq	Not Applicable	Single-cells	Genomic			Not Available	Illumina	Illumina NovaSeq 6000																									0369ad13-fba3-52fe-b7dc-3de01df0e4f8	e566267d-8fc8-567b-b9c2-38679980a755
sequencing_file	HD_2689_Live_scATAC_S6_L002_R1_001.fastq.gz	HD_2689_Live_scATAC_S6_L002_R1_001.fastq.gz	Sequencing	fastq		5055479646	093a4ddc74277f521435f634090fb587	Sample	Controlled	['phs002371']	['/programs/phs002371']	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2689_Live_scATAC/HD_2689_Live_scATAC_S6_L002_R1_001.fastq.gz	dg.4DFC/c586ce86-4cb3-11ee-90e3-4794222e7b44			Not Available	Unspecified	ATAC-seq	Not Applicable	Single-cells	Genomic			Not Available	Illumina	Illumina NovaSeq 6000																									06ee826d-9ca3-597e-a530-7bacf8258855	e566267d-8fc8-567b-b9c2-38679980a755
sequencing_file	Other_2639_scATAC_S9_L001_R1_001.fastq.gz	Other_2639_scATAC_S9_L001_R1_001.fastq.gz	Sequencing	fastq		5874421274	39c703024ed2607c130849337ca7a588	Sample	Controlled	['phs002371']	['/programs/phs002371']	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/Other_2639_scATAC/Other_2639_scATAC_S9_L001_R1_001.fastq.gz	dg.4DFC/c59f06d6-4cb3-11ee-97a1-2fc55e26d39a			Not Available	Unspecified	ATAC-seq	Not Applicable	Single-cells	Genomic			Not Available	Illumina	Illumina NovaSeq 6000																									06f03bce-d4d7-5e34-865a-5f4f9e30daf6	7b478169-8188-5094-9f33-a0f07508cc09
sequencing_file	MLL_PAZGKI_scATAC_S3_L001_R1_001.fastq.gz	MLL_PAZGKI_scATAC_S3_L001_R1_001.fastq.gz	Sequencing	fastq		7757870051	dd36a2ea8afd6dccd61bfe0ca8aa3377	Sample	Controlled	['phs002371']	['/programs/phs002371']	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAZGKI_scATAC/MLL_PAZGKI_scATAC_S3_L001_R1_001.fastq.gz	dg.4DFC/c596982a-4cb3-11ee-84c2-2f8a689c142f			Not Available	Unspecified	ATAC-seq	Not Applicable	Single-cells	Genomic			Not Available	Illumina	Illumina NovaSeq 6000																									07b12c6b-220b-55c1-a612-8529f5cf35ce	0c52d86e-16a3-5b90-8f2f-0dcdc4569b17
sequencing_file	Other_2639_scATAC_S9_L002_R2_001.fastq.gz	Other_2639_scATAC_S9_L002_R2_001.fastq.gz	Sequencing	fastq		3148059416	adcd9fb39f6a9988008e1d923525872b	Sample	Controlled	['phs002371']	['/programs/phs002371']	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/Other_2639_scATAC/Other_2639_scATAC_S9_L002_R2_001.fastq.gz	dg.4DFC/c59f9916-4cb3-11ee-847d-6f688b74f294			Not Available	Unspecified	ATAC-seq	Not Applicable	Single-cells	Genomic			Not Available	Illumina	Illumina NovaSeq 6000																									09a6974e-d917-5d00-b4c7-cc57727e65e1	7b478169-8188-5094-9f33-a0f07508cc09
