GUID	md5	size	acl	url
dg.4DFC/ad9c0b32-f985-57a2-be5b-c364edca368e	46555f2e4d0e230a12b896234a56cdbf	131423.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-001-Buster-Pathology.pdf
dg.4DFC/be0a87f4-0d79-56fe-8caa-482d84506566	7eafd96098b5fb896d96617dca4c8387	75966.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-002-Morgan-Pathology.pdf
dg.4DFC/22d8a4bf-b40c-5a68-9305-a6f476ff74f7	0d8e58c87cbdd7ac15d15a194a9ad91f	153316.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-003-Iggy-Pathology.pdf
dg.4DFC/574a9eab-788b-50f8-8940-bd01333ec2c8	c7d4215b0a5a482f9cd2126f5ce3e65b	765207.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-004-Emma-Pathology.pdf
dg.4DFC/b203ebad-47b8-55fd-af66-39112dd15484	ea16e4cd10e855568db2930e0837bf53	135687.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-005-Santino-Pathology.pdf
dg.4DFC/ebe1c86b-e381-5279-9585-5782f8bb87d2	b72a3bf7fc119837d608688ff712203d	137475.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-006-Dazey-Pathology.pdf
dg.4DFC/fab8d371-fb88-5878-aca2-90617769863a	4b0870e3df0a4d3250443b09bfaa548d	911058.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-007-Nick-Pathology.pdf
dg.4DFC/5fbe2ec6-d577-5860-a32d-7a40a1ae5020	53c5a14a06957a31561f5ad0af4b6ba0	12058.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-008-Sessy-Pathology.pdf
dg.4DFC/2aa4314b-5e07-5dbe-a38a-c4a39b5ee2bc	eab41d28e2b26723729cb565da1a9ca2	10535.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-009-Brandy-Pathology.pdf
dg.4DFC/b2f0da52-9fcf-5b7f-9108-784f99a7056e	cdf8f556d973a3a979c549d349b13e39	355353.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-010-Sunny-Pathology.pdf
dg.4DFC/70084f50-fd0d-5035-aac0-aa4cfb7e503b	286023813bbb3421da98bbfd50bd3b8f	137463.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-011-Jacks-Pathology.pdf
dg.4DFC/38d0a047-c863-53c9-b647-c65211bd541d	32b0c029638d07e7ca01aca2a15523c0	145334.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-012-Tristan-Pathology.pdf
dg.4DFC/09a774f5-c83e-5695-9cb9-5fdc18b7c058	c8d4249a467ea38467dd317af081f4f6	515388.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-013-Jordan-Pathology.pdf
dg.4DFC/12645f3b-76f8-5774-a2d5-e0731873e8ae	6a2cea8a795636337f642c38d8baba0d	145023.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-014-Java-Pathology.pdf
dg.4DFC/5b4663aa-a19d-5d58-b2a7-7eac552eb266	485f1978273615763c593e4226163e8b	1458146.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-015-Bella-Pathology.pdf
dg.4DFC/7fc6641f-0c89-5eea-975f-eadd254df854	c16d9684571bd392cf57a319393026b9	356081.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-016-Bailey-Pathology.pdf
dg.4DFC/46fb84f4-f0e0-5282-817b-96fea020dbc3	1169ad0e50fe4abf4c9cacfc5a9ca7d4	1294774.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-017-Wink-Pathology.pdf
dg.4DFC/d79dd857-4220-5c88-801f-48c03863c1a3	35d884b6d9eafa20f65022226765a339	143170.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-018-Sparx-Pathology.pdf
dg.4DFC/6bdaff2c-338e-5c43-99b6-6d8db8aa1f86	2c9e79799bbdf564b1c2185d398155b1	1400697.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-019-Chewie-Pathology.pdf
dg.4DFC/98803629-a0b7-5ef4-8454-f5bf79e993d8	9c04dad953333d61bd15d80a76b2232d	436787.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-020-Puck-Pathology.pdf
dg.4DFC/fb4a950e-6243-546c-9499-3e1c99b4da4a	a11de34575c5cb7222521bf081716fa0	162460.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/PRECINCT01/PRECINCT01-021-Iskander-Pathology.pdf
