library_id	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
WU-0003-N1.WES	GRCh38	Libraries were prepared from Genomic DNA and hybridized to the IDT xGen Exome Research Panel v1 for exome capture according to the manufacturer's instructions. Whole exome libraries were sequenced on an Illumina NovaSeq.	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/0d5996f4-debd-11ed-8ddb-f38c26ac628e_WU-0003-N1.WES	dg.4DFC/0d5996f4-debd-11ed-8ddb-f38c26ac628e
WU-0003-N1.WES	GRCh38	Libraries were prepared from Genomic DNA and hybridized to the IDT xGen Exome Research Panel v1 for exome capture according to the manufacturer's instructions. Whole exome libraries were sequenced on an Illumina NovaSeq.	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/0d5adc9e-debd-11ed-925c-fb3810ca7bf1_WU-0003-N1.WES	dg.4DFC/0d5adc9e-debd-11ed-925c-fb3810ca7bf1
WU-0003-T1.WES	GRCh38	Libraries were prepared from Genomic DNA and hybridized to the IDT xGen Exome Research Panel v1 for exome capture according to the manufacturer's instructions. Whole exome libraries were sequenced on an Illumina NovaSeq.	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/0d5b18bc-debd-11ed-a27d-532d1bc524e8_WU-0003-T1.WES	dg.4DFC/0d5b18bc-debd-11ed-a27d-532d1bc524e8
WU-0003-T1.WES	GRCh38	Libraries were prepared from Genomic DNA and hybridized to the IDT xGen Exome Research Panel v1 for exome capture according to the manufacturer's instructions. Whole exome libraries were sequenced on an Illumina NovaSeq.	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/0d5b528c-debd-11ed-93b9-2760988e3120_WU-0003-T1.WES	dg.4DFC/0d5b528c-debd-11ed-93b9-2760988e3120
WU-0003-T1-X1P6.RNASEQ	GRCh38	RNA was poly A selected and libraries were prepared using the Illumina TruSeq Stranded Total RNA kit according to the manufacturer's instructions. RNAseq libraries were sequenced on an Illumina NovaSeq.	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/0d5b8ed2-debd-11ed-a211-83b1296a56ec_WU-0003-T1-X1P6.RNASEQ	dg.4DFC/0d5b8ed2-debd-11ed-a211-83b1296a56ec
WU-0003-T1-X1P6.RNASEQ	GRCh38	RNA was poly A selected and libraries were prepared using the Illumina TruSeq Stranded Total RNA kit according to the manufacturer's instructions. RNAseq libraries were sequenced on an Illumina NovaSeq.	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/0d5bcadc-debd-11ed-9571-a74ca1fb9c5f_WU-0003-T1-X1P6.RNASEQ	dg.4DFC/0d5bcadc-debd-11ed-9571-a74ca1fb9c5f
WU-0003-T1-X1P6.WES	GRCh38	Libraries were prepared from Genomic DNA and hybridized to the IDT xGen Exome Research Panel v1 for exome capture according to the manufacturer's instructions. Whole exome libraries were sequenced on an Illumina NovaSeq.	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/0d5c0268-debd-11ed-ae42-97eed942d322_WU-0003-T1-X1P6.WES	dg.4DFC/0d5c0268-debd-11ed-ae42-97eed942d322
WU-0003-T1-X1P6.WES	GRCh38	Libraries were prepared from Genomic DNA and hybridized to the IDT xGen Exome Research Panel v1 for exome capture according to the manufacturer's instructions. Whole exome libraries were sequenced on an Illumina NovaSeq.	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/0d5c3e40-debd-11ed-8415-1fc26368b631_WU-0003-T1-X1P6.WES	dg.4DFC/0d5c3e40-debd-11ed-8415-1fc26368b631
WU-0004-N1.WES	GRCh38	Libraries were prepared from Genomic DNA and hybridized to the IDT xGen Exome Research Panel v1 for exome capture according to the manufacturer's instructions. Whole exome libraries were sequenced on an Illumina NovaSeq.	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/0d5c7716-debd-11ed-a049-cb2cebd76645_WU-0004-N1.WES	dg.4DFC/0d5c7716-debd-11ed-a049-cb2cebd76645
WU-0004-N1.WES	GRCh38	Libraries were prepared from Genomic DNA and hybridized to the IDT xGen Exome Research Panel v1 for exome capture according to the manufacturer's instructions. Whole exome libraries were sequenced on an Illumina NovaSeq.	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/0d5cae0c-debd-11ed-8f7c-7b8e48687be0_WU-0004-N1.WES	dg.4DFC/0d5cae0c-debd-11ed-8f7c-7b8e48687be0
