library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	sequence_alignment_software	type	genomic_info_id	file.file_id
0DM4X3	54256270781	386208006	150.0	294.578243	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/b6caec80-d541-41ff-9cac-af73eb9996b8_0DM4X3	dg.4DFC/b6caec80-d541-41ff-9cac-af73eb9996b8
0DM4X3					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/420455a3-bb68-4d3a-a181-d32588049139_0DM4X3	dg.4DFC/420455a3-bb68-4d3a-a181-d32588049139
0DM4XS	50454669690	358183724	150.0	208.6398831	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/f412eadf-a105-4475-8442-aae3a0854ac4_0DM4XS	dg.4DFC/f412eadf-a105-4475-8442-aae3a0854ac4
0DM4XS					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/503ece76-0ecd-42fe-9ffc-6a60a6303fb9_0DM4XS	dg.4DFC/503ece76-0ecd-42fe-9ffc-6a60a6303fb9
0DM4X3					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/982bcc75-ccab-446b-8a2b-36b23d2ded1c_0DM4X3	dg.4DFC/982bcc75-ccab-446b-8a2b-36b23d2ded1c
0DM4XS					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/6446b2a0-94d9-479e-a96d-f3507571420f_0DM4XS	dg.4DFC/6446b2a0-94d9-479e-a96d-f3507571420f
0DM4X3					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/3dca874b-893a-4363-8dc7-656bb2e33602_0DM4X3	dg.4DFC/3dca874b-893a-4363-8dc7-656bb2e33602
0DM4X3					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/8119d7e7-bee8-4745-a8f5-70fd1235d43b_0DM4X3	dg.4DFC/8119d7e7-bee8-4745-a8f5-70fd1235d43b
0DM4XS					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/82697cfa-33cd-4005-a5d1-685ba1622340_0DM4XS	dg.4DFC/82697cfa-33cd-4005-a5d1-685ba1622340
0DM4XS					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/826f805c-e380-4f70-84c8-71d550143366_0DM4XS	dg.4DFC/826f805c-e380-4f70-84c8-71d550143366
0DMINY	1057000000	7000000	151.0	118.9356955	GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq	ArcherDX	genomic_info	dg.4DFC/55dc628b-4d1b-436e-a509-f79bb378a99e_0DMINY	dg.4DFC/55dc628b-4d1b-436e-a509-f79bb378a99e
0DMINY					GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/f64c7ade-0e79-493d-ba44-5e80f9b1a8e3_0DMINY	dg.4DFC/f64c7ade-0e79-493d-ba44-5e80f9b1a8e3
0DMINY	1057000000	7000000	151.0	118.9356955	GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq	ArcherDX	genomic_info	dg.4DFC/52fc91ff-084e-480e-b110-f76a750ac4f2_0DMINY	dg.4DFC/52fc91ff-084e-480e-b110-f76a750ac4f2
0DMINY					GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/dd64ae34-e698-40cf-af14-c52c206252ce_0DMINY	dg.4DFC/dd64ae34-e698-40cf-af14-c52c206252ce
0DMINY					GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/c2130cc0-4557-4bd0-a41a-a79e47095739_0DMINY	dg.4DFC/c2130cc0-4557-4bd0-a41a-a79e47095739
0DMINY					GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/9fac68b2-34b8-499d-a9dc-c8320eb0d53c_0DMINY	dg.4DFC/9fac68b2-34b8-499d-a9dc-c8320eb0d53c
0DMINY					GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/eff9e244-a305-47ac-8e84-81334ada0663_0DMINY	dg.4DFC/eff9e244-a305-47ac-8e84-81334ada0663
