library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	sequence_alignment_software	type	genomic_info_id	file.file_id
0DL1SX	44331083534	308824344	150.0	240.1394879	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/9ea35ccd-bf1f-4c16-8ece-3fedb35ff1a7_0DL1SX	dg.4DFC/9ea35ccd-bf1f-4c16-8ece-3fedb35ff1a7
0DL1SX					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/5d429e71-e976-4915-8953-941bb3f9f3a7_0DL1SX	dg.4DFC/5d429e71-e976-4915-8953-941bb3f9f3a7
0DL1TM	159336000000	1149594802	150.0	320.4607888	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/05719553-2a57-4a04-967d-79a0c0869fa8_0DL1TM	dg.4DFC/05719553-2a57-4a04-967d-79a0c0869fa8
0DL1TM					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/ff3680af-5901-4f8e-bbe4-3a982d481329_0DL1TM	dg.4DFC/ff3680af-5901-4f8e-bbe4-3a982d481329
0DL1SX					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/fe17a187-33b5-4e58-9fa2-a85c2d05afc4_0DL1SX	dg.4DFC/fe17a187-33b5-4e58-9fa2-a85c2d05afc4
0DL1TM					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/65961d99-d4f8-4106-b306-40a2d4facc31_0DL1TM	dg.4DFC/65961d99-d4f8-4106-b306-40a2d4facc31
0DL1SX					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/421c0d95-4f32-4830-b397-4f8fdab1b176_0DL1SX	dg.4DFC/421c0d95-4f32-4830-b397-4f8fdab1b176
0DL1SX					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/fbf8a172-39d2-47a1-9556-0cec13b71e50_0DL1SX	dg.4DFC/fbf8a172-39d2-47a1-9556-0cec13b71e50
0DL1TM					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/8ae84adb-e740-4e67-9063-6fccb8cb268c_0DL1TM	dg.4DFC/8ae84adb-e740-4e67-9063-6fccb8cb268c
0DL1TM					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/70b708f7-7d21-44b3-8528-ce9053e311b7_0DL1TM	dg.4DFC/70b708f7-7d21-44b3-8528-ce9053e311b7
0DL4G1	1057000000	7000000	151.0	79.88188976	GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq	ArcherDX	genomic_info	dg.4DFC/1a1fb520-a86a-4dc9-8166-5d5181dc08fd_0DL4G1	dg.4DFC/1a1fb520-a86a-4dc9-8166-5d5181dc08fd
0DL4G1					GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/233ee41e-f95e-4eb8-88f7-92591bd91376_0DL4G1	dg.4DFC/233ee41e-f95e-4eb8-88f7-92591bd91376
0DL4G1	1057000000	7000000	151.0	79.88188976	GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq	ArcherDX	genomic_info	dg.4DFC/dc972618-1fea-4f0f-964f-e1964faf9015_0DL4G1	dg.4DFC/dc972618-1fea-4f0f-964f-e1964faf9015
0DL4G1					GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/4aded7bc-d75d-4242-8aa2-e7f033e0f718_0DL4G1	dg.4DFC/4aded7bc-d75d-4242-8aa2-e7f033e0f718
0DL4G1					GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/b21bf21c-1ce6-48f0-8745-7faeb5ac5007_0DL4G1	dg.4DFC/b21bf21c-1ce6-48f0-8745-7faeb5ac5007
0DL4G1					GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/bb41a5fe-648c-415a-ae83-4a37a2150660_0DL4G1	dg.4DFC/bb41a5fe-648c-415a-ae83-4a37a2150660
0DL4G1					GRCh37	Anchored Multiplex PCR (AMP(TM)) chemistry is purpose-built to accurately identify both simple and complex genetic mutations by leveraging the power of bidirectional primers and molecular barcodes, or MBCs, from low nucleic acid input in tissue or blood. AMP chemistry is also flexible, so it can be used for applications in DNA, RNA, and ctDNA sequencing across most tumor type.	Archer Fusion	Paired-End	Transcriptomic	other	Illumina	Illumina MiSeq		genomic_info	dg.4DFC/01f4ff52-fc72-48e5-b0ca-2398600a482e_0DL4G1	dg.4DFC/01f4ff52-fc72-48e5-b0ca-2398600a482e
0DL4FN	71795163792	503046140	150.0	339.8616786	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/ba2d2b07-90e9-4f3a-908b-ead2906815c8_0DL4FN	dg.4DFC/ba2d2b07-90e9-4f3a-908b-ead2906815c8
0DL4FN					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/63a3bea9-04ea-4aae-be38-93d6cba57e88_0DL4FN	dg.4DFC/63a3bea9-04ea-4aae-be38-93d6cba57e88
0DL4FP	191838000000	1446980490	150.0	313.2244192	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/ac1c7d68-bbb6-4537-9bda-7ada64eb703a_0DL4FP	dg.4DFC/ac1c7d68-bbb6-4537-9bda-7ada64eb703a
0DL4FP					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/264bc869-41c4-4d4f-9be6-a75da7792103_0DL4FP	dg.4DFC/264bc869-41c4-4d4f-9be6-a75da7792103
0DL4FN					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/8cf33962-2ff1-4c10-b324-7776151a688e_0DL4FN	dg.4DFC/8cf33962-2ff1-4c10-b324-7776151a688e
