type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	acl	sample.sample_id	file_type	file_description
file	135_0102_tumor_S142_R1_001.fastq.gz	67d75842-4f4a-5193-a265-6f030bee755b	925781083.0	d7a3dc89a78b387f092ac9586204d0af	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/135_0102_tumor_S142_R1_001.fastq.gz	gz	['Open']	COTC022-0102-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	135_0102_tumor_S142_R2_001.fastq.gz	ab6cab64-7af6-5537-b7bc-527a42433293	972440137.0	60dc12222deb66424147526932a0d769	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/135_0102_tumor_S142_R2_001.fastq.gz	gz	['Open']	COTC022-0102-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	137_0106_tumor_S81_R1_001.fastq.gz	8a060ed5-ccd8-5f0e-8792-cff25ab9fbfc	1185928618.0	3f6f32512e423068713ab29ba28cd5e3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/137_0106_tumor_S81_R1_001.fastq.gz	gz	['Open']	COTC022-0106-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	137_0106_tumor_S81_R2_001.fastq.gz	fad43315-8b77-5567-a023-eb5e30c4c4b2	1260900634.0	a5197119ebb393b9e0ad263816b6a6cf	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/137_0106_tumor_S81_R2_001.fastq.gz	gz	['Open']	COTC022-0106-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	1_0202_tumor_S1_R1_001.fastq.gz	99ebc08a-2fcf-55d7-9509-ef7592620095	2167010285.0	fa7e361e6dc6c8b28b9ff815cd194a20	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/1_0202_tumor_S1_R1_001.fastq.gz	gz	['Open']	COTC022-0202-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	1_0202_tumor_S1_R2_001.fastq.gz	88fc247d-73e4-5b79-b7f4-567a668b97bf	2331381073.0	6121a97ae021027952d4bda22ae03771	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/1_0202_tumor_S1_R2_001.fastq.gz	gz	['Open']	COTC022-0202-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	87_0204_tumor_S107_R1_001.fastq.gz	71ba0e1d-7fe3-5ea0-aafa-6f182b4188f9	1057818922.0	629beca203e518f2260c7c1dfff87773	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/87_0204_tumor_S107_R1_001.fastq.gz	gz	['Open']	COTC022-0204-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	87_0204_tumor_S107_R2_001.fastq.gz	e9952acd-ca9c-5efe-9cb3-64d98aa3a1e7	1113788140.0	a158e2ed783620b3c8f3121afbb14e65	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/87_0204_tumor_S107_R2_001.fastq.gz	gz	['Open']	COTC022-0204-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	66_0206_tumor_S45_R1_001.fastq.gz	94f58dc1-16b1-55c1-af9f-3b08d97e40d0	853469734.0	bcf7e46aa73821c333d643bcfbc3eee7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/66_0206_tumor_S45_R1_001.fastq.gz	gz	['Open']	COTC022-0206-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	66_0206_tumor_S45_R2_001.fastq.gz	a7616ca4-96b4-5de2-8ccb-aab38f5fb298	908736892.0	c8d7ea281faedc91267ceb272228b66f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/66_0206_tumor_S45_R2_001.fastq.gz	gz	['Open']	COTC022-0206-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	68_0210_tumor_S49_R1_001.fastq.gz	19e00f0c-a0e0-538f-9425-989fc97512cb	649468136.0	152e387ac4c13fb6a8b825eead771a10	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/68_0210_tumor_S49_R1_001.fastq.gz	gz	['Open']	COTC022-0210-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	68_0210_tumor_S49_R2_001.fastq.gz	5460a072-2d5e-575c-b08a-f4e6a2bba340	689454041.0	5baeb8c219a8f022bae2903cf4302d27	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/68_0210_tumor_S49_R2_001.fastq.gz	gz	['Open']	COTC022-0210-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	3_0212_Tumor_S3_R1_001.fastq.gz	f1fb6557-ba03-5e52-ae04-f57097417537	2019384197.0	b2c57a919777fc6a377c44f48297b0f3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/3_0212_Tumor_S3_R1_001.fastq.gz	gz	['Open']	COTC022-0212-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	3_0212_Tumor_S3_R2_001.fastq.gz	ad712213-d3d1-5e57-b800-d702e85ca334	2141361054.0	f250971edf0bff7bdba2cbc5feed7c10	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/3_0212_Tumor_S3_R2_001.fastq.gz	gz	['Open']	COTC022-0212-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	4_0214_Tumor_S4_R1_001.fastq.gz	6eb366ad-68ef-51e8-bca2-48cd4d5b53b2	1710876835.0	01ebe09725aad30f380f98089dcd8eac	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/4_0214_Tumor_S4_R1_001.fastq.gz	gz	['Open']	COTC022-0214-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	4_0214_Tumor_S4_R2_001.fastq.gz	07ea44b9-0cb2-5deb-bf7a-3d4f1a26d8d1	1835987601.0	99fa51d25a2bef3219db746d03043e4e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/4_0214_Tumor_S4_R2_001.fastq.gz	gz	['Open']	COTC022-0214-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	89_0216_tumor_S108_R1_001.fastq.gz	d38e1ba6-5864-5964-a99e-fdfaac58c7e1	1086443763.0	ca9a15d938907721b20c46b0b3e49b78	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/89_0216_tumor_S108_R1_001.fastq.gz	gz	['Open']	COTC022-0216-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	89_0216_tumor_S108_R2_001.fastq.gz	ad3a905c-133f-5fe8-9fb2-4a87cb1b2b2f	1152851290.0	2ccea6e68dbc5b51976a6e432c130006	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/89_0216_tumor_S108_R2_001.fastq.gz	gz	['Open']	COTC022-0216-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	5_0220_Tumor_S5_R1_001.fastq.gz	7feb3d10-6346-50ad-8158-7626adfb112a	1690273055.0	03e604621f78d5f437f9c87e389c23c3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/5_0220_Tumor_S5_R1_001.fastq.gz	gz	['Open']	COTC022-0220-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	5_0220_Tumor_S5_R2_001.fastq.gz	27e2b9b1-0e57-52f0-a206-6473353f20b4	1834005221.0	88802ad0a0329ab971a4d37f33714dfb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/5_0220_Tumor_S5_R2_001.fastq.gz	gz	['Open']	COTC022-0220-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	69_0222_tumor_S51_R1_001.fastq.gz	dc796fbc-4ce5-5551-b79f-4a960576fa28	927802933.0	01a4abc046a7165d8427d3ca954f941e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/69_0222_tumor_S51_R1_001.fastq.gz	gz	['Open']	COTC022-0222-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	69_0222_tumor_S51_R2_001.fastq.gz	592e1b1d-fbce-5d8e-a475-380cc44f5c35	994522559.0	30fe2e907859d558710f46f79360c1cb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/69_0222_tumor_S51_R2_001.fastq.gz	gz	['Open']	COTC022-0222-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	90_0224_tumor_S109_R1_001.fastq.gz	82f32674-7750-54b5-9876-ecd69ea5becb	1200221651.0	44bd1ad3d5753e261df6652963755122	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/90_0224_tumor_S109_R1_001.fastq.gz	gz	['Open']	COTC022-0224-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	90_0224_tumor_S109_R2_001.fastq.gz	684c17b5-3718-54a2-a72f-65910e830bb8	1268248367.0	0b9dcd9d78aaa4d892155e30f44c394a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/90_0224_tumor_S109_R2_001.fastq.gz	gz	['Open']	COTC022-0224-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	70_0225_tumor_S70_R1_001.fastq.gz	9485fc46-dbfd-5da9-bbd4-11e99327b391	1093586818.0	fefd10e9278eecbe04c9f37a94abc404	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/70_0225_tumor_S70_R1_001.fastq.gz	gz	['Open']	COTC022-0225-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	70_0225_tumor_S70_R2_001.fastq.gz	19a798a6-a0dd-5c79-8cd4-3b1142f0a099	1146021821.0	713bf8a8f096f46e070feb319e69f0f4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/70_0225_tumor_S70_R2_001.fastq.gz	gz	['Open']	COTC022-0225-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	126_0228_tumor_S139_R1_001.fastq.gz	481b21b6-5abb-5bc4-8aaa-3c6cc7ffc24e	1118413084.0	c9f59cad4299c8a7f6e6df9d271dda8a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/126_0228_tumor_S139_R1_001.fastq.gz	gz	['Open']	COTC022-0228-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	126_0228_tumor_S139_R2_001.fastq.gz	88f504db-dca3-5a00-9cb2-dc9d47c178f9	1177979083.0	cb27b157d45b95a52371d28784c3ddf3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/126_0228_tumor_S139_R2_001.fastq.gz	gz	['Open']	COTC022-0228-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	98_0306_tumor_S117_R1_001.fastq.gz	d69aa6b6-5cbc-5a6b-93ed-f1a0e7946a05	990352124.0	95628dea159f6b59fbbb9263012d0696	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/98_0306_tumor_S117_R1_001.fastq.gz	gz	['Open']	COTC022-0306-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	98_0306_tumor_S117_R2_001.fastq.gz	335843c6-d3be-5f06-b7a6-0a369a157e66	1048252068.0	40e4c67300337e8378f4dd9dad5e87e3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/98_0306_tumor_S117_R2_001.fastq.gz	gz	['Open']	COTC022-0306-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	99_0318_tumor_S118_R1_001.fastq.gz	bf4f3f2e-83cb-5fb6-b350-b4128983caf4	1093172267.0	366a55b93eb9a6bbef00c221985b8b63	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/99_0318_tumor_S118_R1_001.fastq.gz	gz	['Open']	COTC022-0318-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	99_0318_tumor_S118_R2_001.fastq.gz	b512f549-fcee-5d29-8988-54ed6490452d	1161043997.0	0776c373045e8403edace268cca241f2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/99_0318_tumor_S118_R2_001.fastq.gz	gz	['Open']	COTC022-0318-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	91_0402_tumor_S110_R1_001.fastq.gz	8aa85b5d-f4e6-5672-9e1f-7d765f1c1bee	1416193051.0	c7aaf15610b050a413f2a64ac78e23fd	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/91_0402_tumor_S110_R1_001.fastq.gz	gz	['Open']	COTC022-0402-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	91_0402_tumor_S110_R2_001.fastq.gz	8b5796dc-ec86-5067-80f7-1491b9c2ee0a	1500686346.0	aa60d90589bef43c36be577bf3ac9d8c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/91_0402_tumor_S110_R2_001.fastq.gz	gz	['Open']	COTC022-0402-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	92_0404_tumor_S111_R1_001.fastq.gz	d4e03a75-b49d-5552-b2d7-8f9d5d539208	995474161.0	7268b6dc15a5e662aabce1355d904177	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/92_0404_tumor_S111_R1_001.fastq.gz	gz	['Open']	COTC022-0404-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	92_0404_tumor_S111_R2_001.fastq.gz	7caa496b-8e76-5c0a-921d-1616cdcfd7a0	1049982387.0	0e1dbb86a51b84be9a34d320834ed145	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/92_0404_tumor_S111_R2_001.fastq.gz	gz	['Open']	COTC022-0404-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	93_0406_tumor_S112_R1_001.fastq.gz	39585ca5-15e9-52ab-bbed-655ec8023a89	1185415130.0	43fb14d377f3bfae2f90a15b7918e0bc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/93_0406_tumor_S112_R1_001.fastq.gz	gz	['Open']	COTC022-0406-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	93_0406_tumor_S112_R2_001.fastq.gz	e7e1d611-cce9-5532-9b26-69f13e9729d3	1259851354.0	8f029f01c5f396469daec9ac02892045	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/93_0406_tumor_S112_R2_001.fastq.gz	gz	['Open']	COTC022-0406-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	94_0410_tumor_S113_R1_001.fastq.gz	6ec79424-a89c-531e-a009-b056e24e9fed	1022997090.0	8748b9bc0d07e5c83cbc619b5d9aafc4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/94_0410_tumor_S113_R1_001.fastq.gz	gz	['Open']	COTC022-0410-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	94_0410_tumor_S113_R2_001.fastq.gz	c35388fc-9902-57bb-946a-eddad721c6e6	1087189319.0	6567c660874aed9f7f008079ae59d10a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/94_0410_tumor_S113_R2_001.fastq.gz	gz	['Open']	COTC022-0410-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	95_0411_tumor_S114_R1_001.fastq.gz	27a7030c-aacf-50af-869f-1753f415e7a7	1108461781.0	919e4f09f489ff449d1ce8d7dee3270e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/95_0411_tumor_S114_R1_001.fastq.gz	gz	['Open']	COTC022-0411-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	95_0411_tumor_S114_R2_001.fastq.gz	2f85ea9f-4f50-5e68-b36b-49a76fbd0e8f	1173739010.0	4dff3d357ba61c549efd33ac7ee57a93	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/95_0411_tumor_S114_R2_001.fastq.gz	gz	['Open']	COTC022-0411-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	112_0502_tumor_S92_R1_001.fastq.gz	c98ce552-1b44-509c-acc8-b0c44704db7d	1143326325.0	b7cc19e126ac36fb8cfa9212266699eb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/112_0502_tumor_S92_R1_001.fastq.gz	gz	['Open']	COTC022-0502-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	112_0502_tumor_S92_R2_001.fastq.gz	cb8791c4-d69c-55f9-801a-8633596ff1c8	1221097099.0	9010c2e0d256c21563e0fd34e4f2a9d8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/112_0502_tumor_S92_R2_001.fastq.gz	gz	['Open']	COTC022-0502-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	122_0504_tumor_S136_R1_001.fastq.gz	97071aa6-9c5d-5fcc-af4e-8a9e482e4fa9	923050719.0	a24ad127a65f6efeb6034d7d948e12dc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/122_0504_tumor_S136_R1_001.fastq.gz	gz	['Open']	COTC022-0504-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	122_0504_tumor_S136_R2_001.fastq.gz	5749e319-37bc-568e-9a90-dcfc3e061298	965435407.0	b103b9eb61336950449a6e164e1b0276	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/122_0504_tumor_S136_R2_001.fastq.gz	gz	['Open']	COTC022-0504-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	116_0506_tumor_S131_R1_001.fastq.gz	eaab2b16-0626-5add-9877-120bfe4b92be	1089679504.0	cc3d4fa1b6a3a8aaacf5508ba077eae7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/116_0506_tumor_S131_R1_001.fastq.gz	gz	['Open']	COTC022-0506-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	116_0506_tumor_S131_R2_001.fastq.gz	3f34d17f-0b4d-5178-bb93-8ad807090110	1144514928.0	7e0d7d20511572948438ab3368cc3d4d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/116_0506_tumor_S131_R2_001.fastq.gz	gz	['Open']	COTC022-0506-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	9_0510_Tumor_S9_R1_001.fastq.gz	2a60f939-cb70-5f8b-8902-02e3b3b36b6a	1950925663.0	050246d0464eddbdfad2ea536bef85bf	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/9_0510_Tumor_S9_R1_001.fastq.gz	gz	['Open']	COTC022-0510-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	9_0510_Tumor_S9_R2_001.fastq.gz	b72e17ff-e206-5d72-8fdc-271e6a7972bc	2079115340.0	1192e94c9ab7e209ebfcaa12c375b5ed	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/9_0510_Tumor_S9_R2_001.fastq.gz	gz	['Open']	COTC022-0510-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	10_0512_Tumor_S10_R1_001.fastq.gz	7417df34-ddaa-542d-b571-68be561e7f47	1704771792.0	08820fa81f2ac21251a2e5ad947ccd65	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/10_0512_Tumor_S10_R1_001.fastq.gz	gz	['Open']	COTC022-0512-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
file	10_0512_Tumor_S10_R2_001.fastq.gz	79717c28-8560-5e40-92a6-132c25d2ddfe	1807792503.0	83e7c3e6834bce76ac25de89ed3d5a03	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC022/10_0512_Tumor_S10_R2_001.fastq.gz	gz	['Open']	COTC022-0512-T	RNA Sequence FASTQ file	RNA-Seq: Primary Tumor
