type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	sample.sample_id	file_type	file_description
file	S01_DOS-00_S9_all_reads.mr.dremove.sorted.bai	d5ccae1f-345b-5523-ac76-0a920e39e872	2701200	61959bc5c2b131b30ec6cd34acd497d9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S01_DOS-00_S9_all_reads.mr.dremove.sorted.bai	bai	OSA03-DOS-00	Index File	"tumor tissue sample, OSA03-DOS-00: bam index of targeted bisulfite sequencing reads"
file	S01_DOS-00_S9_all_reads.mr.dremove.sorted.bam	c9860e80-809c-5cdc-bb49-63d723a5ca58	1959040828	73b8e30967369d7d6e1ea13858a959b0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S01_DOS-00_S9_all_reads.mr.dremove.sorted.bam	bam	OSA03-DOS-00	DNA Methylation Analysis File	"tumor tissue sample, OSA03-DOS-00: Targeted bisulfite sequencing reads mapped to canFam 3.1"
file	S02_DOS-02_S10_all_reads.mr.dremove.sorted.bai	a79601e4-0de6-5584-886a-6f71d7f7855f	2912968	4d6be98f8eaf3e9ea5d08743c55a0044	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S02_DOS-02_S10_all_reads.mr.dremove.sorted.bai	bai	OSA03-DOS-02	Index File	"tumor tissue sample, OSA03-DOS-02: bam index of targeted bisulfite sequencing reads"
file	S02_DOS-02_S10_all_reads.mr.dremove.sorted.bam	25f12576-333b-5a1b-8948-565ebd539b77	1205410153	d47d17dba485bcc09d51366b9e9bf88c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S02_DOS-02_S10_all_reads.mr.dremove.sorted.bam	bam	OSA03-DOS-02	DNA Methylation Analysis File	"tumor tissue sample, OSA03-DOS-02: Targeted bisulfite sequencing reads mapped to canFam 3.1"
file	S03_DOS-04_S13_all_reads.mr.dremove.sorted.bai	4e7829d0-034d-5b67-acb7-677f1c8c1d88	2759240	0f1f71dfd37494d6548f54ac836b4069	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S03_DOS-04_S13_all_reads.mr.dremove.sorted.bai	bai	OSA03-DOS-04	Index File	"tumor tissue sample, OSA03-DOS-04: bam index of targeted bisulfite sequencing reads"
file	S03_DOS-04_S13_all_reads.mr.dremove.sorted.bam	3947588e-c5b7-5b52-a34e-51d548d8f689	1996346028	58e5a9b53799fb3589cf63438b1b7f40	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S03_DOS-04_S13_all_reads.mr.dremove.sorted.bam	bam	OSA03-DOS-04	DNA Methylation Analysis File	"tumor tissue sample, OSA03-DOS-04: Targeted bisulfite sequencing reads mapped to canFam 3.1"
file	S04_DOS-0828_S28_all_reads.mr.dremove.sorted.bai	e0e4689c-8e7e-5c48-bd31-9b68971d83e8	2821152	1f94aa33de79a2ca0b4891038ed4c4b0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S04_DOS-0828_S28_all_reads.mr.dremove.sorted.bai	bai	OSA03-DOS-0828	Index File	"tumor tissue sample, OSA03-DOS-0828: bam index of targeted bisulfite sequencing reads"
file	S04_DOS-0828_S28_all_reads.mr.dremove.sorted.bam	401b84f6-2cf4-5c5b-becd-026f3a10aa37	1889124884	b4da3d720d976ef19e10aab5029f558d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S04_DOS-0828_S28_all_reads.mr.dremove.sorted.bam	bam	OSA03-DOS-0828	DNA Methylation Analysis File	"tumor tissue sample, OSA03-DOS-0828: Targeted bisulfite sequencing reads mapped to canFam 3.1"
file	S05_DOS-0829_S32_all_reads.mr.dremove.sorted.bai	69ae81d1-281a-5c8a-8f03-416fcdbd4492	2660816	9efad482de492e3696aa52f1ef7a6995	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S05_DOS-0829_S32_all_reads.mr.dremove.sorted.bai	bai	OSA03-DOS-0829	Index File	"tumor tissue sample, OSA03-DOS-0829: bam index of targeted bisulfite sequencing reads"
file	S05_DOS-0829_S32_all_reads.mr.dremove.sorted.bam	f509b12b-a781-5579-bff8-0ef5ac59ade7	1739573099	83d002b490821ddb204e9b5d02518208	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S05_DOS-0829_S32_all_reads.mr.dremove.sorted.bam	bam	OSA03-DOS-0829	DNA Methylation Analysis File	"tumor tissue sample, OSA03-DOS-0829: Targeted bisulfite sequencing reads mapped to canFam 3.1"
file	S06_DOS-0930_S30_all_reads.mr.dremove.sorted.bai	12ed6584-6c45-53fb-a792-e5470d3dce4a	2726744	b271b62818ad199b2996fe07b7f9dab2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S06_DOS-0930_S30_all_reads.mr.dremove.sorted.bai	bai	OSA03-DOS-0930	Index File	"tumor tissue sample, OSA03-DOS-0930: bam index of targeted bisulfite sequencing reads"
file	S06_DOS-0930_S30_all_reads.mr.dremove.sorted.bam	f167b72f-61a0-54b3-bf75-8569e6bffbf3	2143739470	dddfa0b733c6cd2799bdb329b849f81b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S06_DOS-0930_S30_all_reads.mr.dremove.sorted.bam	bam	OSA03-DOS-0930	DNA Methylation Analysis File	"tumor tissue sample, OSA03-DOS-0930: Targeted bisulfite sequencing reads mapped to canFam 3.1"
file	S07_DOS-0931_S29_all_reads.mr.dremove.sorted.bai	28c7c65f-3694-5b51-be9d-04523af7de55	2644288	e3abda65d8b06e1406cf8fc80a1cf15e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S07_DOS-0931_S29_all_reads.mr.dremove.sorted.bai	bai	OSA03-DOS-0931	Index File	"tumor tissue sample, OSA03-DOS-0931: bam index of targeted bisulfite sequencing reads"
file	S07_DOS-0931_S29_all_reads.mr.dremove.sorted.bam	df96c622-432a-5c51-aac3-9edc9dd3d9bc	1439546733	bdc4b37de56692d36c641e36776a758a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S07_DOS-0931_S29_all_reads.mr.dremove.sorted.bam	bam	OSA03-DOS-0931	DNA Methylation Analysis File	"tumor tissue sample, OSA03-DOS-0931: Targeted bisulfite sequencing reads mapped to canFam 3.1"
file	S08_DOS-0932_S42_all_reads.mr.dremove.sorted.bai	515d1ddc-7e10-5ae0-9b91-bc7b525cf26e	2826576	4263e8cfebf310c80e7730b8744a019c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S08_DOS-0932_S42_all_reads.mr.dremove.sorted.bai	bai	OSA03-DOS-0932	Index File	"tumor tissue sample, OSA03-DOS-0932: bam index of targeted bisulfite sequencing reads"
file	S08_DOS-0932_S42_all_reads.mr.dremove.sorted.bam	c24aeadd-c982-5bb8-ad3b-2b61881dd757	1379635631	f0b66fabf534bc28896e759da786203c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S08_DOS-0932_S42_all_reads.mr.dremove.sorted.bam	bam	OSA03-DOS-0932	DNA Methylation Analysis File	"tumor tissue sample, OSA03-DOS-0932: Targeted bisulfite sequencing reads mapped to canFam 3.1"
file	S09_DOS-0934_S31_all_reads.mr.dremove.sorted.bai	aa5fdb23-1c7d-506f-ab62-538992682c12	2700080	475e7a1805894f7be52b88897abfa84e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S09_DOS-0934_S31_all_reads.mr.dremove.sorted.bai	bai	OSA03-DOS-0934	Index File	"tumor tissue sample, OSA03-DOS-0934: bam index of targeted bisulfite sequencing reads"
file	S09_DOS-0934_S31_all_reads.mr.dremove.sorted.bam	da46b488-99d0-5c4a-8f65-a24f1d6c22c2	2099341880	26e69aa0d7d37c8182f208cee6c94d83	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S09_DOS-0934_S31_all_reads.mr.dremove.sorted.bam	bam	OSA03-DOS-0934	DNA Methylation Analysis File	"tumor tissue sample, OSA03-DOS-0934: Targeted bisulfite sequencing reads mapped to canFam 3.1"
file	S10_DOS-0939_S27_all_reads.mr.dremove.sorted.bai	569fd272-c55a-5668-8e15-2b8a942884fc	2768592	22c7abce8632273c3f135924a20f8288	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA03/S10_DOS-0939_S27_all_reads.mr.dremove.sorted.bai	bai	OSA03-DOS-0939	Index File	"tumor tissue sample, OSA03-DOS-0939: bam index of targeted bisulfite sequencing reads"
