library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	sequence_alignment_software	type	genomic_info_id	file.file_id
0DKF9P	81570083074	612720002	150.0	239.4562654	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/4cfeacbf-7361-4a7d-bb44-a152f292fd46_0DKF9P	dg.4DFC/4cfeacbf-7361-4a7d-bb44-a152f292fd46
0DKF9P					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/8ed70f32-fad8-4a99-bfc2-838fdf2ee795_0DKF9P	dg.4DFC/8ed70f32-fad8-4a99-bfc2-838fdf2ee795
0DKFA3	90586439439	675674870	150.0	268.7261658	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/2b6f61db-41f2-42cc-827b-b7b48feb9a79_0DKFA3	dg.4DFC/2b6f61db-41f2-42cc-827b-b7b48feb9a79
0DKFA3					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/25b2aa2f-6d51-44cb-a385-fd3b9e69990f_0DKFA3	dg.4DFC/25b2aa2f-6d51-44cb-a385-fd3b9e69990f
0DKF9P					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/1a27cc07-a66d-4bf8-aefd-d927c412ca43_0DKF9P	dg.4DFC/1a27cc07-a66d-4bf8-aefd-d927c412ca43
0DKFA3					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/4c98d17f-3bb6-40b4-b3b8-483b0604f144_0DKFA3	dg.4DFC/4c98d17f-3bb6-40b4-b3b8-483b0604f144
0DKF9P					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/381023b8-f84c-4c3f-b095-1ba3c8fe7feb_0DKF9P	dg.4DFC/381023b8-f84c-4c3f-b095-1ba3c8fe7feb
0DKF9P					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/6a03cf33-2c07-4e80-af0d-6d3e640b4471_0DKF9P	dg.4DFC/6a03cf33-2c07-4e80-af0d-6d3e640b4471
0DKFA3					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/6a306275-1aed-456e-8b07-341035d74a68_0DKFA3	dg.4DFC/6a306275-1aed-456e-8b07-341035d74a68
0DKFA3					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/b8ef961a-02d8-423e-af08-009e553eea1d_0DKFA3	dg.4DFC/b8ef961a-02d8-423e-af08-009e553eea1d
0DJO4L	59991715903	422627964	150.0	233.5391789	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/599e06e6-3f51-4e75-95cd-04c9dad3d62c_0DJO4L	dg.4DFC/599e06e6-3f51-4e75-95cd-04c9dad3d62c
0DJO4L					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/61d8b7ed-1121-4cd5-9711-d11e6ace4603_0DJO4L	dg.4DFC/61d8b7ed-1121-4cd5-9711-d11e6ace4603
0DJO5C	175040000000	1343718772	150.0	265.9289831	GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	BWA 0.7.17-r1188	genomic_info	dg.4DFC/8417ef3d-5b99-4778-87f0-3f1623f0baf4_0DJO5C	dg.4DFC/8417ef3d-5b99-4778-87f0-3f1623f0baf4
0DJO5C					GRCh38	WXS Hybrid Selection paired-end	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000		genomic_info	dg.4DFC/d38fc76c-2290-4cea-8e4d-42c64936c34f_0DJO5C	dg.4DFC/d38fc76c-2290-4cea-8e4d-42c64936c34f
