type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	sample.sample_id	file_type	file_description
file	010031_0103_sorted.bam	4fd63b2c-40b8-5a33-9928-b754b5767a42	20280043810	b7c784ab28dfd3c15e6fc088212ac9fd	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010031_0103_sorted.bam	bam	NCATS-COP01-CCB010031 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	010031_0103_sorted.bam.bai	c0f8b789-2c60-590c-be58-e6729fcef59f	4486832	45444cbc744c817d7661875a0143f71d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010031_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010031 0103	Index File	tumor sample binary alignment file indexing 
file	010031_0200_sorted.bam	f9f74ebd-ae66-586b-a532-36b742a40d53	20282632247	868fc50a9c10d55172862fb83f60eb4e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010031_0200_sorted.bam	bam	NCATS-COP01-CCB010031 0200	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1
file	010031_0200_sorted.bam.bai	a584014a-4e26-5140-a35c-25496715467d	4456848	e146a5872785bd2aadad0a982155a2f4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010031_0200_sorted.bam.bai	bai	NCATS-COP01-CCB010031 0200	Index File	normal sample binary alignment file indexing 
file	010045_0103_sorted.bam	08b6cfe0-9df2-5910-a007-2adfe2ddfe95	20397727360	2da5ecdc57679c90c2cbdc028f39ce6c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010045_0103_sorted.bam	bam	NCATS-COP01-CCB010045 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	010045_0103_sorted.bam.bai	e414039f-c6c2-5ad8-9b08-906981cf7c2c	4662720	7579710f6b28cd04e5e6c867dd266ad8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010045_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010045 0103	Index File	tumor sample binary alignment file indexing 
file	010093_0103_sorted.bam	67389c1c-8600-549f-b915-84e7a364e760	19477976310	ad7f3b3b768ba97039da2ce1c9725e43	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010093_0103_sorted.bam	bam	NCATS-COP01-CCB010093 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	010093_0103_sorted.bam.bai	2a4367ee-149c-52b4-b3ed-de51a0610163	4695480	8b2c73c6211e51e751b46b07b64d2d64	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010093_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010093 0103	Index File	tumor sample binary alignment file indexing 
file	010233_0103_sorted.bam	a735e66d-7b99-5f50-a8b3-91454af717be	19861139363	7271a7c192a3f8db1a0d38d2b23ef398	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010233_0103_sorted.bam	bam	NCATS-COP01-CCB010233 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	010233_0103_sorted.bam.bai	60dc4b2e-293f-5d61-b97e-6b9ebe5903e5	4550120	afc13b67e8679714d85259a0cbfe89b5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010233_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010233 0103	Index File	tumor sample binary alignment file indexing 
file	010243_0103_sorted.bam	cfa8214d-a6e7-5982-8108-02b9d19f3fb5	20725540668	77429e1a6f27ed7271766a15b0ba0ed5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010243_0103_sorted.bam	bam	NCATS-COP01-CCB010243 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
file	010243_0103_sorted.bam.bai	2ac71cd9-3e19-5bbc-ac7d-6961897e610a	4832216	17d4549401737aeb0431527ad6c40a51	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010243_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010243 0103	Index File	tumor sample binary alignment file indexing 
file	030003_0103_sorted.bam	8028aee4-01a6-5ae4-8cef-e4e07b71638d	21920716738	7bc3df5936917f69e0614049a74b3662	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030003_0103_sorted.bam	bam	NCATS-COP01-CCB030003 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1
