library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	sequence_alignment_software	type	genomic_info_id	file.file_id
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/b4f8a459-ee33-46de-85ec-0c443e630f45_Not Applicable	dg.4DFC/b4f8a459-ee33-46de-85ec-0c443e630f45
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/2e25da62-4990-40ba-bf72-56fc53a9ffd1_Not Applicable	dg.4DFC/2e25da62-4990-40ba-bf72-56fc53a9ffd1
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/7795e89d-afc8-402a-9221-61d6b8313e55_Not Applicable	dg.4DFC/7795e89d-afc8-402a-9221-61d6b8313e55
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/be2a888f-ac4b-425f-a170-2da917b55648_Not Applicable	dg.4DFC/be2a888f-ac4b-425f-a170-2da917b55648
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/6ed7700d-38fe-49db-95f1-911d2fe95097_Not Applicable	dg.4DFC/6ed7700d-38fe-49db-95f1-911d2fe95097
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/802155a1-87bf-465e-906c-d3371ab13edb_Not Applicable	dg.4DFC/802155a1-87bf-465e-906c-d3371ab13edb
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/2061d71c-2887-4f6e-8dab-30ccb462800f_Not Applicable	dg.4DFC/2061d71c-2887-4f6e-8dab-30ccb462800f
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/00325273-a8c0-4098-b2b7-8e490f28dd71_Not Applicable	dg.4DFC/00325273-a8c0-4098-b2b7-8e490f28dd71
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/9e264da3-f03a-43b9-b05d-d5d1a966b109_Not Applicable	dg.4DFC/9e264da3-f03a-43b9-b05d-d5d1a966b109
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/2e821b1a-7ccb-4a05-b018-9ee1452b4a11_Not Applicable	dg.4DFC/2e821b1a-7ccb-4a05-b018-9ee1452b4a11
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/02f271ab-2ce8-4da8-8169-13b7d1fab1f5_Not Applicable	dg.4DFC/02f271ab-2ce8-4da8-8169-13b7d1fab1f5
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/6b4fcc29-0457-493c-a529-52ff278cc91b_Not Applicable	dg.4DFC/6b4fcc29-0457-493c-a529-52ff278cc91b
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/d8a56169-b31b-432b-84dc-3544c57438b0_Not Applicable	dg.4DFC/d8a56169-b31b-432b-84dc-3544c57438b0
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/6310f900-339a-4aab-a85a-7113dc8c7068_Not Applicable	dg.4DFC/6310f900-339a-4aab-a85a-7113dc8c7068
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/2b6dbdf0-a5c2-414f-827a-23f65ee76298_Not Applicable	dg.4DFC/2b6dbdf0-a5c2-414f-827a-23f65ee76298
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/1790c193-364a-447a-ab52-f609643f31da_Not Applicable	dg.4DFC/1790c193-364a-447a-ab52-f609643f31da
