library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	sequence_alignment_software	type	genomic_info_id	file.file_id
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/3fdaaa4e-247c-49e6-a605-62631f68d8b6_Not Applicable	dg.4DFC/3fdaaa4e-247c-49e6-a605-62631f68d8b6
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/48ba2c68-35c9-46a4-a3e1-582fdc8095e5_Not Applicable	dg.4DFC/48ba2c68-35c9-46a4-a3e1-582fdc8095e5
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/7f947c44-cf11-4fb3-8db1-65cbd868fda1_Not Applicable	dg.4DFC/7f947c44-cf11-4fb3-8db1-65cbd868fda1
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/569bb0ae-f19d-4159-b4c7-337a4a708cbb_Not Applicable	dg.4DFC/569bb0ae-f19d-4159-b4c7-337a4a708cbb
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/1140173c-ed78-40cb-acdb-577ebcfc2fa4_Not Applicable	dg.4DFC/1140173c-ed78-40cb-acdb-577ebcfc2fa4
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/53f02612-3f9d-4204-97fa-2c328245f97a_Not Applicable	dg.4DFC/53f02612-3f9d-4204-97fa-2c328245f97a
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/e5f1d532-073e-4344-80d5-395fa87647f5_Not Applicable	dg.4DFC/e5f1d532-073e-4344-80d5-395fa87647f5
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/08d718cc-0131-498d-b749-a55155618788_Not Applicable	dg.4DFC/08d718cc-0131-498d-b749-a55155618788
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/2c94da2b-8b0b-4f60-a9d5-e74a1a93cea1_Not Applicable	dg.4DFC/2c94da2b-8b0b-4f60-a9d5-e74a1a93cea1
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/316e11a6-85e5-42ac-9f40-bf5d018ef67f_Not Applicable	dg.4DFC/316e11a6-85e5-42ac-9f40-bf5d018ef67f
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/abbf8d8b-cfbc-4589-bbb0-c507c92b098c_Not Applicable	dg.4DFC/abbf8d8b-cfbc-4589-bbb0-c507c92b098c
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/252d5f87-9ee2-4fbe-a11e-4e353cde1927_Not Applicable	dg.4DFC/252d5f87-9ee2-4fbe-a11e-4e353cde1927
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/33e18fef-0e00-4f0b-b146-be2ecf6c7966_Not Applicable	dg.4DFC/33e18fef-0e00-4f0b-b146-be2ecf6c7966
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/f4faed6d-6e76-4028-9779-d7a952db1a1a_Not Applicable	dg.4DFC/f4faed6d-6e76-4028-9779-d7a952db1a1a
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/38cf04f3-04d3-4ab6-9acf-b19ce36219a1_Not Applicable	dg.4DFC/38cf04f3-04d3-4ab6-9acf-b19ce36219a1
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/45e45903-b46c-40a4-adcd-fe74ca52cc6d_Not Applicable	dg.4DFC/45e45903-b46c-40a4-adcd-fe74ca52cc6d
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/2d1b6395-effb-424d-b332-8d65ad080f30_Not Applicable	dg.4DFC/2d1b6395-effb-424d-b332-8d65ad080f30
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/b608fa8e-6db8-4487-9a66-fbbcb1fd471d_Not Applicable	dg.4DFC/b608fa8e-6db8-4487-9a66-fbbcb1fd471d
