library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	sequence_alignment_software	type	genomic_info_id	file.file_id
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/e9dea5d4-3cfa-4365-b396-dde027ab6847_Not Applicable	dg.4DFC/e9dea5d4-3cfa-4365-b396-dde027ab6847
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/629e021d-9812-4304-8a35-01ab0451b803_Not Applicable	dg.4DFC/629e021d-9812-4304-8a35-01ab0451b803
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/c4f2563a-468d-4151-91a8-b275ee935964_Not Applicable	dg.4DFC/c4f2563a-468d-4151-91a8-b275ee935964
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/2ec1b752-08a7-4e97-941e-58bd2b00d856_Not Applicable	dg.4DFC/2ec1b752-08a7-4e97-941e-58bd2b00d856
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/7b76c5fd-7d63-4ad1-9619-5b98dafec314_Not Applicable	dg.4DFC/7b76c5fd-7d63-4ad1-9619-5b98dafec314
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/a1755360-97e8-4d5c-8321-bd3b8eb72b96_Not Applicable	dg.4DFC/a1755360-97e8-4d5c-8321-bd3b8eb72b96
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/0d5a2ae9-4f9a-4d87-b855-94e06ef6b96e_Not Applicable	dg.4DFC/0d5a2ae9-4f9a-4d87-b855-94e06ef6b96e
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/02b05576-56d8-4a13-af89-fbf301ccc067_Not Applicable	dg.4DFC/02b05576-56d8-4a13-af89-fbf301ccc067
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/5bcbba18-b7dd-4b40-9745-8058588c02a5_Not Applicable	dg.4DFC/5bcbba18-b7dd-4b40-9745-8058588c02a5
Not Applicable					Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable		genomic_info	dg.4DFC/b337a727-b0c4-4d82-bd94-f8d8d1bfd51e_Not Applicable	dg.4DFC/b337a727-b0c4-4d82-bd94-f8d8d1bfd51e
