type	sequencing_file_id	file_name	data_category	file_type	file_description	file_size	md5sum	file_mapping_level	file_access	acl	authz	file_url	dcf_indexd_guid	checksum_algorithm	checksum_value	library_id	library_selection	library_strategy	library_layout	library_source_material	library_source_molecule	number_of_bp	number_of_reads	design_description	platform	instrument_model	avg_read_length	coverage	reference_genome_assembly	custom_assembly_fasta_file_for_alignment	sequence_alignment_software	cDNA_read	cDNA_read_size	cDNA_read_offset	cell_barcode_offset	cell_barcode_read	cell_barcode_size	single_cell_entity	dissociation_method	end_bias	total_number_of_input_cells	library_construction_method	library_strand	protocols_link	reverse_transcription_primer	spike_in	UMI_barcode_offset	UMI_barcode_read	UMI_barcode_size	crdc_id	id	sample.id
sequencing_file	6949-JMM-0097.pdx.samp_mqc_fastp-seq-quality-plot_Read_1_Before_filtering.txt	mqc_fastp-seq-quality-plot_Read_1_Before_filtering.txt	Sequencing	txt	MultiQC report file aggregating FastP statistics, used in MultiQC plotting	29478	6806720bcc90eb84b43101e10e06701c	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/multiqc/multiqc_data/mqc_fastp-seq-quality-plot_Read_1_Before_filtering.txt	dg.4DFC/07700a03-f8f2-4105-9d59-7e3982ee5773			HALB3016748	rRNA Depletion	RNA-Seq	Paired end	Bulk Tissue	Genomic			Takara SMARTer Stranded Total RNAseq v2 Low Input	Illumina	Illumina NovaSeq																									00058933-2937-56c4-b9ce-2e70718d87d4	fa82b8df-3dd6-57a6-a065-c5405f6deac3
sequencing_file	6949-JMM-0068.pdx.samp_6949-JMM-0068_SNP_INDEL_filtered_annotated_final.vcf	6949-JMM-0068_SNP_INDEL_filtered_annotated_final.vcf	Sequencing;Simple Nucleotide Variation	vcf	VCF with combined SNP and insertions and deletions following filtering by FilterMutectCalls, depth and quality filters and annoated with dbSNP IDs and SNPeff. Raw reads were first trimmed for quality using a custom python script. Human / mouse disambiguation of quality filtered reads was done with Xenome. Human specifc reads were mapped with BWA to GRCh38. Duplicate reads were marked with Picard MarkDuplicates. Base recalibration was then done and applied with GATK. Variants were called with GATK Mutect2 in tumor only mode, reads were called against a panel of normal samples from the 1000 genome project and germline reference from the GnomAD project both references provided by GATK. Variants were soft filtered with FilterMutectCalls, and depth and quality filters. Variant were annotated with dbsnpID and snpEFF	108695144	eb4158c04c328aaf06b4b9d8ea3bc2a4	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0068/6949-JMM-0068_SNP_INDEL_filtered_annotated_final.vcf	dg.4DFC/4f7b703e-d803-47fc-9168-1166128d4dcd			HALB3024949	Hybrid Selection	WXS	Paired end	Bulk Tissue	Genomic			IDT xGen Exome v2 hyb panel	Illumina	Illumina NovaSeq																									00082a07-5c31-533d-b88e-3798e9095b04	d0610a8b-1ad9-5143-8041-c827309b05f6
sequencing_file	6949-JMM-0060.pdx.samp_mqc_fastqc_per_sequence_gc_content_plot_Counts.txt	mqc_fastqc_per_sequence_gc_content_plot_Counts.txt	Sequencing	txt	MultiQC image file aggregating FastQC statistics, used in MultiQC plotting	31843	ec6112d155f37dc354e5d1beb19826b8	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/multiqc/multiqc_data/mqc_fastqc_per_sequence_gc_content_plot_Counts.txt	dg.4DFC/1668d8d9-ab3f-4f0e-b06f-04089cc029ad			HALB3024941	Hybrid Selection	WXS	Paired end	Bulk Tissue	Genomic			IDT xGen Exome v2 hyb panel	Illumina	Illumina NovaSeq																									000ee5e7-7852-5022-9915-e01b05870c9a	1787ad09-1ca9-522f-8b43-7ffe2d546465
sequencing_file	6949-JMM-0091.pdx.samp_6949-JMM-0091.trimmed.R1_fastqc.zip	6949-JMM-0091.trimmed.R1_fastqc.zip	Sequencing	txt	FastQC report files for read 1. FastQC run on quality and adapter trimmed reads	1013770	fbcebe80c9832b219ded382958fd8bfc	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0091/stats/6949-JMM-0091.trimmed.R1_fastqc.zip	dg.4DFC/354e642e-e6fc-41f5-8717-4c149050b7e5			HALB3016742	rRNA Depletion	RNA-Seq	Paired end	Bulk Tissue	Genomic			Takara SMARTer Stranded Total RNAseq v2 Low Input	Illumina	Illumina NovaSeq																									00116db2-1a25-5a36-9ed1-73638428ce79	3c01c5b8-411d-5092-82d4-90483002453f
sequencing_file	6949-JMM-0108.pdx.samp_6949-JMM-0108_human.EBV_classifier.txt	6949-JMM-0108_human.EBV_classifier.txt	Sequencing	txt	Epstein–Barr virus (EBV) classification score. Model is likely EBV-transformed or is a lymphoma mode if z-score > cutoff threshold of 3	67	508ad0bd77b7eb4028c48d1f529b42d4	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0108_human/6949-JMM-0108_human.EBV_classifier.txt	dg.4DFC/b0db87ce-de60-46a8-915b-2abcb3946e83			HALB3016759	rRNA Depletion	RNA-Seq	Paired end	Bulk Tissue	Genomic			Takara SMARTer Stranded Total RNAseq v2 Low Input	Illumina	Illumina NovaSeq																									00157817-bb0c-5a7c-b649-22bc86b6d8e9	7725564d-8f83-58f9-86be-5813631ec667
sequencing_file	6949-JMM-0062_FP.pdx.samp_6949-JMM-0062_FP_R2_paired_trimmed_fastqc.html	6949-JMM-0062_FP_R2_paired_trimmed_fastqc.html	Sequencing	html	FASTQC HTML report for read 2. FASTQ was run post raw read trimmer with CutAdapt	653950	1aacba7d1dce3b2bf61f0f8f74750d53	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0062_FP/stats/6949-JMM-0062_FP_R2_paired_trimmed_fastqc.html	dg.4DFC/d536f21a-fb69-4b5c-bd06-2347e1898c2d			HALB3023520	Hybrid Selection	AMPLICON	Paired end	Bulk Tissue	Genomic			xGen(TM) Sample Identification (ID) Amplicon Panel	Illumina	Illumina NovaSeq																									0015c49e-1582-5d49-b19d-b6b35bf0a7a8	159d5d04-837d-59ed-bc5e-79d37e37f0c6
sequencing_file	6949-JMM-0096.pdx.samp_6949-JMM-0096_sorted_mouse_1.fastq.gz	6949-JMM-0096_sorted_mouse_1.fastq.gz	Sequencing	fastq	Mouse deconvovled reads: read 1. Raw reads were quality and adapter trimmed with FastP, mouse and human reads were deconvolved with Xenome	216627439	680ee5716ca711d4d9b7e023909b266c	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0096/processed_reads/6949-JMM-0096_sorted_mouse_1.fastq.gz	dg.4DFC/6745bc77-601e-4199-8621-ec0c6f2c948c			HALB3016747	rRNA Depletion	RNA-Seq	Paired end	Bulk Tissue	Genomic		4726733	Takara SMARTer Stranded Total RNAseq v2 Low Input	Illumina	Illumina NovaSeq																									002a9050-b5a8-54ac-a63a-0f3bdb274eed	438de5b6-692f-5f5a-90ae-c8a7a43a4d7d
sequencing_file	6949-JMM-0081.pdx.samp_6949-JMM-0081_human.STAR.genome.sorted.bam.bai	6949-JMM-0081_human.STAR.genome.sorted.bam.bai	Sequencing	bai	Human BAM index file relative to the genome. BAM derived from raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and human reads were mapped with STAR to GRCh38 with gencode v39 annotations.	4772816	ed488f737fcea712252fcafcc46cb867	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0081_human/bam/6949-JMM-0081_human.STAR.genome.sorted.bam.bai	dg.4DFC/bc0b4c56-5d60-4aeb-bbfe-557940d275be			HALB3016732	rRNA Depletion	RNA-Seq	Paired end	Bulk Tissue	Genomic			Takara SMARTer Stranded Total RNAseq v2 Low Input	Illumina	Illumina NovaSeq																									002c2627-6327-5dbb-86fc-6cf2b8aead20	a99bd635-3041-50d2-8526-31a87a0c5dc2
sequencing_file	6949-JMM-0098.pdx.samp_mqc_picard_rnaseqmetrics_assignment_plot_1.txt	mqc_picard_rnaseqmetrics_assignment_plot_1.txt	Sequencing	txt	MultiQC report file aggregating Picard CollectRNASeqMetrics, used in MultiQC tables	6710	fbf2e5e7fa9730d9c0145ae168140779	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/multiqc/multiqc_data/mqc_picard_rnaseqmetrics_assignment_plot_1.txt	dg.4DFC/e22daa1e-7fba-4aaf-99a0-aef144ebdd11			HALB3016749	rRNA Depletion	RNA-Seq	Paired end	Bulk Tissue	Genomic			Takara SMARTer Stranded Total RNAseq v2 Low Input	Illumina	Illumina NovaSeq																									002e40ce-3bb3-532e-807a-9c03ccb25805	ebf980bd-00d4-5b2b-ae5e-6dc882d467cf
sequencing_file	6949-JMM-0074.pdx.samp_mqc_fastp-seq-content-n-plot_Read_2_After_filtering.txt	mqc_fastp-seq-content-n-plot_Read_2_After_filtering.txt	Sequencing	txt	MultiQC report file aggregating FastP statistics, used in MultiQC plotting	44623	338ffa3eee2de3833a0c74a1038ebab1	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/multiqc/multiqc_data/mqc_fastp-seq-content-n-plot_Read_2_After_filtering.txt	dg.4DFC/a6444f11-cfef-4c59-be40-3200bb4af3f1			HALB3016725	rRNA Depletion	RNA-Seq	Paired end	Bulk Tissue	Genomic			Takara SMARTer Stranded Total RNAseq v2 Low Input	Illumina	Illumina NovaSeq																									00372b52-ff94-50ce-b2f1-de2ce5032e6d	38c46dd2-900d-59b2-8949-19f1326c3df0
