type	cytogenomic_file_id	file_name	data_category	file_type	file_description	file_size	md5sum	file_mapping_level	file_access	acl	authz	file_url	dcf_indexd_guid	cytogenomic_platform	crdc_id	id	sample.id
cytogenomic_file	6949-JMM-0054.pdx.samp_After_correction_6949-JMM-0054.tumour.png	After_correction_6949-JMM-0054.tumour.png	Copy Number Variation	png	Plot showing BAF and LogR post correction for logR of the tumour sample with genomic GC content, replication timing used	728384	d68be16bfd733f9e59a470c3c629225b	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/After_correction_6949-JMM-0054.tumour.png	dg.4DFC/44b0a561-9dc1-4d7f-9020-c4e9a5cfb594	Illumina iScan		011d967b-99ab-56df-b9fb-c7b42489a017	e4130f7d-87c3-5cb0-bf81-94920da45028
cytogenomic_file	6949-JMM-0039.pdx.samp_sample.QC.txt	sample.QC.txt	Copy Number Variation	txt	ASCAT sample QC	7005	68f977b8c0cb0ec4541155eade3c6653	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/sample.QC.txt	dg.4DFC/c52ea26e-951d-4156-8189-86887e5b8f52	Illumina iScan		012c941e-ed09-5c61-ba6b-0425c79af392	81766a78-e4b9-5ab9-b568-fbef4a3ba4aa
cytogenomic_file	6949-JMM-0064.pdx.samp_bcftools_convert_filtered.LRR	bcftools_convert_filtered.LRR	Copy Number Variation	txt	Raw LogR ratio file with failed samples removed	106123762	80aab84df1d2212d2e9b2c2aafda1504	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/bcftools_convert_filtered.LRR	dg.4DFC/ca338f80-a574-492d-83e1-9285414d2617	Illumina iScan		013f8c53-e5de-5fc7-90ed-bee991d853d1	dfde3955-2686-5c97-8824-d21ed4df16a7
cytogenomic_file	6949-JMM-0059.pdx.samp_After_correction_6949-JMM-0059.tumour.png	After_correction_6949-JMM-0059.tumour.png	Copy Number Variation	png	Plot showing BAF and LogR post correction for logR of the tumour sample with genomic GC content, replication timing used	683896	94a0dd4861f84e26fae17fa91912ea76	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/After_correction_6949-JMM-0059.tumour.png	dg.4DFC/cec247eb-d1a3-41de-a91b-cd073acefd35	Illumina iScan		01499de5-51d6-5141-b4ac-aac40e91f4f8	1add5ca2-219d-5a51-8d16-0a60502a0057
cytogenomic_file	6949-JMM-0053.pdx.samp_tumorSep6949-JMM-0053.png	tumorSep6949-JMM-0053.png	Copy Number Variation	png	Plot showing tumor separated BAF	415293	6a1983ffda1c9a2a9d20a300aceb6e3f	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/tumorSep6949-JMM-0053.png	dg.4DFC/36ab1f7a-fda2-48dc-a387-5f625840e41a	Illumina iScan		01d08e24-293c-57e4-82eb-d0ba4d48285a	d22db9db-cb9b-5584-a4a6-63a55bf5078e
cytogenomic_file	6949-JMM-0040.pdx.samp_6949-JMM-0040.segments_raw.txt	6949-JMM-0040.segments_raw.txt	Copy Number Variation	txt	ASCAT CNV segments files containing the copy number segments of each sample without any rounding applied	2956	c3cc0ebc9b1ce1284697376043778fd7	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0040.segments_raw.txt	dg.4DFC/89f27384-4153-4004-a2c0-321879ba8abf	Illumina iScan		0202aa37-ecdd-5147-9fbe-9e27851bc461	c11158eb-74a9-51dc-a73a-432d4949eb39
cytogenomic_file	6949-JMM-0052.pdx.samp_6949-JMM-0052.BAF.PCFed.txt	6949-JMM-0052.BAF.PCFed.txt	Copy Number Variation	txt	Allele-Specific Piecewise Constant Fitting (ASPCF) corrected B allele frequency (BAF)	1455831	5c5fcfcc9fa99c7775d675595e17d358	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0052.BAF.PCFed.txt	dg.4DFC/1ec3dba9-b787-447a-94dd-a764781cd792	Illumina iScan		021b72cd-dc64-541b-b00e-219f9ec8fc43	40701aba-19cf-5e87-81ac-22fc63edc1b6
cytogenomic_file	6949-JMM-0071.pdx.samp_6949-JMM-0071.rawprofile.png	6949-JMM-0071.rawprofile.png	Copy Number Variation	png	Plot showing raw ASCAT CNV profile	62940	000887e849cec0e03610e616439d0faa	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0071.rawprofile.png	dg.4DFC/d8718a95-25f0-4eb0-95f9-00347e2ad173	Illumina iScan		0235cc94-fbc3-5768-81d9-1ca64e8a056a	13195e94-1048-5308-99a7-1248e97a8a45
cytogenomic_file	6949-JMM-0068.pdx.samp_tumorSep6949-JMM-0068.png	tumorSep6949-JMM-0068.png	Copy Number Variation	png	Plot showing tumor separated BAF	562686	9850de297622413ad8eea15ef4ac3b70	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/tumorSep6949-JMM-0068.png	dg.4DFC/2bcb12c2-1a9e-47a0-b159-4955c214f58c	Illumina iScan		02421d63-bbaa-5805-b477-9ecdc5cd984b	d0610a8b-1ad9-5143-8041-c827309b05f6
cytogenomic_file	6949-JMM-0055.pdx.samp_6949-JMM-0055.ploidy.txt	6949-JMM-0055.ploidy.txt	Copy Number Variation	txt	ASCAT inferred sample ploidy	17	12f07badd3a28629b71cac4807919c9b	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0055.ploidy.txt	dg.4DFC/981ff98d-128d-48c8-94c8-1821f48293ff	Illumina iScan		02d2f823-7c67-5ade-b9f0-2655d48ca225	545a36f7-405f-5bee-a489-852332468ada
cytogenomic_file	6949-JMM-0050.pdx.samp_sample.QC.txt	sample.QC.txt	Copy Number Variation	txt	ASCAT sample QC	7005	68f977b8c0cb0ec4541155eade3c6653	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/sample.QC.txt	dg.4DFC/c52ea26e-951d-4156-8189-86887e5b8f52	Illumina iScan		03407e79-173e-556f-a17e-824447155d2d	a65cdb44-9274-5578-9700-7a69deea9d69
cytogenomic_file	6949-JMM-0055.pdx.samp_Before_correction_6949-JMM-0055.tumour.png	Before_correction_6949-JMM-0055.tumour.png	Copy Number Variation	png	Plot showing BAF and LogR pre correction for logR of the tumour sample with genomic GC content, replication timing used	724712	afc91657c390b0981d41d7b4ceedea36	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/Before_correction_6949-JMM-0055.tumour.png	dg.4DFC/2cb4dc4d-76c6-4540-b672-26420dc245f3	Illumina iScan		0365b5c4-d903-57d7-9382-7d5595f596f8	545a36f7-405f-5bee-a489-852332468ada
cytogenomic_file	6949-JMM-0064.pdx.samp_6949-JMM-0064.segments_raw.extend.ensgene_cnvbreak.txt	6949-JMM-0064.segments_raw.extend.ensgene_cnvbreak.txt	Copy Number Variation	txt	Ensembl v102 genes annotated with ASCAT CNV segments	18888502	dafd044267f14c9a57a4b3c43defc71e	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0064.segments_raw.extend.ensgene_cnvbreak.txt	dg.4DFC/ee51b536-6504-42d0-a76b-f38c78f4dc93	Illumina iScan		03c2fcb2-ea09-553c-9f95-6ccc16c62270	dfde3955-2686-5c97-8824-d21ed4df16a7
cytogenomic_file	6949-JMM-0069.pdx.samp_Before_correction_6949-JMM-0069.tumour.png	Before_correction_6949-JMM-0069.tumour.png	Copy Number Variation	png	Plot showing BAF and LogR pre correction for logR of the tumour sample with genomic GC content, replication timing used	985825	6098a964253cfe7405d5826d1d5eddd5	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/Before_correction_6949-JMM-0069.tumour.png	dg.4DFC/5d948db4-6a22-4ec2-bce7-d8430ab1980f	Illumina iScan		040680fa-ce01-581c-adf6-bbf3e4b7b88d	16755c67-004c-53b0-ba2b-fb75a814082a
cytogenomic_file	6949-JMM-0057.pdx.samp_6949-JMM-0057.sunrise.png	6949-JMM-0057.sunrise.png	Copy Number Variation	png	Plot showing ASCAT model fit	56038	5e805b5ae8340b60458eec5aa73607dd	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0057.sunrise.png	dg.4DFC/738a6110-f044-466d-940a-038446c61e83	Illumina iScan		043d6442-b04f-527e-b561-569eef007e01	c98ef365-d003-50de-a963-51e193d2522b
cytogenomic_file	6949-JMM-0058.pdx.samp_tumorSep6949-JMM-0058.png	tumorSep6949-JMM-0058.png	Copy Number Variation	png	Plot showing tumor separated BAF	397992	e25350f3ef7a97dbe570d3dd0138e9cc	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/tumorSep6949-JMM-0058.png	dg.4DFC/5206bd24-1eb2-4221-a906-d8fae60350cb	Illumina iScan		0446e6a1-d4bb-532d-ab72-492d2453b0c5	12e02345-3c15-5241-b69e-e6626298c02a
cytogenomic_file	6949-JMM-0058.pdx.samp_6949-JMM-0058.sunrise.png	6949-JMM-0058.sunrise.png	Copy Number Variation	png	Plot showing ASCAT model fit	54577	e317a15ed6d4fea11c84bebf946d696c	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0058.sunrise.png	dg.4DFC/dd2af0be-7921-4845-aa24-9f01a231b30a	Illumina iScan		0482bd5b-b3ae-54ac-b597-b5f4177135a7	12e02345-3c15-5241-b69e-e6626298c02a
cytogenomic_file	6949-JMM-0045.pdx.samp_6949-JMM-0045.BAF.PCFed.txt	6949-JMM-0045.BAF.PCFed.txt	Copy Number Variation	txt	Allele-Specific Piecewise Constant Fitting (ASPCF) corrected B allele frequency (BAF)	759526	dca8a2afb436d5ed90289daa4e87f13a	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0045.BAF.PCFed.txt	dg.4DFC/7a7719ff-5d8a-4bc5-8a93-efdd4fe25113	Illumina iScan		050fe9ef-9aed-5d5a-8161-33dc2d09fec4	75f45309-edbb-5fac-81c5-9d5c66ca0be5
cytogenomic_file	6949-JMM-0041.pdx.samp_6949-JMM-0041_segmentsgenomeplot.copydiffploidy.png	6949-JMM-0041_segmentsgenomeplot.copydiffploidy.png	Copy Number Variation	png	Plot showing ASCAT CNV profile showing copy change from ploidy and regions of loss of heterozygosity	46822	a6d5930e4776877d83455c34349dfaa5	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0041_segmentsgenomeplot.copydiffploidy.png	dg.4DFC/50738ee7-eb53-4029-8b11-0469489418b7	Illumina iScan		056359f0-a0a0-5663-aa90-7e24afa2baa4	0b138368-d248-5717-9bff-cb4cccc40c6f
cytogenomic_file	6949-JMM-0038.pdx.samp_6949-JMM-0038.aberrantcellfraction.txt	6949-JMM-0038.aberrantcellfraction.txt	Copy Number Variation	txt	ASCAT inferred sample aberrant cell fraction	5	bd0ceb037b3cdee71af9c173e666818c	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0038.aberrantcellfraction.txt	dg.4DFC/0e85527e-1c14-4491-9b82-3d65f1c0938b	Illumina iScan		05b9fece-6561-5ce0-bbd3-7b05a8cae32e	7ef88573-3fe5-58cb-bc3f-765628d1d0a5
cytogenomic_file	6949-JMM-0042.pdx.samp_6949-JMM-0042.rawprofile.png	6949-JMM-0042.rawprofile.png	Copy Number Variation	png	Plot showing raw ASCAT CNV profile	64023	2290e1beed02b8331d8aa4679e30be8e	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0042.rawprofile.png	dg.4DFC/64136076-2800-47d1-aee5-6b5c601d5591	Illumina iScan		0618c21a-85ab-51a1-a77f-db1a6f52c415	9dc95536-c323-59cd-8ac8-66415b48a7a6
cytogenomic_file	6949-JMM-0037.pdx.samp_6949-JMM-0037.aberrantcellfraction.txt	6949-JMM-0037.aberrantcellfraction.txt	Copy Number Variation	txt	ASCAT inferred sample aberrant cell fraction	2	b026324c6904b2a9cb4b88d6d61c81d1	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0037.aberrantcellfraction.txt	dg.4DFC/0bc45487-4037-41b9-9704-f60b61763c09	Illumina iScan		0647b288-935f-5ae2-8e4f-bb3b71290494	fc4b4ac2-6ec0-5d53-aadd-cad6608dd80c
cytogenomic_file	6949-JMM-0059.pdx.samp_6949-JMM-0059.BAF.PCFed.txt	6949-JMM-0059.BAF.PCFed.txt	Copy Number Variation	txt	Allele-Specific Piecewise Constant Fitting (ASPCF) corrected B allele frequency (BAF)	1422808	8cb5a11b72ec59621b4897a08682008b	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0059.BAF.PCFed.txt	dg.4DFC/dd06f972-91df-498c-88d4-ed693328602e	Illumina iScan		06498e87-6ad1-525d-91c1-fcce2364c298	1add5ca2-219d-5a51-8d16-0a60502a0057
