type	methylation_array_file_id	file_name	data_category	file_type	file_description	file_size	md5sum	file_mapping_level	file_access	acl	authz	file_url	dcf_indexd_guid	methylation_platform	reporter_label	crdc_id	id	sample.id
methylation_array_file	6949-JMM-0045.pdx.samp_240328_Detection_pValues.pdf	240328_Detection_pValues.pdf	Methylation Array	pdf	Plot summarzing average sample detection pValues for array	5258	8dcb986d491111dcf365fee203c98048	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_Detection_pValues.pdf	dg.4DFC/7c7ab4a4-6294-4301-a93a-e870831eb26b	Illumina iScan	Not Provided		030ad1cf-8a6d-58a2-9700-734ecdcc50da	75f45309-edbb-5fac-81c5-9d5c66ca0be5
methylation_array_file	6949-JMM-0051.pdx.samp_240328_mValue_with_markerAnnotations.tsv	240328_mValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation mValues for all samples that passed QC, along with methylation probe information	951631852	bf789529e31d1ddf4f904ad4e1b6040f	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_mValue_with_markerAnnotations.tsv	dg.4DFC/6f868b2d-95ef-4c3e-bed6-cb34e5325f0b	Illumina iScan	Not Provided		037dedd6-02a4-5382-9850-09876d57adc8	b461acc4-4ad4-5ebd-9a87-a9187013ed23
methylation_array_file	6949-JMM-0057.pdx.samp_240328_bValue_with_markerAnnotations.tsv	240328_bValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation bValues for all samples that passed QC, along with methylation probe information	967382875	0e53dc84c78392371c71c2f3f3b62a44	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bValue_with_markerAnnotations.tsv	dg.4DFC/aecd63fd-7840-4cfd-bae6-7080dd9dbcdf	Illumina iScan	Not Provided		08e4abb7-9df7-5171-b208-b5ee96f05431	c98ef365-d003-50de-a963-51e193d2522b
methylation_array_file	6949-JMM-0045.pdx.samp_240328_bValue_with_markerAnnotations.tsv	240328_bValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation bValues for all samples that passed QC, along with methylation probe information	967382875	0e53dc84c78392371c71c2f3f3b62a44	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bValue_with_markerAnnotations.tsv	dg.4DFC/aecd63fd-7840-4cfd-bae6-7080dd9dbcdf	Illumina iScan	Not Provided		09068a00-5adc-53fa-bd23-6e24739b546b	75f45309-edbb-5fac-81c5-9d5c66ca0be5
methylation_array_file	6949-JMM-0065.pdx.samp_240328_Normalization_preprocessFunnorm.pdf	240328_Normalization_preprocessFunnorm.pdf	Methylation Array	pdf	Plot summarzing b and m value distributions post functional normalization	51321	2410c9eeae4fa1b7be2ea0872dd17f3b	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_Normalization_preprocessFunnorm.pdf	dg.4DFC/4ba664e9-ed0d-4383-a3e1-70bd3a095cb0	Illumina iScan	Not Provided		0c69cea5-05e5-50ac-9a7c-85fc1831a192	39559fdf-b1f2-507c-bb7c-fea4978bcbfe
methylation_array_file	6949-JMM-0072.pdx.samp_240328_Normalization_preprocessFunnorm.pdf	240328_Normalization_preprocessFunnorm.pdf	Methylation Array	pdf	Plot summarzing b and m value distributions post functional normalization	51321	2410c9eeae4fa1b7be2ea0872dd17f3b	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_Normalization_preprocessFunnorm.pdf	dg.4DFC/4ba664e9-ed0d-4383-a3e1-70bd3a095cb0	Illumina iScan	Not Provided		0f329d2d-48e7-5157-bbd0-aebbcc1eec43	90fba26c-e84b-5ea0-86ee-b1aa96ae78f4
methylation_array_file	6949-JMM-0042.pdx.samp_240328_Normalization_preprocessFunnorm.pdf	240328_Normalization_preprocessFunnorm.pdf	Methylation Array	pdf	Plot summarzing b and m value distributions post functional normalization	51321	2410c9eeae4fa1b7be2ea0872dd17f3b	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_Normalization_preprocessFunnorm.pdf	dg.4DFC/4ba664e9-ed0d-4383-a3e1-70bd3a095cb0	Illumina iScan	Not Provided		12a06d85-e470-5e83-8e6f-36fe97cf44f8	9dc95536-c323-59cd-8ac8-66415b48a7a6
methylation_array_file	6949-JMM-0067.pdx.samp_240328_mValue_with_markerAnnotations.tsv	240328_mValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation mValues for all samples that passed QC, along with methylation probe information	951631852	bf789529e31d1ddf4f904ad4e1b6040f	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_mValue_with_markerAnnotations.tsv	dg.4DFC/6f868b2d-95ef-4c3e-bed6-cb34e5325f0b	Illumina iScan	Not Provided		14628855-23a4-5823-a118-d37d16916f70	6d88e91b-d41b-52b3-b5f6-2edf3eb8a895
methylation_array_file	6949-JMM-0051.pdx.samp_240328_Normalization_preprocessFunnorm.pdf	240328_Normalization_preprocessFunnorm.pdf	Methylation Array	pdf	Plot summarzing b and m value distributions post functional normalization	51321	2410c9eeae4fa1b7be2ea0872dd17f3b	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_Normalization_preprocessFunnorm.pdf	dg.4DFC/4ba664e9-ed0d-4383-a3e1-70bd3a095cb0	Illumina iScan	Not Provided		16bfb050-5e15-5468-897e-2f791120b933	b461acc4-4ad4-5ebd-9a87-a9187013ed23
methylation_array_file	6949-JMM-0071.pdx.samp_240328_Detection_pValues.pdf	240328_Detection_pValues.pdf	Methylation Array	pdf	Plot summarzing average sample detection pValues for array	5258	8dcb986d491111dcf365fee203c98048	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_Detection_pValues.pdf	dg.4DFC/7c7ab4a4-6294-4301-a93a-e870831eb26b	Illumina iScan	Not Provided		1881d61f-d21d-5b1b-8666-0c5eb584a87a	13195e94-1048-5308-99a7-1248e97a8a45
