"type"	"id"	"reference_file_id"	"file_name"	"file_type"	"file_description"	"file_category"	"file_size"	"md5sum"	"reference_file_url"	"dcf_indexd_guid"	"study.study_id"
"reference_file"	"235b07b1-b0e3-5aef-9bdf-9ff81954f8c1"	"6ccc075f-f3d2-4327-8c0f-9810f0e1e351"	"c3dc_etl.py"	"py"	"Python script implementation of ETL process"	"programmatic source code"	"108667"	"575462d778952b73eddeeeabef11d63d"	"https://github.com/chicagopcdc/c3dc_etl/blob/20250416.1/etl/mci/c3dc_etl.py"	"42bf2d4a-2f87-41c3-afba-edac9e9bf417"	"phs002790"
"reference_file"	"85f42a20-98df-5b58-bd60-eb01316f0fca"	"eb074a4f-1f6a-4d72-8dbf-ad55ea949505"	"schema.json"	"json"	"JSON schema representation of YAML C3DC model schema"	"output schema"	"383901"	"6dff168cc4776622ba879e449079716f"	"https://github.com/chicagopcdc/c3dc_etl/blob/20250416.1/schema/schema.json"	"1c2373c5-917a-48ea-b827-3899a80bb79f"	"phs002790"
"reference_file"	"57da28e1-e88f-5185-b399-2789fc387f68"	"3c57b34b-7973-4848-92b1-c5aefd0e78b2"	"C3DC Mappings.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing tabular source-to-destination mappings and transformations. Transformed by mapping unpivoter script into JSON format for input into ETL script."	"transformation/mapping"	"365492"	"83a74f183875b1fc151c9f5f25dc3bbc"	"https://github.com/chicagopcdc/c3dc_etl/blob/20250416.1/mapping_unpivoter/C3DC%20Mappings.xlsx"	"333347cd-9689-435a-b74b-2c5370c8b62c"	"phs002790"
"reference_file"	"720cbf2e-cfd5-57ce-9a7d-a0b67a168eb7"	"0d2c551a-9b58-48df-8dc6-7b30a56d6be5"	"phs002790.json"	"json"	"JSON file containing source-to-destination mappings and transformations. The self-referential properties 'file_size' and 'md5sum' are set to the values calculated when both fields are set to 0 and blank ('') respectively"	"transformation/mapping"	"16177044"	"72b8fe0053db606c053c727b53657ba6"	"https://github.com/chicagopcdc/c3dc_etl/blob/20250416.1/etl/target/transformations/phs002790.json"	"1cf13f8c-c411-4517-b70e-0e0de1b7783d"	"phs002790"
"reference_file"	"a3714cc1-42a8-5bcf-8fff-b3e20f2aeb3b"	"d68128f7-1477-4598-bbca-6835cdabaf19"	"PANLMU.json"	"json"	"JSON file containing input source data"	"input source data"	"23568"	"dcad7e3d58ef1f8143c85a4a6f5f69ec"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PANLMU.json"	"dg.4DFC/5a4489fe-8393-4772-9878-5aa566fafa4e"	"phs002790"
"reference_file"	"8011b234-0551-5de1-af6b-9cc78a86078d"	"9c50c6d8-70d4-426d-97e4-6fefdc9b7e38"	"PARGFV.json"	"json"	"JSON file containing input source data"	"input source data"	"41312"	"891e6381d992b89d2f0875d792147b2c"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PARGFV.json"	"dg.4DFC/7b50dfae-eb74-4546-a106-fe3872d71641"	"phs002790"
"reference_file"	"8f7be6c2-3b35-578a-8df6-530270e74d75"	"ce5f1634-88ca-4a56-ab5d-69026feed217"	"PAUIAV.json"	"json"	"JSON file containing input source data"	"input source data"	"16009"	"0ff244c94ebdf06f6e9f5529e2fa3fe3"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PAUIAV.json"	"dg.4DFC/4f089d48-a431-4487-b865-c7aa187d5526"	"phs002790"
"reference_file"	"1c66219f-25fb-5912-86f1-7cf38ad7c56c"	"03ceae7a-dd0b-454a-8057-732e82f2bbef"	"PAUTVR.json"	"json"	"JSON file containing input source data"	"input source data"	"16236"	"00c5d0242adc98f91d0011ea46842707"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PAUTVR.json"	"dg.4DFC/49dc6022-f1ac-4cdc-9d2c-ed4d2088375f"	"phs002790"
"reference_file"	"6c97766b-0ca5-53ad-a19a-5a9794d7a050"	"a69b2df2-03df-4897-b329-0319e2ebb6b7"	"PAXMRR.json"	"json"	"JSON file containing input source data"	"input source data"	"20113"	"a32c9f4f9218351771e6e2d9ba241175"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PAXMRR.json"	"dg.4DFC/0d717d8a-1481-46af-8e4a-117e15ef74af"	"phs002790"
"reference_file"	"bd986763-993f-548b-a28e-a55f5f4bac91"	"9f083696-5261-440f-94de-36f0918307f7"	"PAYDFA.json"	"json"	"JSON file containing input source data"	"input source data"	"20157"	"ad0e3e4be4a3e5a8760974adb2b288bc"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PAYDFA.json"	"dg.4DFC/d9301a64-0dc4-444c-a367-a99a1c336a86"	"phs002790"
"reference_file"	"41e01e23-368c-5736-81e0-80ec7021a941"	"668c52b6-b301-482a-a193-fe4618deae6c"	"PBBHCR.json"	"json"	"JSON file containing input source data"	"input source data"	"30905"	"6fcc83570d5806f7f66e614f461ebc49"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PBBHCR.json"	"dg.4DFC/7b4753cd-6904-4865-961c-43df7084b03e"	"phs002790"
"reference_file"	"01aaab7f-fdb3-55fc-9012-56ffe5387269"	"4b36e498-0d60-41ab-9b6c-5c8381f49329"	"PBBHFF.json"	"json"	"JSON file containing input source data"	"input source data"	"38517"	"f3846aa0e63b8d1e7af904ca3f95815c"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PBBHFF.json"	"dg.4DFC/6eb56a51-def1-4014-8b7d-7a5e610f62ee"	"phs002790"
"reference_file"	"0f7ba9c3-edf3-5a11-ba9e-6dc61c4a1601"	"06598b7d-eaf9-478d-a8a3-051759129c73"	"PBBHGB.json"	"json"	"JSON file containing input source data"	"input source data"	"44570"	"3a287307462923bbbe623128358e4f2f"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PBBHGB.json"	"dg.4DFC/b4359013-93bd-42d6-97a0-373005c9fec5"	"phs002790"
"reference_file"	"312a45f7-d085-570e-bea9-41b5cd8f3a98"	"9ad8c204-49c9-433d-a20e-d9cb5ec8d6ae"	"PBBHGD.json"	"json"	"JSON file containing input source data"	"input source data"	"41717"	"32c0c7641cdea6a74e0c9756fa3d4a14"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PBBHGD.json"	"dg.4DFC/220bdd20-f60b-4211-8b93-efd7870b13d6"	"phs002790"
"reference_file"	"1044946a-3b3b-5867-93ae-588b9f2a9edb"	"681df033-7dc0-4f2a-afd2-a5ad9e087e9a"	"PBBHGT.json"	"json"	"JSON file containing input source data"	"input source data"	"30920"	"b4ed14786a8a48868c2f3602f5656798"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PBBHGT.json"	"dg.4DFC/cba7ac1d-0971-432a-a40f-b35c46654035"	"phs002790"
"reference_file"	"c604713a-439c-577a-a242-0a54aa64f5ed"	"06477319-daeb-407d-8b84-90c7109536a4"	"PBBHHZ.json"	"json"	"JSON file containing input source data"	"input source data"	"10046"	"fa395a2d7e311037c9265cebbc8a4f1b"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PBBHHZ.json"	"dg.4DFC/5dc07cb7-255f-4c53-81ff-75fa4c2105b1"	"phs002790"
"reference_file"	"fe9f0f9e-080e-53c4-9498-5c7f6e6ce057"	"ad02916c-5d09-4db0-b158-75d9c683960f"	"PBBHIA.json"	"json"	"JSON file containing input source data"	"input source data"	"7278"	"8c1dac75bf749ff86f154e8429759e27"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PBBHIA.json"	"dg.4DFC/1c5cb200-6c9f-4b84-acf4-d75c41571d92"	"phs002790"
"reference_file"	"55d2385f-833b-55cc-8b22-9900874af624"	"11aefe20-a967-4eed-aaa9-4d43f8cf7809"	"PBBHIL.json"	"json"	"JSON file containing input source data"	"input source data"	"29794"	"e318d3c5381df4a63d53d349950f9abf"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PBBHIL.json"	"dg.4DFC/68a9b40f-06d8-46ec-be21-fdda89fcde23"	"phs002790"
"reference_file"	"2481d21b-f27d-5acf-9290-54c95332089b"	"acdc8be7-895f-4335-a33c-7604ddff7cc2"	"PBBHMA.json"	"json"	"JSON file containing input source data"	"input source data"	"41236"	"c5dc96743ef703b408d0a67f215b0760"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PBBHMA.json"	"dg.4DFC/224064a6-9a8f-4bc2-ab65-68253c8877e8"	"phs002790"
"reference_file"	"dcff08a5-8272-5f97-a6da-4fbc2f47394d"	"e1ccc2c7-7a3f-4bb2-83e7-d273e0dc8a45"	"PBBHMD.json"	"json"	"JSON file containing input source data"	"input source data"	"10042"	"1578e9554abd8bf77b0901cbdda4c80b"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PBBHMD.json"	"dg.4DFC/0976335b-f18d-4f3f-9e09-688d9742a505"	"phs002790"
"reference_file"	"8085e3ca-5e89-5cb4-b55b-3d53b4385245"	"264c9d54-0c3a-438f-91be-ab1ab79af280"	"PBBHMI.json"	"json"	"JSON file containing input source data"	"input source data"	"30891"	"9185aa3d5d32b532f68c90d4844311d9"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PBBHMI.json"	"dg.4DFC/b0f71902-841a-4e41-a02b-36a93e0fdb5b"	"phs002790"
"reference_file"	"2986d6cd-3fea-5206-a3d7-4455beb4176f"	"d26adc9b-87ad-4aea-ba15-0ff6262eef7b"	"PBBHPP.json"	"json"	"JSON file containing input source data"	"input source data"	"10061"	"67303fcb491a23dda8570702cbcfbb13"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PBBHPP.json"	"dg.4DFC/4e36ef08-7252-4721-bb28-08249a42de23"	"phs002790"
"reference_file"	"ecac9b9f-81d6-56ee-b165-1da2a4be4f40"	"b29623de-5aa7-40a6-b627-f4068d09e505"	"PBBHRU.json"	"json"	"JSON file containing input source data"	"input source data"	"32174"	"d53e42c3b9cb2ce9c3dff4438a89aa8a"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PBBHRU.json"	"dg.4DFC/d1fddd50-1c13-4dfd-b56b-ac9ca53d9b94"	"phs002790"
"reference_file"	"ef457a09-ff22-5e74-8fc2-312b23a936eb"	"23d7bf69-6fa2-402b-93e6-44ff109d4f03"	"PBBHSU.json"	"json"	"JSON file containing input source data"	"input source data"	"5444"	"c7b876d706cf3e09f699851b67739ad5"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PBBHSU.json"	"dg.4DFC/b7a30b66-7bbc-420d-ac55-d860595d2eaa"	"phs002790"
"reference_file"	"6c62a46e-0658-5332-bba5-4a32408a1beb"	"0d5fb9ca-1459-411a-8e04-9ef09ddde124"	"PBBHTY.json"	"json"	"JSON file containing input source data"	"input source data"	"12309"	"0215da5e63856dcb2731520b3f54712a"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2024_08_02_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H1/PBBHTY.json"	"dg.4DFC/c1ea0b22-3655-4cb6-96e6-edafd154137a"	"phs002790"
