"type"	"id"	"reference_file_id"	"file_category"	"file_name"	"file_type"	"file_description"	"file_size"	"md5sum"	"reference_file_url"	"dcf_indexd_guid"	"study.id"
"reference_file"	"da436ae6-db14-5e9d-b1d1-ed1b7a7f54cd"	"120e267a-32a8-439f-8102-0dee41a13c34"	"programmatic source code"	"c3dc_etl.py"	"py"	"Python script implementation of ETL process"	"74835"	"a433b65dbbc21b2f49d14e60fe5ca7cd"	"https://github.com/chicagopcdc/c3dc_etl/blob/20240909.1/etl/target/c3dc_etl.py"	"b746cd45-a36c-4fa2-baae-c3ec0b2ce124"	"fb80a5f3-5e6a-576c-aedc-ef08c3bf2e60"
"reference_file"	"552b6651-35d5-50ab-869c-152725fa9a1c"	"475d7b4d-e1d2-4d45-ac4c-5b4fde535d48"	"output schema"	"schema.json"	"json"	"JSON schema representation of YAML C3DC model schema"	"161700"	"623405401a8dfc4f0f24b14600d19689"	"https://github.com/chicagopcdc/c3dc_etl/blob/20240909.1/schema/schema.json"	"bc3bb323-c9ba-4035-b294-dff2ab91e1e5"	"fb80a5f3-5e6a-576c-aedc-ef08c3bf2e60"
"reference_file"	"e3876d7e-9bfa-5e8c-a79d-f3d7871cda13"	"5be1e747-1c79-42de-98fd-8bcda7a682c5"	"transformation/mapping"	"C3DC Mappings.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing tabular source-to-destination mappings and transformations. Transformed by mapping unpivoter script into JSON format for input into ETL script."	"185762"	"e53efd301f5d2805865ce43ee3b8a5ea"	"https://github.com/chicagopcdc/c3dc_etl/blob/20240909.1/mapping_unpivoter/C3DC%20Mappings.xlsx"	"658590f2-fb8d-4b8f-a1a2-d9f66d49e8a6"	"fb80a5f3-5e6a-576c-aedc-ef08c3bf2e60"
"reference_file"	"766e977f-b1b7-5534-a030-3eb4f3c11f7a"	"b397c9f5-819c-4063-9963-8ebef59eacee"	"transformation/mapping"	"phs000470.json"	"json"	"JSON file containing source-to-destination mappings and transformations. The self-referential properties 'file_size' and 'md5sum' are set to the values calculated when both fields are set to 0 and blank ('') respectively"	"84423"	"1026a6347461a10e3782fd215d799f3c"	"https://github.com/chicagopcdc/c3dc_etl/blob/20240909.1/etl/target/transformations/phs000470.json"	"702b8b64-4441-4752-80dd-8df4cac572cf"	"fb80a5f3-5e6a-576c-aedc-ef08c3bf2e60"
"reference_file"	"dd250962-d774-5f12-9bc2-e5bfb756ffc2"	"02b65776-7d08-403f-b5ca-a4ad7d0b17fa"	"input source data"	"TARGET_RT_ClinicalData_Discovery_20211111.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing input source data"	"18156"	"7b63173e04a6b4ada2572e55224dae23"	"s3://cds-447-target-c3dc/TARGET-RT_clinicalData_PUBLIC_20220209/TARGET_RT_ClinicalData_Discovery_20211111.xlsx"	"dg.4DFC/2d835abd-7ac7-491e-aa87-00f021240b17"	"fb80a5f3-5e6a-576c-aedc-ef08c3bf2e60"
"reference_file"	"94bb558d-3a78-5654-ab13-7af521fcdcc8"	"259501a2-f553-4ee7-ac88-52d6c96776ba"	"input source data"	"TARGET_RT_ClinicalData_Validation_20211111.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing input source data"	"16908"	"69c15e48fe3a19d459901501ca482529"	"s3://cds-447-target-c3dc/TARGET-RT_clinicalData_PUBLIC_20220209/TARGET_RT_ClinicalData_Validation_20211111.xlsx"	"dg.4DFC/0aed243f-5292-4a82-bbd0-4847590b426d"	"fb80a5f3-5e6a-576c-aedc-ef08c3bf2e60"
"reference_file"	"ffbc2d97-8d46-5a01-9924-1dc62bbc5a64"	"53fa3e30-835f-4288-9c1c-b336abb22ea8"	"programmatic source code"	"c3dc_etl.py"	"py"	"Python script implementation of ETL process"	"74835"	"a433b65dbbc21b2f49d14e60fe5ca7cd"	"https://github.com/chicagopcdc/c3dc_etl/blob/20240909.1/etl/target/c3dc_etl.py"	"2917d13d-52ec-421c-b3b0-5772c1001072"	"fb80a5f3-5e6a-576c-aedc-ef08c3bf2e60"
"reference_file"	"bb41508d-01ad-5241-8e51-087ff8d19155"	"7852ca55-0ed9-4551-bde9-b5447ae9979a"	"output schema"	"schema.json"	"json"	"JSON schema representation of YAML C3DC model schema"	"161700"	"623405401a8dfc4f0f24b14600d19689"	"https://github.com/chicagopcdc/c3dc_etl/blob/20240909.1/schema/schema.json"	"a376044b-cae8-4820-8db2-67173c30e40b"	"fb80a5f3-5e6a-576c-aedc-ef08c3bf2e60"
"reference_file"	"f776b814-3c37-521e-b586-fc70e99e96dc"	"a8dea774-9d64-4bc8-86d3-dc6b6a79c59f"	"transformation/mapping"	"C3DC Mappings.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing tabular source-to-destination mappings and transformations. Transformed by mapping unpivoter script into JSON format for input into ETL script."	"185762"	"e53efd301f5d2805865ce43ee3b8a5ea"	"https://github.com/chicagopcdc/c3dc_etl/blob/20240909.1/mapping_unpivoter/C3DC%20Mappings.xlsx"	"a7d2332f-e87a-424a-9009-287512efc236"	"fb80a5f3-5e6a-576c-aedc-ef08c3bf2e60"
"reference_file"	"0b7d62ef-82b5-501a-b99e-b3f2aef84aa1"	"c9b0c2be-4b75-409c-8cba-73dc7243d61b"	"transformation/mapping"	"phs000470.json"	"json"	"JSON file containing source-to-destination mappings and transformations. The self-referential properties 'file_size' and 'md5sum' are set to the values calculated when both fields are set to 0 and blank ('') respectively"	"84423"	"1026a6347461a10e3782fd215d799f3c"	"https://github.com/chicagopcdc/c3dc_etl/blob/20240909.1/etl/target/transformations/phs000470.json"	"4a8d5717-0e07-4d10-a4a4-4763b56ba15f"	"fb80a5f3-5e6a-576c-aedc-ef08c3bf2e60"
"reference_file"	"10bcc1d5-08bf-5ec4-bd72-791d23df1a5b"	"fad457d5-5dac-4fd4-9991-6c78fa66f698"	"input source data"	"TARGET_RT_ClinicalData_Discovery_20211111.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing input source data"	"18156"	"7b63173e04a6b4ada2572e55224dae23"	"s3://cds-447-target-c3dc/TARGET-RT_clinicalData_PUBLIC_20220209/TARGET_RT_ClinicalData_Discovery_20211111.xlsx"	"dg.4DFC/2d835abd-7ac7-491e-aa87-00f021240b17"	"fb80a5f3-5e6a-576c-aedc-ef08c3bf2e60"
"reference_file"	"24ae7724-fd62-500d-83e5-a2f11a8d9f28"	"8246393b-65e8-4b2c-b859-6f4f71026cc6"	"input source data"	"TARGET_RT_ClinicalData_Validation_20211111.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing input source data"	"16908"	"69c15e48fe3a19d459901501ca482529"	"s3://cds-447-target-c3dc/TARGET-RT_clinicalData_PUBLIC_20220209/TARGET_RT_ClinicalData_Validation_20211111.xlsx"	"dg.4DFC/0aed243f-5292-4a82-bbd0-4847590b426d"	"fb80a5f3-5e6a-576c-aedc-ef08c3bf2e60"
