"type"	"id"	"reference_file_id"	"file_category"	"file_name"	"file_type"	"file_description"	"file_size"	"md5sum"	"reference_file_url"	"dcf_indexd_guid"	"study.id"
"reference_file"	"69e57d33-2b96-57cc-9472-882f4422958f"	"4a18ac87-b91f-4366-bfec-7216b059a035"	"programmatic source code"	"c3dc_etl.py"	"py"	"Python script implementation of ETL process"	"75957"	"b2872e00d5c07bd80e56e7e6c015d7e2"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/etl/target/c3dc_etl.py"	"68768a37-9a60-4834-b3c8-4dbea6e476dd"	"323ad804-5a89-571a-a1e3-17f026eec105"
"reference_file"	"a992f902-4d46-5440-9709-b4d433648850"	"2e384224-583e-4ef4-96e9-d682879d0dd0"	"output schema"	"schema.json"	"json"	"JSON schema representation of YAML C3DC model schema"	"161683"	"02b9c0979f87de1212fbe544d0ab1952"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/schema/schema.json"	"152dc9d2-31d5-4088-8f5a-a3ecb280c5c6"	"323ad804-5a89-571a-a1e3-17f026eec105"
"reference_file"	"86c11a35-bf71-559a-be83-30aceda04a63"	"ace78864-88c2-4eae-b823-fc49b98bccf1"	"transformation/mapping"	"C3DC Mappings.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing tabular source-to-destination mappings and transformations. Transformed by mapping unpivoter script into JSON format for input into ETL script."	"210058"	"9d1f2ac589ae3f820f7b6b93289aeac6"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/mapping_unpivoter/C3DC%20Mappings.xlsx"	"ae365138-e8e6-4bb1-a3d0-68021f4adabb"	"323ad804-5a89-571a-a1e3-17f026eec105"
"reference_file"	"8470b704-490a-5de7-a526-df7d09034cad"	"7430ff32-4b6d-4677-ab84-687e43be6ac4"	"transformation/mapping"	"phs000471.json"	"json"	"JSON file containing source-to-destination mappings and transformations. The self-referential properties 'file_size' and 'md5sum' are set to the values calculated when both fields are set to 0 and blank ('') respectively"	"83307"	"77504ff3051b67be05ccd12666fa8b16"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/etl/target/transformations/phs000471.json"	"aa611f1b-6849-47f9-a065-f03ed72e7009"	"323ad804-5a89-571a-a1e3-17f026eec105"
"reference_file"	"6f856320-9885-5bcd-a7ee-ff842afec3ab"	"1878cc94-a17f-404a-9450-d032da89622f"	"input source data"	"TARGET_WT_ClinicalData_Discovery_20211111.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing input source data"	"26249"	"cdf3cef6fd0c7b015a96064c6f5b771d"	"s3://cds-447-target-c3dc/TARGET-WT_clinicalData_PUBLIC_20220131/TARGET_WT_ClinicalData_Discovery_20211111.xlsx"	"dg.4DFC/ff2f8ab7-92a0-4d0a-bfd1-edf95db91590"	"323ad804-5a89-571a-a1e3-17f026eec105"
"reference_file"	"d0e0fe3d-d2c4-5119-8501-120120dc2778"	"072c1153-1626-4bdd-9ca9-608671f9b239"	"input source data"	"TARGET_WT_ClinicalData_Validation_20211111.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing input source data"	"60246"	"8e1f6281208820b31da7cf85fd85f4f6"	"s3://cds-447-target-c3dc/TARGET-WT_clinicalData_PUBLIC_20220131/TARGET_WT_ClinicalData_Validation_20211111.xlsx"	"dg.4DFC/c1251495-749e-413e-b2a4-31edadb86d12"	"323ad804-5a89-571a-a1e3-17f026eec105"
"reference_file"	"ef068f92-1ec6-5413-b3a1-65ce2a9d94b0"	"dbf53e3f-9b20-4a42-92a8-c217775918fa"	"programmatic source code"	"c3dc_etl.py"	"py"	"Python script implementation of ETL process"	"75957"	"b2872e00d5c07bd80e56e7e6c015d7e2"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/etl/target/c3dc_etl.py"	"295870de-a508-48c6-8363-bbeebe5d0726"	"323ad804-5a89-571a-a1e3-17f026eec105"
"reference_file"	"2b94ef32-959c-50c7-b2da-4ad4108cbc17"	"e714d04e-f670-46ef-892b-b7906d007d5a"	"output schema"	"schema.json"	"json"	"JSON schema representation of YAML C3DC model schema"	"161683"	"02b9c0979f87de1212fbe544d0ab1952"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/schema/schema.json"	"af4da985-6fe1-47f1-a1d0-56db15dd6572"	"323ad804-5a89-571a-a1e3-17f026eec105"
"reference_file"	"417055f5-2346-5e0f-a8a6-5e3f0c948ae7"	"d3389f79-b1f5-4fea-ad2f-ab4610825440"	"transformation/mapping"	"C3DC Mappings.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing tabular source-to-destination mappings and transformations. Transformed by mapping unpivoter script into JSON format for input into ETL script."	"210058"	"9d1f2ac589ae3f820f7b6b93289aeac6"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/mapping_unpivoter/C3DC%20Mappings.xlsx"	"bdc37b32-dfe4-4c6a-94be-ee8515c77075"	"323ad804-5a89-571a-a1e3-17f026eec105"
"reference_file"	"696e0982-289e-5092-bf7f-9cc519b15e7b"	"aa4f7619-f3c6-4a4f-a58b-aff3e6e24bb1"	"transformation/mapping"	"phs000471.json"	"json"	"JSON file containing source-to-destination mappings and transformations. The self-referential properties 'file_size' and 'md5sum' are set to the values calculated when both fields are set to 0 and blank ('') respectively"	"83307"	"77504ff3051b67be05ccd12666fa8b16"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/etl/target/transformations/phs000471.json"	"5b3889d8-5a71-40be-8cd0-478e459f1955"	"323ad804-5a89-571a-a1e3-17f026eec105"
