type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	sample.sample_id 	file_type	file_description 
file	UBC01-PCBCC-CDDMAH-CONT.bai	c6912a47-7a6c-5220-9f72-34c87b5edfa1	2851736	85fe67f1e60d85a66a6a3978c9ef9d75	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC01/UBC01-PCBCC-CDDMAH-CONT.bai	bai	UBC01-PCBCC-CDDMAH-CONT	Index File	Normal
file	UBC01-PCBCC-CDDMAH-CONT.bam	c4892240-4610-5189-afd9-fba68fadbac5	7073921753	01e1ef4978880b0b2134630c67b69da1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC01/UBC01-PCBCC-CDDMAH-CONT.bam	bam	UBC01-PCBCC-CDDMAH-CONT	RNA Sequence File	Normal
file	UBC01-PCBCC-CDEMBC-CONT.bai	ec6df7bf-5ae8-5e4a-af27-cc00b072b2dc	2830952	feefee8860d23503a133eee8a8fb83cc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC01/UBC01-PCBCC-CDEMBC-CONT.bai	bai	UBC01-PCBCC-CDEMBC-CONT	Index File	Normal
file	UBC01-PCBCC-CDEMBC-CONT.bam	8fe89ef1-7dfb-5f7a-b28c-12f0112f19fc	6761308546	28aac38ca55dc746e412fb7015462f2e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC01/UBC01-PCBCC-CDEMBC-CONT.bam	bam	UBC01-PCBCC-CDEMBC-CONT	RNA Sequence File	Normal
file	UBC01-PCBCC-CDGMDD-CONT.bai	f0294991-00f8-5fad-85e3-adc9b77bad62	2853688	9599a5c039889b54a2ebebac84409c4a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC01/UBC01-PCBCC-CDGMDD-CONT.bai	bai	UBC01-PCBCC-CDGMDD-CONT	Index File	Normal
file	UBC01-PCBCC-CDGMDD-CONT.bam	d0461d91-28b4-5e34-b2a9-7b05bcf99a94	7109869079	5d0a49c722c260e8966005b2ffac62aa	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC01/UBC01-PCBCC-CDGMDD-CONT.bam	bam	UBC01-PCBCC-CDGMDD-CONT	RNA Sequence File	Normal
file	UBC01-PCBCC-CDHMCL-CONT.bai	02392fc3-6f0a-52c1-b018-fb44f9c5a6de	2826648	8e574abb7db1486a3e11e56f83a229e1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC01/UBC01-PCBCC-CDHMCL-CONT.bai	bai	UBC01-PCBCC-CDHMCL-CONT	Index File	Normal
file	UBC01-PCBCC-CDHMCL-CONT.bam	98fd59c0-500e-5ce4-80b5-35a8efc1a0a4	7925459433	50d08ae7a4ba55d0b133bde6bb5b067e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC01/UBC01-PCBCC-CDHMCL-CONT.bam	bam	UBC01-PCBCC-CDHMCL-CONT	RNA Sequence File	Normal
file	UBC01-742-616-Vm15-a.bai	7c52ddc0-6c8d-5780-ba31-24b323333da2	2339104	eb739dc09a8671948fa74a307a1deb80	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC01/UBC01-742-616-Vm15-a.bai	bai	UBC01-742-616-Vm15-a	Index File	Pre-Vem
file	UBC01-742-616-Vm15-a.bam	b4e27d48-f4ea-5111-9d05-e27df1cc585d	3411168104	f120dc32bbea2083b5dd32c59eedf869	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC01/UBC01-742-616-Vm15-a.bam	bam	UBC01-742-616-Vm15-a	RNA Sequence File	Pre-Vem
